"shakespeare::devoted";"twemlow::devoted"
"mr_venus::social";"venus::serious"
"mr_venus::social";"venus::social"
"mr_venus::social";"wegg::serious"
"mr_venus::social";"wegg::social"
"venus::serious";"venus::social"
"venus::serious";"wegg::serious"
"venus::serious";"wegg::social"
"venus::social";"wegg::serious"
"venus::social";"wegg::social"
"wegg::serious";"wegg::social"
"silas_wegg::open";"sloppy::open"
"boffin::good";"silas::good"
"boffin::good";"silas::well"
"boffin::well";"silas::good"
"boffin::well";"silas::well"
"silas::good";"silas::well"
"boffin::great";"wegg::great"
"boffin::ridiculous";"venus::ridiculous"
"boffin::ridiculous";"wegg::ridiculous"
"venus::ridiculous";"wegg::ridiculous"
"boffin::old";"wegg::old"
"--_boffin::friendly";"boffin::friendly"
"--_boffin::friendly";"venus::friendly"
"boffin::friendly";"venus::friendly"
"boffin::little";"silas::little"
"bella::little";"bella::quiet"
"bella::old";"john_rokesmith::old"
"bella_wilfer::happy";"bella_wilfer::young"
"bella_wilfer::happy";"mrs_john_rokesmith::happy"
"bella_wilfer::happy";"mrs_john_rokesmith::young"
"bella_wilfer::young";"mrs_john_rokesmith::happy"
"bella_wilfer::young";"mrs_john_rokesmith::young"
"mrs_john_rokesmith::happy";"mrs_john_rokesmith::young"
"john_rokesmith::#-angry";"john_rokesmith::loving"
"bella::harmless";"bella::well-known"
"bella::harmless";"john_rokesmith::harmless"
"bella::harmless";"john_rokesmith::well-known"
"bella::well-known";"john_rokesmith::harmless"
"bella::well-known";"john_rokesmith::well-known"
"john_rokesmith::harmless";"john_rokesmith::well-known"
"bella::young";"john::young"
"bella::charming";"john::charming"
"bella::well";"john::well"
"bella::successful";"john_rokesmith::successful"
"bella::successful";"john::successful"
"bella::#-strange";"john::#-strange"
"george_sampson::fortunate";"lavinia::fortunate"
"george_sampson::fortunate";"mrs_wilfer::fortunate"
"lavinia::fortunate";"mrs_wilfer::fortunate"
"bella::gracious";"lavinia::gracious"
"bella::gracious";"mrs_wilfer::gracious"
"lavinia::gracious";"mrs_wilfer::gracious"
"ma::young";"mrs_wilfer::young"
"ma::young";"sampson::young"
"george::giving";"miss_lavvy::giving"
"george::giving";"mrs_wilfer::giving"
"george::giving";"sampson::giving"
"miss_lavvy::giving";"mrs_wilfer::giving"
"miss_lavvy::giving";"sampson::giving"
"mrs_wilfer::giving";"sampson::giving"
"lavinia::distinguished";"lavinia::modest"
"lavinia::distinguished";"mrs_wilfer::distinguished"
"lavinia::distinguished";"mrs_wilfer::modest"
"lavinia::distinguished";"sampson::distinguished"
"lavinia::distinguished";"sampson::modest"
"lavinia::modest";"mrs_wilfer::distinguished"
"lavinia::modest";"mrs_wilfer::modest"
"lavinia::modest";"sampson::distinguished"
"lavinia::modest";"sampson::modest"
"mrs_wilfer::distinguished";"mrs_wilfer::modest"
"mrs_wilfer::distinguished";"sampson::distinguished"
"mrs_wilfer::distinguished";"sampson::modest"
"mrs_wilfer::modest";"sampson::distinguished"
"mrs_wilfer::modest";"sampson::modest"
"sampson::distinguished";"sampson::modest"
"bella::glad";"george::glad"
"bella::glad";"lavvy::glad"
"george::glad";"lavvy::glad"
"george::glad";"ma::glad"
"lavvy::glad";"ma::glad"
"bella::well";"mrs_boffin::well"
"boffin::well";"mrs_boffin::well"
"bella::short";"mrs_wilfer::short"
"bella::careful";"george::careful"
"bella::poor";"george::poor"
"lavvy::#-nice";"ma::#-nice"
"lavinia::strong";"lavinia::young"
"lavinia::strong";"sampson::strong"
"lavinia::strong";"sampson::young"
"lavinia::young";"sampson::strong"
"sampson::strong";"sampson::young"
"r._w._himself::charming";"rokesmith::charming"
"bella::little";"bella::rich"
"bella::little";"bella::thinking"
"bella::little";"john::rich"
"bella::little";"john::thinking"
"bella::rich";"bella::thinking"
"bella::rich";"john::little"
"bella::rich";"john::rich"
"bella::rich";"john::thinking"
"bella::thinking";"john::little"
"bella::thinking";"john::rich"
"bella::thinking";"john::thinking"
"john::little";"john::rich"
"john::little";"john::thinking"
"john::rich";"john::thinking"
"bella::good";"bella::rich"
"john::#-natural";"john::nice"
"bella::#-natural";"john::#-natural"
"john::serious";"john::wise"
"john::little";"john::well"
"john::amazing";"john::fine"
"bella::bad";"bella::little"
"bella::bad";"my_bella::bad"
"bella::bad";"my_bella::little"
"bella::little";"my_bella::bad"
"bella::little";"my_bella::little"
"my_bella::bad";"my_bella::little"
"bella::little";"jack_horner::little"
"john::tired";"lizzie::tired"
"lizzie::gentle";"lizzie::good"
"bella::short";"john::short"
"john::serious";"mrs_boffin::serious"
"lizzie::pleasant";"wrayburn::pleasant"
"lizzie::afraid";"wrayburn::afraid"
"lizzie_hexam::alone";"lizzie_hexam::unhappy"
"bradley::smart";"bradley::unlucky"
"bradley_headstone::bad";"bradley_headstone::good"
"bradley::blind";"bradley::faithful"
"bradley::blind";"bradley::gentle"
"bradley::blind";"bradley::little"
"bradley::blind";"mary_anne::blind"
"bradley::blind";"mary_anne::faithful"
"bradley::blind";"mary_anne::gentle"
"bradley::blind";"mary_anne::little"
"bradley::blind";"peecher::blind"
"bradley::blind";"peecher::faithful"
"bradley::blind";"peecher::gentle"
"bradley::blind";"peecher::little"
"bradley::faithful";"bradley::gentle"
"bradley::faithful";"bradley::little"
"bradley::faithful";"mary_anne::blind"
"bradley::faithful";"mary_anne::faithful"
"bradley::faithful";"mary_anne::gentle"
"bradley::faithful";"mary_anne::little"
"bradley::faithful";"peecher::blind"
"bradley::faithful";"peecher::faithful"
"bradley::faithful";"peecher::gentle"
"bradley::faithful";"peecher::little"
"bradley::gentle";"bradley::little"
"bradley::gentle";"mary_anne::blind"
"bradley::gentle";"mary_anne::faithful"
"bradley::gentle";"mary_anne::gentle"
"bradley::gentle";"mary_anne::little"
"bradley::gentle";"peecher::blind"
"bradley::gentle";"peecher::faithful"
"bradley::gentle";"peecher::gentle"
"bradley::gentle";"peecher::little"
"bradley::little";"mary_anne::blind"
"bradley::little";"mary_anne::faithful"
"bradley::little";"mary_anne::gentle"
"bradley::little";"mary_anne::little"
"bradley::little";"peecher::blind"
"bradley::little";"peecher::faithful"
"bradley::little";"peecher::gentle"
"bradley::little";"peecher::little"
"mary_anne::blind";"mary_anne::faithful"
"mary_anne::blind";"mary_anne::gentle"
"mary_anne::blind";"mary_anne::little"
"mary_anne::blind";"peecher::blind"
"mary_anne::blind";"peecher::faithful"
"mary_anne::blind";"peecher::gentle"
"mary_anne::blind";"peecher::little"
"mary_anne::faithful";"mary_anne::gentle"
"mary_anne::faithful";"mary_anne::little"
"mary_anne::faithful";"peecher::blind"
"mary_anne::faithful";"peecher::faithful"
"mary_anne::faithful";"peecher::gentle"
"mary_anne::faithful";"peecher::little"
"mary_anne::gentle";"mary_anne::little"
"mary_anne::gentle";"peecher::blind"
"mary_anne::gentle";"peecher::faithful"
"mary_anne::gentle";"peecher::gentle"
"mary_anne::gentle";"peecher::little"
"mary_anne::little";"peecher::blind"
"mary_anne::little";"peecher::faithful"
"mary_anne::little";"peecher::gentle"
"peecher::blind";"peecher::faithful"
"peecher::blind";"peecher::gentle"
"peecher::blind";"peecher::little"
"peecher::faithful";"peecher::gentle"
"peecher::faithful";"peecher::little"
"peecher::gentle";"peecher::little"
"headstone::young";"hexam::young"
"headstone::young";"mary_anne::young"
"headstone::young";"mr_hexam::young"
"hexam::young";"mary_anne::young"
"hexam::young";"mr_hexam::young"
"mary_anne::young";"mr_hexam::young"
"charley::short";"hexam::short"
"hexam::tired";"hexam::young"
"fledgeby::agreeable";"fledgeby::fascinating"
"fledgeby::agreeable";"fledgeby::little"
"fledgeby::fascinating";"fledgeby::little"
"jenny::cool";"wren::cool"
"miss_wren::fair";"miss_wren::sweet"
"miss_wren::fair";"miss_wren::young"
"miss_wren::sweet";"miss_wren::young"
"fledgeby::little";"judah::little"
"fledgeby::glad";"fledgeby::handsome"
"jenny::little";"jenny::weird"
"fledgeby::great";"fledgeby::little"
"fledgeby::great";"fledgeby::young"
"fledgeby::great";"jenny::great"
"fledgeby::great";"jenny::little"
"fledgeby::great";"jenny::young"
"fledgeby::little";"jenny::great"
"fledgeby::little";"jenny::little"
"fledgeby::little";"jenny::young"
"fledgeby::young";"jenny::great"
"fledgeby::young";"jenny::little"
"fledgeby::young";"jenny::young"
"jenny::great";"jenny::little"
"jenny::great";"jenny::young"
"jenny::little";"jenny::young"
"alfred_lammle::good";"jenny::good"
"fledgeby::smart";"fledgeby::smarted"
"fledgeby::smart";"jenny::smart"
"fledgeby::pretty";"jenny::pretty"
"jenny::bad";"jenny::old"
"tingling-tossing-aching-screaming-scratching-smarter::certain";"wren::certain"
"lizzie::good";"miss_wren::good"
"lizzie::old";"lizzie::satisfied"
"stretcher::little";"stretcher::poor"
"riah::difficult";"riah::old"
"riah::courteous";"riah::open"
"riah::courteous";"riah::well"
"riah::open";"riah::well"
"jenny::defensive";"lizzie_hexam::defensive"
"jenny::little";"mortimer::little"
"lightwood::bright";"lightwood::mean"
"eugene::sensible";"mortimer::sensible"
"eugene::innocent";"mortimer::innocent"
"bradley_headstone::great";"bradley_headstone::plain"
"eugene::amazing";"eugene::attentive"
"lizzie::certain";"lizzie::disturbed"
"lizzie::certain";"lizzie::impatient"
"lizzie::disturbed";"lizzie::impatient"
"eugene::pathetic";"jenny::pathetic"
"eugene::hopeful";"eugene::strong"
"john::good";"john::little"
"bella::kind";"lightwood::kind"
"frank_milvey::little";"margaretta::little"
"frank_milvey::little";"mortimer_lightwood::little"
"margaretta::little";"mortimer_lightwood::little"
"david::complaining";"frank::complaining"
"david::old";"frank::old"
"frank::faithful";"mrs_milvey::faithful"
"lizzie_hexam::short";"rokesmith::short"
"eugene::poor";"eugene::sweet"
"john::considerate";"john::uncomfortable"
"bella::beautiful";"john::beautiful"
"bella::professional";"rokesmith::professional"
"bella::great";"john::great"
"job_potterson::prosperous";"kibble::prosperous"
"inspector::observant";"kibble::observant"
"bella::little";"potterson::little"
"bella::extraordinary";"john::extraordinary"
"bella::remarkable";"john::remarkable"
"bella::lovely";"john::lovely"
"bella::open";"john::open"
"bella::wonderful";"boffin::wonderful"
"bella::laughing";"mrs_boffin::laughing"
"boffin::old";"mrs_boffin::old"
"boffin::old";"noddy::old"
"mrs_boffin::old";"noddy::old"
"bella::firm";"boffin::firm"
"bella::firm";"john::firm"
"boffin::firm";"john::firm"
"john::little";"john::old"
"bella_boffin::#-consistent";"john::#-consistent"
"john::old";"silas_wegg::old"
"bella::negative";"boffin::negative"
"bella::negative";"mrs_boffin::negative"
"boffin::negative";"mrs_boffin::negative"
"boffin::old";"boffin::proud"
"boffin::hard";"boffin::old"
"boffin::hard";"boffin::remarkable"
"boffin::hard";"boffin::sarcastic"
"boffin::hard";"mew::hard"
"boffin::hard";"mew::old"
"boffin::hard";"mew::remarkable"
"boffin::hard";"mew::sarcastic"
"boffin::old";"boffin::remarkable"
"boffin::old";"boffin::sarcastic"
"boffin::old";"mew::hard"
"boffin::old";"mew::old"
"boffin::old";"mew::remarkable"
"boffin::old";"mew::sarcastic"
"boffin::remarkable";"boffin::sarcastic"
"boffin::remarkable";"mew::hard"
"boffin::remarkable";"mew::old"
"boffin::remarkable";"mew::remarkable"
"boffin::remarkable";"mew::sarcastic"
"boffin::sarcastic";"mew::hard"
"boffin::sarcastic";"mew::old"
"boffin::sarcastic";"mew::remarkable"
"boffin::sarcastic";"mew::sarcastic"
"mew::hard";"mew::old"
"mew::hard";"mew::remarkable"
"mew::hard";"mew::sarcastic"
"mew::old";"mew::remarkable"
"mew::old";"mew::sarcastic"
"mew::remarkable";"mew::sarcastic"
"john_harmon::good";"john_rokesmith::good"
"boffin::intelligent";"boffin::short"
"boffin::intelligent";"ma::intelligent"
"boffin::intelligent";"ma::short"
"boffin::short";"ma::intelligent"
"boffin::short";"ma::short"
"ma::intelligent";"ma::short"
"bella::hard";"bella::short"
"bella::hard";"john_harmon::hard"
"bella::hard";"john_harmon::short"
"bella::short";"john_harmon::hard"
"bella::short";"john_harmon::short"
"john_harmon::hard";"john_harmon::short"
"wegg::disappointed";"wegg::great"
"venus::powerful";"wegg::powerful"
"silas_venus::adorable";"silas_venus::old"
"venus::pretty";"venus::well"
"wegg::handsome";"wegg::well"
"venus::punctual";"wegg::punctual"
"venus::good";"wegg::good"
"boffin::important";"john_harmon::important"
"boffin::mean";"harmon::mean"
"boffin::mean";"wegg::mean"
"harmon::mean";"wegg::mean"
"boffin::laughing";"wegg::laughing"
"boffin::compatible";"harmon::compatible"
"boffin::compatible";"john_harmon::compatible"
"harmon::compatible";"john_harmon::compatible"
"john_harmon::good";"john_harmon::mean"
"sloppy::open";"venus::open"
"silas_wegg::little";"sloppy::little"
"eugene::strange";"lizzie::strange"
"riah::good";"riah::old"
"twemlow::harmless";"twemlow::little"
"john_harmon::stable";"lightwood::stable"
"john_harmon::stable";"riah::stable"
"john_harmon::stable";"st_james::stable"
"lightwood::stable";"riah::stable"
"lightwood::stable";"st_james::stable"
"riah::stable";"st_james::stable"
"lavinia::worthy";"ma::worthy"
"lavinia::#-mean";"sampson::#-mean"
"lavinia::mean";"sampson::mean"
"george_sampson::important";"lavvy::important"
"george_sampson::ambitious";"mingle::ambitious"
"lavinia::rich";"sampson::rich"
"sloppy::#-open";"sloppy::young"
"jack::good-looking";"miss_wren::good-looking"
"jack::good-looking";"sloppy::good-looking"
"miss_wren::good-looking";"sloppy::good-looking"
"sloppy::pretty";"sloppy::young"
"johnny::beautiful";"mrs_higden::beautiful"
"wren::good";"wren::gracious"
"bella::short";"eugene::short"
"eugene::old";"lightwood::old"
"eugene::laughing";"eugene::well"
"mortimer::laughing";"mortimer::mean"
"mortimer::laughing";"tippins::laughing"
"mortimer::laughing";"tippins::mean"
"mortimer::mean";"tippins::laughing"
"mortimer::mean";"tippins::mean"
"tippins::laughing";"tippins::mean"
"mortimer::little";"tippins::little"
"mortimer::open";"tippins::open"
"mortimer::well";"tippins::well"
"eugene::forward";"lightwood::forward"
"eugene::forward";"lizzie::forward"
"lightwood::forward";"lizzie::forward"
"eugene::old";"mortimer_lightwood::old"
"lady_tippins::old";"lightwood::old"
"mrs_podsnap::capable";"mrs_podsnap::fine"
"mortimer::young";"tippins::young"
"podsnap::#-comfortable";"twemlow::#-comfortable"
"john_harmon::great";"john_rokesmith::great"
"john_harmon::little";"john_harmon::thinking"
"john_harmon::little";"john_harmon::trusted"
"john_harmon::little";"john_rokesmith::little"
"john_harmon::little";"john_rokesmith::thinking"
"john_harmon::little";"john_rokesmith::trusted"
"john_harmon::thinking";"john_harmon::trusted"
"john_harmon::thinking";"john_rokesmith::little"
"john_harmon::thinking";"john_rokesmith::thinking"
"john_harmon::thinking";"john_rokesmith::trusted"
"john_harmon::trusted";"john_rokesmith::little"
"john_harmon::trusted";"john_rokesmith::thinking"
"john_harmon::trusted";"john_rokesmith::trusted"
"john_rokesmith::little";"john_rokesmith::thinking"
"john_rokesmith::little";"john_rokesmith::trusted"
"john_rokesmith::thinking";"john_rokesmith::trusted"
"mrs_betty_higden::social";"mrs_betty_higden::warm"
"mrs_betty_higden::social";"poor_law::social"
"mrs_betty_higden::social";"poor_law::warm"
"mrs_betty_higden::warm";"poor_law::social"
"mrs_betty_higden::warm";"poor_law::warm"
"poor_law::social";"poor_law::warm"
