"accessible" "accomplished" "accurate" "active" "affable" "affectionate" "agreeable" "amiable" "anxious" "audacious" "bashful" "benevolent" "bitter" "bold" "brave" "bright" "brisk" "calm" "capable" "careful" "careless" "cautious" "certain" "cheerful" "civil" "clever" "clumsy" "coarse" "cold" "complimentary" "confident" "confused" "considerate" "constant" "conventional" "conversational" "cool" "cordial" "cruel" "curious" "deep" "deliberate" "dependent" "despondent" "determined" "direct" "dissatisfied" "distant" "doleful" "dull" "eager" "earnest" "elegant" "emphatic" "exact" "expressive" "faithful" "fearful" "fierce" "firm" "foolish" "frank" "friendly" "gallant" "generous" "genteel" "gentle" "gloomy" "graceful" "gracious" "hasty" "haughty" "hearty" "honest" "humble" "ignorant" "immovable" "impartial" "impatient" "independent" "indifferent" "ingenious" "insolent" "intimate" "irresolute" "jealous" "kind" "lively" "loud" "lucid" "magnanimous" "maternal" "methodical" "mild" "modest" "moral" "musical" "narrow" "natural" "negative" "obliging" "observant" "original" "particular" "passionate" "patient" "peaceful" "pious" "placid" "pleasant" "polished" "polite" "political" "practical" "precise" "prejudiced" "profound" "proper" "proud" "prudent" "quick" "quiet" "reasonable" "refined" "resentful" "reserved" "responsible" "rigid" "rough" "rugged" "selfish" "sensitive" "sentimental" "serene" "serious" "severe" "shallow" "shrewd" "shy" "silent" "simple" "slow" "social" "solemn" "solicitous" "spirited" "steady" "stern" "strict" "submissive" "sullen" "tender" "thorough" "thoughtful" "tight" "timid" "tough" "transparent" "treacherous" "unkind" "unreasonable" "vague" "vain" "vigorous" "violent" "warm" "wild" "wise" "worldly" "womanly" "suspicious" "wishful"
"pleasant" 0 2 0 0 2 4 5 2 6 0 1 1 1 1 0 6 0 0 1 4 0 0 9 5 1 3 2 0 5 0 1 1 0 1 2 0 1 2 0 6 3 0 1 0 2 1 1 1 1 4 0 2 1 2 0 4 1 0 0 1 0 2 2 1 2 1 0 2 1 2 1 0 1 2 2 2 1 0 1 0 0 2 1 1 1 0 6 1 1 1 0 0 0 0 2 2 0 3 6 1 0 1 2 6 3 2 2 0 2 0 0 0 1 4 2 0 1 3 2 2 6 10 1 2 0 2 1 1 2 0 2 0 0 0 0 2 1 2 1 4 3 2 2 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 3 2 2 1 3 0 1 1 0 0 0
"polished" 0 0 0 0 0 0 0 2 0 1 1 3 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0
"polite" 0 1 1 1 0 1 3 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 1 0 2 0 1 1 0 0 0 0 0 1 0 2 0 1 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 1 0 1 1 0 2 0 1 1 0 2 0 0 2 0 0 0 0 2 0 0 0 2 0 0 3 0 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0
"political" 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 2 1 0 0 0 1 1 4 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 2 0 1 0 0 0 1 0 0 0 2 0 1 0 0 1 0 2 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0
"practical" 0 0 1 1 1 1 3 1 0 0 1 0 0 1 0 6 0 0 0 0 1 1 6 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 2 2 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 2 0 0 0 2 1 1 1 0 0 0 1 1 1 1 1 0 0 1 3 0 1 1 0 2 0 2 0 0 1 0 0 1 0 0 1 2 0 0 0 5 2 2 3 2 0 0 4 0 0 2 0 0 0 1 1 1 0 2 4 0 0 0 0 1 0 2 0 1 0 1 0 1 1 0 0 0 2 0 0 1 2 0 0 1 1 1 0 0 1 0 1 2 0 1 1 0 1 0 1 1 0 1 0 1 0 1 1 0 0
"precise" 1 0 0 0 0 2 2 0 1 0 0 0 1 0 0 0 0 0 0 2 0 1 3 0 0 1 0 0 0 0 0 1 2 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 2 2 0 0 3 1 0 0 1 3 0 1 0 1 0 2 0 0 0 0 0 0 0 1 1 0 2 1 1 0 0 0 1 1 0 0 0 1 0 0 1 1 0 1 0 0 1 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 2 0 0 0 0
"prejudiced" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 1 0 0 0 1 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"profound" 1 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 2 1 3 0 0 2 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
"proper" 4 1 0 2 2 0 4 1 5 0 0 1 1 1 0 5 0 0 1 3 1 0 7 2 2 2 0 0 3 0 0 1 1 0 0 0 0 1 2 0 3 1 0 0 2 2 1 0 0 2 0 0 1 1 0 3 2 0 0 1 1 0 3 0 1 0 0 2 1 6 0 0 1 2 0 3 0 2 2 0 0 1 0 0 0 1 7 0 1 1 0 1 1 0 0 2 0 3 3 0 0 1 1 1 0 2 0 0 2 3 1 1 0 1 1 0 0 0 3 0 2 6 1 2 0 0 2 1 0 2 2 0 1 0 1 2 0 1 0 4 0 1 1 1 1 0 2 3 0 0 0 1 0 2 3 0 0 0 0 3 0 0 1 0 2 1 1 1 0 0 0 0
"proud" 2 1 0 0 2 5 6 1 8 0 0 1 0 0 2 7 2 0 0 1 2 1 11 4 2 2 0 1 2 1 2 0 3 1 0 1 2 1 3 2 3 1 2 0 1 2 1 2 1 3 1 2 1 0 2 3 3 1 1 1 2 0 3 1 3 2 4 3 1 3 2 1 3 2 3 0 2 1 2 1 3 1 1 0 2 1 4 2 3 1 1 0 0 2 2 2 2 4 6 1 2 1 3 4 3 1 1 0 0 2 1 1 1 1 1 3 1 3 0 1 1 6 1 0 0 1 0 1 2 1 1 1 0 0 2 0 0 0 2 2 2 2 2 1 0 3 3 2 0 0 0 3 0 2 1 3 1 0 0 0 2 3 4 1 1 1 2 2 0 0 1 3
"prudent" 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
"quick" 0 0 0 0 2 2 6 1 1 0 0 1 0 3 0 6 0 1 0 1 1 1 10 1 0 5 0 2 4 0 0 0 1 0 0 0 2 3 5 3 3 0 1 0 0 1 0 0 2 3 2 3 1 1 1 0 1 0 0 1 1 0 8 0 2 0 2 2 1 2 3 0 0 1 5 1 1 0 2 2 1 4 1 0 1 1 4 3 4 2 0 0 0 0 0 3 0 2 7 0 0 0 3 7 2 1 0 1 0 6 1 0 2 2 2 0 1 2 1 0 0 5 0 0 0 0 2 2 1 0 0 1 1 0 2 0 0 0 2 1 2 6 0 0 1 0 1 0 1 2 0 2 0 1 3 2 0 1 1 1 1 1 1 0 2 0 3 2 1 1 0 0
"quiet" 0 1 2 3 1 3 7 2 12 0 1 3 0 0 0 12 0 4 2 5 1 1 14 1 2 2 2 1 8 1 1 2 2 4 2 2 0 1 3 7 11 2 0 2 3 3 2 6 1 4 2 3 1 1 1 6 4 1 3 0 1 1 4 0 6 1 4 4 1 4 1 0 2 6 1 2 2 0 3 0 3 2 0 1 1 0 13 1 3 0 1 2 1 3 4 3 0 2 10 1 0 1 4 7 1 4 2 0 4 10 1 1 1 4 1 1 0 6 6 0 5 0 2 2 0 1 1 0 5 1 2 1 0 2 1 1 0 1 1 7 3 3 3 3 0 4 4 0 0 0 0 4 2 2 3 2 0 1 1 1 1 3 2 1 4 3 7 3 3 2 1 0
"reasonable" 1 0 0 0 0 3 0 1 1 1 0 0 0 0 0 1 0 2 0 2 0 0 1 1 0 2 0 0 1 0 0 0 1 1 1 1 0 0 3 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 2 0 0 0 1 2 0 0 2 1 0 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 3 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 2 1 0 0 0 0
"refined" 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 2 1 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"resentful" 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"reserved" 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"responsible" 1 0 0 0 1 0 0 0 1 0 1 0 0 2 0 2 1 0 0 1 0 1 2 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0 1 2 1 0 1 0 1 2 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 4 1 0 0 0 1 0 1 0 0 0 1 0 1 1 1 1 0 0 2 0 0 2 1 0 0 1 1 0 0 0 0 0 1 0 0 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
"rigid" 0 0 0 2 0 0 3 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 2 0 1 1 0 0 2 0 0 0 1 0 0 0 1 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 2 0 0 1 2 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 2 0 0 1 0 1 1 1 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"rough" 0 0 0 0 1 2 1 0 0 0 0 0 0 0 1 5 0 0 1 1 0 0 4 0 0 2 0 2 2 1 0 0 1 2 0 1 0 0 1 2 3 0 0 0 0 0 0 3 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 3 1 0 2 0 0 0 0 0 0 0 0 1 1 2 0 0 1 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 3 2 0 0 0 1 0 0 3 1 0 0 2 0 0 1 2 0 1 0 0 2 0 1 5 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 5 2 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 2 0 0 0 1 0 2 6 2 0 0 0 1 0
"rugged" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1 2 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 2 1 0 0 0 0 0
"selfish" 0 1 0 1 0 0 1 1 2 1 0 0 0 1 0 1 0 0 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 2 0 0 0 1 2 1 0 1 1 0 0 0 2 1 1 0 2 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0
"sensitive" 0 0 1 0 1 0 1 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 3 0 0 0 0 1 2 0 1 0 1 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 3 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 1
"sentimental" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"serene" 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"serious" 1 0 0 0 0 3 1 1 1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 1 1 1 0 2 1 0 0 1 0 0 0 0 0 1 1 1 0 0 1 2 1 0 0 2 0 1 0 0 1 0 1 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 1 2 0 2 1 3 0 0 0 2 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 2 1 0 0 0 2 1 1 1 0 0
"severe" 1 0 1 0 1 0 2 1 0 0 1 1 1 1 0 0 0 0 0 1 0 0 2 1 0 2 0 0 4 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 2 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 2 0 1 0 1 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0
"shallow" 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"shrewd" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 2 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0
"shy" 0 0 0 0 0 0 2 1 3 0 0 2 0 0 0 1 0 0 0 0 0 0 3 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 2 0 1 0 2 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0
"silent" 1 1 2 0 0 0 3 1 6 1 0 1 0 0 0 6 0 2 0 3 0 0 3 1 0 1 0 1 3 1 0 0 1 3 0 0 2 0 5 1 3 0 1 1 2 0 1 4 0 2 1 0 0 1 0 4 3 3 0 0 0 3 4 0 1 1 2 3 2 2 0 2 0 6 0 2 1 1 1 0 2 0 0 2 0 4 2 0 3 1 0 0 1 1 1 0 2 4 2 0 0 0 2 4 0 3 0 1 3 4 0 0 1 2 0 0 2 4 2 1 1 7 0 2 1 1 0 0 5 2 2 1 0 1 0 1 0 0 0 0 2 3 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 4 4 4 1 1 1 1 0
"simple" 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 5 2 0 1 0 0 1 0 1 0 0 2 2 0 2 1 1 1 1 0 1 0 0 1 1 2 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 3 2 0 1 0 1 0 1 0 1 1 0 0 0 2 1 2 0 0 0 1 1 1 1 0 0 0 0 0 2 2 1 1 5 0 1 0 0 5 0 3 0 0 0 3 0 1 1 0 1 0 1 0 2 0 2 3 1 0 0 0 0 0 2 1 1 1 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 2 0 0 2 0 1 1 0 2 1 2 0 1 0 0 0 1
"slow" 0 0 0 1 1 3 4 0 1 0 1 1 1 0 0 4 1 1 0 2 0 1 6 0 0 1 2 1 3 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 2 2 1 2 0 0 0 0 3 0 0 1 0 0 4 0 1 1 4 4 3 2 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 2 2 4 2 3 1 0 0 0 0 1 1 1 9 2 0 0 3 5 0 0 0 0 1 2 0 2 0 0 2 1 1 1 2 0 6 3 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 0 3 1 0 0 0 1 0 0 0 2 2 1 1 0 2 2 0 0 0 0 0 1 1 1 0 1 1 2 3 0 0 1 0
"social" 0 1 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1 1 0 6 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 1 4 2 0 0 0 1 0 1 2 0 0 1 0 0 0 0 1 3 0 0 0 1 0 3 0 0 2 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 3 1 0 0 0 0 0 0 1 1 0 2 0 0 1 1 1 0 0 1 0 0 0 2 1 2 2 1 0 0 1 1 2 0 0 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0
"solemn" 1 0 0 1 2 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 3 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 2 2 0 0 0 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"solicitous" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
"spirited" 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 5 2 0 1 1 0 0 0 1 0 2 0 0 0 0 0 0 3 1 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 4 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 1 0 1 0 0 0 0 0 0 0
