"abrupt" "abstract" "active" "affable" "affected" "affectionate" "agreeable" "aloof" "amiable" "anxious" "awkward" "bitter" "boisterous" "bold" "brave" "bright" "brisk" "brutal" "calm" "candid" "capricious" "careful" "careless" "cautious" "certain" "cheerful" "childish" "civil" "clumsy" "coarse" "cold" "complimentary" "conciliatory" "confident" "confused" "conscientious" "consistent" "constant" "conventional" "cool" "courteous" "credulous" "cruel" "cunning" "curious" "dainty" "daring" "deep" "definite" "despondent" "determined" "dignified" "direct" "disorderly" "disrespectful" "distant" "distrustful" "dull" "eager" "earnest" "elegant" "exact" "excessive" "expressive" "faithful" "fearful" "fickle" "fierce" "fiery" "firm" "foolish" "forcible" "forgetful" "frank" "friendly" "frugal" "gallant" "generous" "genial" "genteel" "gentle" "gloomy" "graceful" "gracious" "gruff" "harsh" "hasty" "haughty" "headlong" "hearty" "honest" "hospitable" "humble" "ignorant" "impatient" "inconstant" "indifferent" "ingenious" "ingenuous" "intense" "intimate" "irreligious" "irresolute" "jaunty" "jovial" "kind" "lavish" "lazy" "lifeless" "lively" "loud" "loving" "loyal" "malicious" "manly" "meek" "merry" "mild" "modest" "moral" "musical" "narrow" "natural" "nervous" "noisy" "original" "particular" "patient" "peaceful" "philosophical" "pious" "placid" "pleasant" "polished" "political" "practical" "precise" "profound" "proper" "proud" "prudent" "quick" "quiet" "reasonable" "reckless" "religious" "restless" "rigid" "roguish" "rough" "rude" "scornful" "sensitive" "serious" "severe" "silent" "simple" "sincere" "slow" "smart" "social" "solemn" "sparkling" "stable" "steady" "stern" "strict" "sullen" "sunny" "surly" "suspicious" "talkative" "temperate" "tender" "thorough" "thoughtful" "tight" "timid" "uncouth" "unkind" "vague" "vain" "violent" "warm" "whimsical" "wild" "wise" "worldly"
"intimate" 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 2 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
"irreligious" 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 2 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
"irresolute" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0
"jaunty" 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"jovial" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0 3 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 1 0 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 2 0 1 0 0
"kind" 0 0 0 0 1 1 1 1 0 3 0 2 1 3 0 4 1 1 1 0 0 0 1 0 4 5 0 0 1 0 3 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 3 0 0 2 0 0 0 0 4 0 2 0 2 1 0 0 0 0 0 0 0 0 1 2 0 1 1 1 0 1 0 0 0 2 2 0 2 1 0 2 0 0 2 4 1 0 0 0 0 1 0 0 2 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 3 2 0 1 0 0 1 1 0 0 0 2 1 5 1 1 6 3 0 0 2 0 0 2 1 0 0 2 0 5 0 0 1 0 1 2 0 2 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1 1 1 2 0 2 1 0
"lavish" 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 1 1 0 2 0 1 0 0
"lazy" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 2 0 0 0 1 0 0 0 0 0 0 2 0 0 2 0 0 1 0 2 0 0 2 0 2 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 3 1 0 0 0 1 2 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 2 0 1 0 0 0 1 2 2 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 0 2 1 2 2 1
"lifeless" 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
"lively" 1 0 1 0 0 0 0 1 0 0 0 0 2 2 0 4 0 1 1 1 0 0 1 0 1 2 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 2 2 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 2 1 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 2 1 0 0 0 2 1 0 1 0 1 1 0 2 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 2 0 3 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0
"loud" 0 1 3 1 0 0 0 0 0 0 1 3 4 2 0 4 0 0 0 0 0 3 0 2 6 4 1 0 0 1 6 0 0 1 1 1 0 1 0 0 1 0 3 0 3 2 0 6 1 0 1 1 0 1 0 4 0 3 0 1 0 0 1 0 2 1 1 4 1 1 1 1 1 0 4 1 2 1 0 0 1 2 0 2 0 1 0 0 1 3 2 1 4 3 2 0 2 0 0 1 0 0 1 0 2 1 1 1 1 1 0 0 0 0 0 0 0 2 0 0 0 4 2 0 1 4 1 0 1 1 2 0 2 0 1 0 0 0 1 6 1 4 6 0 1 0 1 0 0 1 0 1 0 2 1 7 1 0 2 0 1 2 0 2 2 1 0 0 0 0 0 0 0 2 0 0 2 3 1 1 0 1 3 1 0 4 1 0
"loving" 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0
"loyal" 0 1 0 0 0 0 1 0 0 2 0 0 0 2 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"malicious" 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"manly" 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 2 0 0 0 0 1 1 0 0 3 1 1 0 2 0 3 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 3 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 3 0 1 1 0 0 0 0 0 0 2 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 1 1 0
"meek" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"merry" 0 1 1 0 0 0 1 0 0 1 0 0 0 2 1 4 0 0 1 0 2 0 0 0 2 3 1 0 0 0 3 0 0 0 0 0 0 2 1 0 1 0 1 0 1 0 0 3 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 1 0 1 0 0 2 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 2 1 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 2 2 0
"mild" 0 0 1 1 0 0 0 1 0 1 0 0 0 3 1 2 1 0 0 1 0 0 0 0 3 0 1 0 0 0 3 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 2 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 4 0 0 1 0 1 1 0 0 0 3 0 4 1 0 1 3 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 2 2 0 0 3 0 2 1 0 1 0 3 2 0 0 0 1 0 2 1 4 2 0 1 1 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 2 0 1
"modest" 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"moral" 0 2 2 2 0 2 0 0 3 0 2 1 1 4 0 4 0 0 4 1 0 1 3 0 4 2 0 0 0 0 1 0 1 0 0 1 1 0 0 2 1 0 0 0 3 0 2 3 0 1 1 0 1 0 1 3 0 3 0 1 2 0 0 0 0 2 0 1 0 0 2 2 0 1 0 0 1 2 2 1 1 0 0 1 0 0 0 0 1 1 4 0 2 0 1 0 0 0 0 1 0 1 0 1 0 0 0 2 0 1 0 0 0 1 1 1 1 0 0 0 2 0 3 0 0 2 3 0 0 0 0 1 3 0 1 1 0 1 0 2 0 0 2 0 1 4 0 1 0 2 0 0 1 1 1 7 1 1 1 0 0 1 0 1 3 2 0 0 0 1 0 0 0 1 1 2 0 1 0 0 1 1 1 2 0 3 2 1
"musical" 0 0 2 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 3 3 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 2 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 1
"narrow" 0 0 1 0 1 0 0 0 1 4 0 0 0 1 3 5 0 0 1 0 0 0 0 2 2 0 2 0 0 0 3 0 0 0 0 0 0 2 0 0 1 0 2 0 1 0 0 1 0 0 1 0 0 1 0 3 1 2 1 0 0 0 0 0 0 2 0 2 0 2 1 0 0 0 2 0 1 0 0 0 2 3 0 1 0 0 0 0 2 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 2 0 0 0 0 0 1 0 0 0 0 1 0 1 3 4 4 0 0 0 1 0 0 0 1 0 0 0 1 4 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 2 0 0 0 0 2 0 0
"natural" 1 0 1 1 1 1 3 1 1 4 2 3 0 2 1 4 0 0 0 0 0 2 2 1 10 3 0 1 0 0 10 0 0 0 1 1 0 3 0 2 2 2 2 1 3 0 0 5 0 1 2 1 0 1 2 2 1 4 2 4 1 1 1 1 0 1 0 0 0 1 4 1 1 3 1 1 1 1 0 1 4 3 1 2 1 2 1 2 0 4 3 1 2 1 1 0 3 1 1 1 2 0 0 0 0 1 1 0 0 0 2 0 1 0 1 0 0 2 0 3 2 0 0 0 1 4 3 0 1 0 0 1 5 0 0 0 0 1 3 5 0 2 4 1 0 3 4 1 1 3 2 2 0 5 0 9 1 0 2 0 0 4 0 2 1 0 0 1 0 0 1 1 1 1 1 3 0 0 1 0 1 0 1 5 0 5 4 2
"nervous" 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 2 0 0 1 1 1 0 0 0 0 2 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"noisy" 0 0 1 0 1 0 0 0 0 0 0 0 1 0 2 2 1 0 0 0 0 1 0 1 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 1 0 0 0 0 0 3 1 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 3 0 0 0 0 1 0 1 0 1 0 2 0 2 0 0 1 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0
"original" 0 1 0 0 1 1 4 0 1 2 2 2 0 3 1 3 0 0 0 0 0 2 1 2 8 2 1 1 2 1 3 0 1 0 0 1 0 0 0 2 0 0 2 0 2 1 0 3 0 0 1 1 2 0 0 2 0 4 1 2 2 0 0 1 0 1 0 0 0 1 2 0 0 0 2 1 2 1 0 0 1 3 2 0 0 1 0 0 1 1 2 0 3 2 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 1 4 0 0 0 0 2 0 3 0 2 0 3 4 1 0 0 4 1 1 0 0 0 4 1 0 1 0 4 3 4 0 0 4 0 1 1 1 0 0 1 1 0 0 0 0 5 0 0 1 0 1 3 0 0 2 1 0 1 0 0 0 1 0 1 1 1 0 2 1 0 0 1 1 1 0 2 1 1
"particular" 0 0 2 0 1 1 1 2 2 6 0 1 2 6 3 7 1 1 0 0 0 2 1 1 6 6 0 1 1 0 7 1 1 1 1 0 1 2 0 3 0 1 1 1 2 0 1 8 2 1 1 1 0 0 0 5 0 4 0 2 0 1 0 1 1 0 2 1 1 1 3 0 1 1 3 1 1 1 1 0 4 4 2 2 0 0 1 0 0 4 4 0 0 0 1 0 0 0 1 1 1 1 0 1 0 3 1 3 0 2 1 0 0 1 1 0 0 0 1 3 1 2 3 1 2 4 0 2 1 1 0 1 6 0 0 0 1 3 1 7 1 5 5 0 2 0 1 0 0 4 2 0 3 2 0 8 1 0 2 1 1 4 0 3 2 1 0 1 0 0 2 1 1 0 1 1 1 2 1 0 0 3 1 2 2 7 2 1
"patient" 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 3 0 1 0 0 1 0 0 0 4 4 1 0 0 0 4 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 2 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 1 0 1 0 0 0 2 0 1 0 1 0 0 0 0 1 1 1 2 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 1 0 1 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 2 1 1 0 0 1 0 0 1 2 0
"peaceful" 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 2 0 1 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 3 0 2 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"philosophical" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 2 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"pious" 0 0 2 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0
"placid" 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 5 0 0 2 1 0 0 1 0 1 2 0 0 0 0 3 0 0 0 0 0 2 1 0 2 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 1 2 0 2 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 1 0 2 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 2 0 0 1 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0
"pleasant" 1 1 1 1 0 0 5 1 1 1 1 3 2 4 2 7 1 0 3 1 1 2 2 1 5 11 0 2 0 1 8 1 3 1 0 1 1 3 0 3 1 0 4 0 4 0 0 5 0 0 1 0 1 0 0 3 2 7 1 1 2 0 1 1 1 0 0 1 0 0 2 1 0 1 2 0 0 2 2 1 8 1 1 3 3 0 1 2 0 4 5 0 3 0 2 0 2 1 1 0 2 0 0 1 3 1 0 2 0 1 2 3 0 0 0 1 1 3 0 3 3 1 5 1 2 4 6 0 0 0 1 2 0 0 0 0 1 4 6 7 0 2 7 2 1 0 1 1 1 5 1 0 1 4 1 7 1 0 2 2 1 3 1 2 2 2 0 2 1 3 1 1 0 0 1 2 1 1 1 0 0 2 3 6 2 3 2 2
"polished" 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
