"accomplished" "active" "adventurous" "affable" "affectionate" "agreeable" "ambitious" "amiable" "angelic" "anxious" "bitter" "blunt" "bold" "brave" "bright" "brisk" "calm" "capable" "capricious" "careful" "careless" "certain" "cheerful" "childish" "clever" "coarse" "cold" "complacent" "confident" "confused" "considerate" "constant" "constrained" "contented" "conversational" "cool" "cordial" "cruel" "curious" "dainty" "deep" "defiant" "determined" "devilish" "dignified" "direct" "disdainful" "distant" "dull" "dutiful" "eager" "earnest" "elegant" "emphatic" "exact" "excessive" "expressive" "faithful" "fearful" "fervent" "fierce" "fiery" "foolish" "forgetful" "formal" "frank" "friendly" "gallant" "generous" "genial" "genteel" "gentle" "gloomy" "graceful" "gracious" "gruff" "hasty" "haughty" "honest" "hospitable" "humble" "ignorant" "immovable" "impatient" "impetuous" "inconsistent" "independent" "indifferent" "inexperienced" "inflexible" "ingenious" "ingenuous" "intellectual" "intense" "intimate" "irrepressible" "jealous" "juvenile" "kind" "lively" "loud" "loving" "mercenary" "merry" "mild" "modest" "moral" "narrow" "natural" "negative" "nervous" "observant" "original" "particular" "passionate" "patient" "peaceful" "pensive" "pleasant" "polished" "polite" "practical" "presumptuous" "profound" "proper" "proud" "punctual" "quick" "quiet" "reasonable" "reckless" "reproachful" "respectful" "restless" "rigid" "rough" "sarcastic" "scornful" "selfish" "sensitive" "serene" "serious" "severe" "silent" "simple" "sincere" "slow" "smart" "social" "solemn" "steady" "stern" "stormy" "stubborn" "submissive" "sullen" "sunny" "suspicious" "tender" "thoughtful" "tight" "timid" "tough" "unkind" "unreasonable" "vague" "vain" "vigorous" "violent" "warm" "wild" "womanly" "worldly" "voluptuous" "wise"
"moral" 0 0 0 0 0 1 1 1 0 1 1 0 1 0 2 0 2 1 0 0 0 3 1 0 0 1 3 0 0 1 0 2 0 0 1 1 0 1 1 1 3 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 2 0 0 1 1 0 0 1 1 2 0 1 0 0 0 0 1 0 0 1 2 2 1 0 0 0 1 0 0 0 3 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 2 4 0 0 1 3 3 1 0 0 0 2 0 0 1 0 0 0 4 0 1 1 0 1 0 0 0 0 3 0 0 1 1 0 0 0 1 2 0 0 0 4 1 0 0 0 0 0 0 1 1 0 0 0 1 2 0 1 0 0 0 4 2 2 1 1 0 0
"narrow" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 2 0 1 0 0 0 0 0 0 0 1 0 1 2 0 0 3 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 1 0 1 1 0
"natural" 1 2 1 0 3 4 0 1 1 5 1 0 3 3 5 0 1 2 0 2 0 9 4 2 2 1 10 2 1 1 2 6 1 1 0 0 0 5 4 3 10 2 0 1 2 1 1 4 5 0 0 7 1 3 4 0 1 2 1 1 1 2 0 0 0 3 3 2 2 2 0 8 1 2 1 1 1 5 3 1 4 5 0 3 1 1 1 2 0 1 3 1 1 0 0 0 2 0 11 2 2 0 0 0 3 4 4 1 0 0 2 1 2 13 2 2 0 2 6 0 1 0 2 2 2 11 1 5 7 2 1 1 0 2 1 6 3 1 1 2 1 2 0 8 7 1 5 0 4 6 5 5 2 1 2 2 0 1 3 4 2 5 3 3 2 2 3 2 2 3 7 1 0 0 2
"negative" 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"nervous" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 2 0 1 2 0 0 0 1 0 1 0 1 1 0 0 0 0
"observant" 0 0 0 1 0 1 0 1 1 0 0 0 1 0 4 0 1 0 1 0 0 2 1 1 0 0 2 0 1 0 0 1 0 1 1 0 0 0 0 0 2 0 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 2 0 0 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 2 0 1 1 1 2 0 0 0 0 0 1 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0
"original" 0 0 0 0 0 0 0 1 1 2 1 0 2 0 1 0 0 1 1 0 0 0 1 0 0 0 4 0 1 1 0 1 0 0 0 1 0 2 1 1 4 0 0 1 0 0 0 2 2 0 0 0 1 1 2 1 0 0 0 0 1 2 1 0 1 0 0 0 2 0 1 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 2 0 0 2 0 2 1 0 1 2 0 3 0 2 0 0 0 1 0 3 2 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 3 0 2 2 1 0 0 1 0 1 0 1 1 0 0 0 2 0 2 2 0 2 1 3 1 0 0 1 0 0 0 0 0 1 1 0 0 1 1 2 2 0 0 0 2 2 0 1 2 0
"particular" 1 2 1 0 2 4 1 3 2 5 3 2 1 1 9 0 2 0 1 2 0 10 0 3 1 1 7 3 0 0 0 1 2 1 0 1 0 2 4 1 7 1 0 3 1 1 0 1 2 0 0 3 1 1 4 1 4 1 2 1 0 0 4 1 0 1 7 0 1 1 3 3 1 4 5 0 2 0 3 3 3 3 1 1 2 0 1 1 0 1 1 1 1 0 1 0 2 3 7 3 2 0 0 0 5 2 3 0 13 0 1 2 2 0 0 0 1 1 5 1 1 0 1 4 1 7 0 2 5 1 0 1 1 0 0 3 2 0 2 0 1 0 3 10 3 1 4 2 4 4 2 3 1 0 1 2 0 1 2 2 3 2 4 1 1 0 1 1 2 3 3 0 0 0 1
"passionate" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 2 2 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 0 0 0 0 1 0 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0
"patient" 1 2 0 0 0 0 0 0 0 1 1 0 4 0 4 1 2 0 0 0 0 4 0 2 0 0 3 0 0 0 0 1 0 0 0 0 1 2 0 0 6 0 0 0 0 0 0 2 2 1 1 2 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 2 0 0 6 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 2 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0 0 0 0 2 2 0 0 0 0 0 0 3 0 4 4 0 0 0 1 2 0 1 0 0 0 0 2 0 0 3 1 0 1 0 2 1 1 0 0 0 0 2 0 0 1 1 1 2 1 0 0 1 0 0 0 1 2 0 0 0 1
"peaceful" 1 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1
"pensive" 1 0 0 0 0 2 0 0 0 1 1 0 1 0 5 0 3 0 0 0 0 3 1 1 0 0 3 0 0 0 0 1 0 0 0 0 1 1 0 2 2 1 0 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 3 0 0 2 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 3 0 1 1 0 0 0 1 0 0 2 0 0 1 0 1 0 2 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 2 0 1 0 0 1 1 0 1 3 0 3 0 0 3 0 0 0 0 0 0 0 0 1 3 0 3 0 0 0 0 0 1 1 1 2 0 0 1 0
"pleasant" 2 0 1 1 0 2 2 1 1 2 2 0 5 0 7 1 4 0 0 1 2 9 2 1 0 0 3 0 0 0 0 2 0 1 1 1 1 1 2 1 10 0 1 2 0 1 0 0 5 0 0 2 1 2 1 0 4 1 0 0 1 1 0 0 2 3 2 2 2 0 3 4 3 3 2 3 1 0 3 1 1 1 0 1 0 1 0 2 0 0 1 0 1 0 2 0 1 1 2 1 0 0 0 1 1 3 2 0 6 0 1 2 0 5 0 2 0 2 0 2 2 2 0 5 1 7 1 4 6 1 0 0 0 2 0 3 0 1 1 1 2 1 1 4 1 0 1 2 0 2 3 1 1 0 0 0 0 2 2 5 2 1 1 1 1 3 2 1 5 1 0 1 4 0 0
"polished" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 2 0 0 2 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0
"polite" 0 0 0 0 0 1 0 0 0 3 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 0 5 0 0 0 0 1 0 0 0 3 0 0 1 0 0 1 1 0 0 0 0 2 2 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 3 1 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 3 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 4 0 0 1 0 0 1 0 2 1 0 1 0 0 1 0 1 2 1 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 3 1 1 0 0 0 0
"practical" 1 1 2 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 2 1 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0
"presumptuous" 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 0 0 1 2 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 2 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 2 1 0 3 0 0 1 0 0 0 2 0 0 0 0 1 0 0 1 1 1 0 0 0 2 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 2 3 0 3 0 0
"profound" 1 0 1 0 2 3 2 0 0 0 0 0 3 0 6 0 0 1 0 0 0 3 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 2 0 1 1 0 1 0 1 2 0 0 2 0 1 1 0 2 0 0 0 0 0 0 0 0 1 2 1 1 0 0 1 1 0 0 2 0 1 2 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 2 0 0 0 0 4 0 0 0 0 5 1 0 1 1 0 0 3 0 0 2 1 1 1 0 0 0 2 0 0 0 1 1 0 0 3 0 0 1 1 0 1 0 3 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 3 1 0 0 0 0 1
"proper" 0 0 0 0 0 0 0 1 1 2 0 0 0 0 4 0 0 0 0 1 0 2 1 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 2 1 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 0 2 0 0 3 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 2 0 0 1 2 1 1 1 1 1 0 0 0 0 1 0 0 0 1 0 0 4 0 1 4 0 1 0 0 0 0 1 0 1 0 0 0 2 1 5 2 1 0 0 0 1 2 0 0 0 0 0 0 0 1 2 0 1 0 0 0 2 0 0 0 1 2 0 0 1 1
"proud" 3 3 2 0 3 7 2 5 1 6 2 3 9 1 13 2 3 4 2 4 3 13 4 2 1 1 16 2 0 1 3 6 2 0 1 2 0 6 6 5 17 4 4 9 0 1 5 9 6 1 4 11 3 4 3 2 5 3 0 1 5 1 0 4 1 5 7 1 4 1 6 11 5 5 3 0 0 12 5 3 7 0 3 1 1 1 1 8 0 4 1 1 0 2 3 1 6 3 9 3 3 2 3 3 7 5 4 2 11 1 0 0 3 7 4 3 1 1 7 0 4 3 2 3 4 0 2 12 18 0 2 0 2 2 1 6 1 2 1 4 1 7 4 14 6 3 4 0 3 2 5 4 0 2 1 3 2 0 4 6 6 3 9 1 2 5 1 0 4 5 8 2 4 4 3
"punctual" 0 0 0 1 1 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0
"quick" 0 0 0 0 0 1 0 3 1 4 3 0 5 1 7 2 0 1 1 0 2 6 3 0 1 0 9 0 1 1 1 1 2 0 1 1 0 5 0 0 4 1 2 0 0 0 1 5 2 1 0 4 0 1 1 1 3 1 1 1 4 0 0 0 2 1 5 0 4 0 0 4 3 1 1 1 0 1 3 0 2 0 0 1 1 1 1 1 1 0 1 0 0 1 1 2 2 0 4 1 1 0 1 2 2 1 1 0 5 0 0 2 2 2 1 4 0 0 4 0 0 0 0 0 1 12 2 0 6 0 0 0 1 0 1 3 1 0 2 2 1 3 0 8 0 0 1 0 1 3 3 0 1 1 0 0 0 2 2 4 1 1 2 1 0 0 1 0 2 5 2 2 0 0 1
"quiet" 1 3 1 0 5 1 2 1 0 3 0 1 1 2 16 1 6 2 0 1 1 8 4 4 2 1 13 0 0 3 1 4 1 2 2 1 1 5 5 2 12 0 1 2 0 0 2 10 3 0 1 6 2 1 1 2 1 4 1 0 3 1 2 1 2 0 3 2 4 1 0 12 1 5 3 2 1 2 5 1 5 0 0 0 1 1 1 3 1 2 0 1 0 1 2 0 2 1 6 0 2 4 1 0 5 4 1 3 7 0 0 2 2 5 2 4 2 2 6 1 1 1 3 2 4 18 1 6 0 1 1 1 1 5 2 4 1 1 0 0 4 2 2 11 6 3 3 2 1 7 2 3 0 1 0 2 2 1 2 9 3 4 0 1 1 7 1 1 5 3 14 1 3 3 2
"reasonable" 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"reckless" 0 0 0 0 0 1 0 0 0 1 2 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 1 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 2 2 0 1 0 0 0 0 0 3 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 3 0 2 0 0 0 0
"reproachful" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0
"respectful" 0 0 0 0 1 0 0 0 1 0 1 0 1 0 2 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 1 2 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0
"restless" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 2 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 1 1 1 0 0 0 1 0 0 0 2 1 0 0 0 0 0 2 1 0 2 0 2 0 0 0 0 2 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 2 0 1 0 0 0 1
"rigid" 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 2 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 1 0 0 0 0
"rough" 0 1 1 0 1 1 0 1 0 0 0 2 1 0 4 0 0 1 1 0 0 2 3 0 2 4 6 1 0 1 0 5 0 0 0 0 0 0 1 1 6 1 1 1 0 1 1 3 4 0 0 2 1 1 0 0 0 4 0 0 0 0 1 1 0 0 3 1 1 1 0 6 2 0 0 2 0 2 4 0 0 0 1 1 0 2 1 2 2 0 1 0 0 0 1 0 2 1 3 1 2 1 0 0 0 0 3 1 6 0 0 0 0 3 0 1 0 2 3 1 0 0 2 2 1 6 1 3 4 1 1 0 1 0 0 0 1 0 1 1 0 1 2 1 2 0 1 1 2 1 1 0 1 1 0 0 1 1 0 3 1 3 6 0 1 0 0 1 2 4 5 0 2 0 1
"sarcastic" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 2 0 1 2 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"scornful" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 2 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0
"selfish" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 1 0 0 1 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 2 0 0 1 0 0 0
"sensitive" 2 0 1 0 0 3 0 1 0 1 1 0 0 0 2 0 0 1 0 0 0 3 1 0 0 1 3 0 0 1 0 1 0 0 0 1 0 1 1 0 1 1 0 2 0 1 1 2 3 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 2 0 0 0 3 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 4 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"serene" 0 0 0 0 1 1 0 0 0 2 1 0 0 1 2 0 3 1 0 1 0 2 1 2 0 0 4 1 0 1 1 0 0 0 0 0 2 1 0 0 5 0 0 0 0 0 0 2 3 0 1 1 0 0 1 1 1 1 1 0 1 0 0 0 0 1 3 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 2 0 1 2 0 0 1 1 1 0 1 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 1 1 0 1 0 0 0 0 1 0 3 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0
"serious" 1 1 0 0 0 0 0 2 1 0 0 0 1 0 1 0 2 0 0 1 0 2 3 0 0 0 2 0 1 0 0 0 1 0 0 0 0 2 0 1 2 0 0 2 0 0 0 1 2 0 0 2 0 1 0 2 0 0 0 0 1 1 0 0 0 0 2 1 0 0 0 3 0 0 1 0 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 2 1 0 1 1 1 2 2 0 0 2 1 0 0 2 0 0 0 0 1 1 0 1 1 0 0 2 7 0 3 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 3 0 0 0 1 1 0 0 2 0 0 0 0 0 0 2 2 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1
