"","austen","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"2478","otiose",0,0,0,0,0,0,0
"2479","ourie",0,0,0,0,0,0,0
"2480","out-and-outer",0,0,0,0,0,0,0
"2481","outbearing",0,0,0,0,0,0,0
"2482","outbreaker",0,0,0,0,0,0,0
"2483","outgoing",0,0,0,0,0,0,0
"2484","outspoken",0,0,0,0,0,0,0
"2485","overactive",0,0,0,0,0,0,0
"2486","overanxious",0,0,0,0,0,0,0
"2487","overapprehensive",0,0,0,0,0,0,0
"2488","overblithe",0,0,0,0,0,0,0
"2489","overbold",0,0,0,0,0,0,0
"2490","overbookish",0,0,0,0,0,0,0
"2491","overbounteous",0,0,0,0,0,0,0
"2492","overbrave",0,0,0,0,0,0,0
"2493","overbusy",0,0,0,0,0,0,0
"2494","overcaptious",0,0,0,0,0,0,0
"2495","overcasual",0,0,0,0,0,0,0
"2496","overcautious",0,0,0,0,0,0,0
"2497","overcharitable",0,0,0,0,0,0,0
"2498","overcircumspect",0,0,0,0,0,0,0
"2499","overcivil",0,0,0,0,0,0,0
"2500","overclose",0,0,0,0,0,0,0
"2501","overconfident",0,0,0,0,0,0,0
"2502","overconscientious",0,0,0,0,0,0,0
"2503","overconscious",0,0,0,0,0,0,0
"2504","overcool",0,0,0,0,0,0,0
"2505","overcredulous",0,0,0,0,0,0,0
"2506","overcritical",0,0,0,0,0,0,0
"2507","overcunning",0,0,0,0,0,0,0
"2508","overcurious",0,0,0,0,0,0,0
"2509","overdaring",0,0,0,0,0,0,0
"2510","overdestructive",0,0,0,0,0,0,0
"2511","overdiligent",0,0,0,0,0,0,0
"2512","overeager",0,0,0,0,0,0,0
"2513","overearnest",0,0,0,0,0,0,0
"2514","overeasy",0,0,0,0,0,0,0
"2515","overemotional",0,0,0,0,0,0,0
"2516","overemphatic",0,0,0,0,0,0,0
"2517","overexcitable",0,0,0,0,0,0,0
"2518","overfastidious",0,0,0,0,0,0,0
"2519","overfearful ",0,0,0,0,0,0,0
"2520","overfierce",0,0,0,0,0,0,0
"2521","overfluent",0,0,0,0,0,0,0
"2522","overfond",0,0,0,0,0,0,0
"2523","overforward",0,0,0,0,0,0,0
"2524","overfree",0,0,0,0,0,0,0
"2525","overhappy",0,0,0,0,0,0,0
"2526","overhard",0,0,0,0,0,0,0
"2527","overhardy",0,0,0,0,0,0,0
"2528","overharsh",0,0,0,0,0,0,0
"2529","overhasty",0,0,0,0,0,0,0
"2530","overimaginative",0,0,0,0,0,0,0
"2531","overindulgent",0,0,0,0,0,0,0
"2532","overintense",0,0,0,0,0,0,0
"2533","overjealous",0,0,0,0,0,0,0
"2534","overjoyful",0,0,0,0,0,0,0
"2535","overkind",0,0,0,0,0,0,0
"2536","overlavish",0,0,0,0,0,0,0
"2537","overliberal",0,0,0,0,0,0,0
"2538","overlogical",0,0,0,0,0,0,0
"2539","overloud",0,0,0,0,0,0,0
"2540","overloving",0,0,0,0,0,0,0
"2541","overlusty",0,0,0,0,0,0,0
"2542","overmasterful",0,0,0,0,0,0,0
"2543","overmerry",0,0,0,0,0,0,0
"2544","overmodest",0,0,0,0,0,0,0
"2545","overneat",0,0,0,0,0,0,0
"2546","overnervous",0,0,0,0,0,0,0
"2547","overofficious",0,0,0,0,0,0,0
"2548","overpartial",0,0,0,0,0,0,0
"2549","overparticular",0,0,0,0,0,0,0
"2550","overpassionate",0,0,0,0,0,0,0
"2551","overpatient",0,0,0,0,0,0,0
"2552","overperemptory ",0,0,0,0,0,0,0
"2553","overpoised",0,0,0,0,0,0,0
"2554","overpolitic",0,0,0,0,0,0,0
"2555","overponderous",0,0,0,0,0,0,0
"2556","overpositive",0,0,0,0,0,0,0
"2557","overpotent",0,0,0,0,0,0,0
"2558","overprompt",0,0,0,0,0,0,0
"2559","overproud",0,0,0,0,0,0,0
"2560","overprovident",0,0,0,0,0,0,0
"2561","overquick",0,0,0,0,0,0,0
"2562","overquiet",0,0,0,0,0,0,0
"2563","overrash",0,0,0,0,0,0,0
"2564","overready",0,0,0,0,0,0,0
"2565","overrelaxed",0,0,0,0,0,0,0
"2566","overrigid",0,0,0,0,0,0,0
"2567","overrigorous",0,0,0,0,0,0,0
"2568","oversanguine",0,0,0,0,0,0,0
"2569","overscrupulous",0,0,0,0,0,0,0
"2570","oversensible",0,0,0,0,0,0,0
"2571","oversententious",0,0,0,0,0,0,0
"2572","overserious",0,0,0,0,0,0,0
"2573","oversevere",0,0,0,0,0,0,0
"2574","oversharp",0,0,0,0,0,0,0
"2575","overslow",0,0,0,0,0,0,0
"2576","oversolicitous",0,0,0,0,0,0,0
"2577","overspeedy",0,0,0,0,0,0,0
"2578","overstrait",0,0,0,0,0,0,0
"2579","overstrict",0,0,0,0,0,0,0
"2580","overstudious",0,0,0,0,0,0,0
"2581","oversubtle",0,0,0,0,0,0,0
"2582","oversure",0,0,0,0,0,0,0
"2583","oversuspicious",0,0,0,0,0,0,0
"2584","overswift",0,0,0,0,0,0,0
"2585","overtalkative ",0,0,0,0,0,0,0
"2586","overtechnical",0,0,0,0,0,0,0
"2587","overtender",0,0,0,0,0,0,0
"2588","overthoughtful",0,0,0,0,0,0,0
"2589","overtrusting",0,0,0,0,0,0,0
"2590","overvaliant",0,0,0,0,0,0,0
"2591","overviolent",0,0,0,0,0,0,0
"2592","overwary",0,0,0,0,0,0,0
"2593","overwilling",0,0,0,0,0,0,0
"2594","overwise",0,0,0,0,0,0,0
"2595","overzealous",0,0,0,0,0,0,0
"2596","owlish",0,0,0,0,0,0,0
"2597","pacific",0,0,0,0,0,0,0
"2598","pacifistic",0,0,0,0,0,0,0
"2599","pack",0,0,0,0,0,0,0
"2600","pagan",0,0,0,0,0,0,0
"2601","pagano-christian",0,0,0,0,0,0,0
"2602","painstaking",0,0,0,0,0,0,0
"2603","palaestral",0,0,0,0,0,0,0
"2604","palaverous ",0,0,0,0,0,0,0
"2605","panaceist",0,0,0,0,0,0,0
"2606","panarchic",0,0,0,0,0,0,0
"2607","panegoist",0,0,0,0,0,0,0
"2608","pangful",0,0,0,0,0,0,0
"2609","panicky",0,0,0,0,0,0,0
"2610","panicmonger",0,0,0,0,0,0,0
"2611","pansophic",0,0,0,0,0,0,0
"2612","pantagruelian",0,0,0,0,0,0,0
"2613","pantaloon",0,0,0,0,0,0,0
"2614","pantoglot",0,0,0,0,0,0,0
"2615","pantomancer",0,0,0,0,0,0,0
"2616","pantophobic",0,0,0,0,0,0,0
"2617","pantopragmatic",0,0,0,0,0,0,0
"2618","panurgic",0,0,0,0,0,0,0
"2619","papaphobist",0,0,0,0,0,0,0
"2620","papistic",0,0,0,0,0,0,0
"2621","parabulic",0,0,0,0,0,0,0
"2622","paralogistic",0,0,0,0,0,0,0
"2623","paranoiac",0,0,0,0,0,0,0
"2624","parciloquy",0,0,0,0,0,0,0
"2625","parepithymic",0,0,0,0,0,0,0
"2626","parisology",0,0,0,0,0,0,0
"2627","paroemiopgrapher ",0,0,0,0,0,0,0
"2628","paronomasial",0,0,0,0,0,0,0
"2629","paroxysmal",0,0,0,0,0,0,0
"2630","parrhesiastic",0,0,0,0,0,0,0
"2631","parsimonious",0,0,0,0,0,0,0
"2632","partan-handed",0,0,0,0,0,0,0
"2633","participative",0,0,0,0,0,0,0
"2634","particularistic",0,0,0,0,0,0,0
"2635","partisan",0,0,0,0,0,0,0
"2636","parvipotent",0,0,0,0,0,0,0
"2637","pasquilant",0,0,0,0,0,0,0
"2638","passible",0,0,0,0,0,0,0
"2639","passionless",0,0,0,0,0,0,0
"2640","pathematic",0,0,0,0,0,0,0
"2641","pathfinder",0,0,0,0,0,0,0
"2642","pathological",0,0,0,0,0,0,0
"2643","patient",0,0,0,0,0,0,0
"2644","patriotic",0,0,0,0,0,0,0
"2645","patronizing",0,0,0,0,0,0,0
"2646","pauciloquent",0,0,0,0,0,0,0
"2647","paughty",0,0,0,0,0,0,0
"2648","pauseful",0,0,0,0,0,0,0
"2649","pauseless",0,0,0,0,0,0,0
"2650","pavid",0,0,0,0,0,0,0
"2651","pawky",0,0,0,0,0,0,0
"2652","peaceful",0,0,0,0,0,0,0
"2653","peaceless",0,0,0,0,0,0,0
"2654","peacemongering",0,0,0,0,0,0,0
"2655","pecksniffian",0,0,0,0,0,0,0
"2656","pedagogical",0,0,0,0,0,0,0
"2657","pedantic",0,0,0,0,0,0,0
"2658","pedetentous ",0,0,0,0,0,0,0
"2659","peerie",0,0,0,0,0,0,0
"2660","pendragon",0,0,0,0,0,0,0
"2661","penetrative",0,0,0,0,0,0,0
"2662","penny-wise",0,0,0,0,0,0,0
"2663","penseful",0,0,0,0,0,0,0
"2664","pensy",0,0,0,0,0,0,0
"2665","penurious",0,0,0,0,0,0,0
"2666","peppy",0,0,0,0,0,0,0
"2667","perceptive",0,0,0,0,0,0,0
"2668","percipient",0,0,0,0,0,0,0
"2669","perdiligent",0,0,0,0,0,0,0
"2670","peremptory",0,0,0,0,0,0,0
"2671","perfectionistic",0,0,0,0,0,0,0
"2672","periphrastic",0,0,0,0,0,0,0
"2673","perissological",0,0,0,0,0,0,0
"2674","perky",0,0,0,0,0,0,0
"2675","pernickety",0,0,0,0,0,0,0
"2676","persecutive",0,0,0,0,0,0,0
"2677","persevering",0,0,0,0,0,0,0
"2678","persifleur",0,0,0,0,0,0,0
"2679","persistent",0,0,0,0,0,0,0
"2680","persuasive",0,0,0,0,0,0,0
"2681","pertinacious",0,0,0,0,0,0,0
"2682","pertish",0,0,0,0,0,0,0
"2683","perturbable",0,0,0,0,0,0,0
"2684","pervicacious",0,0,0,0,0,0,0
"2685","pessimistic",0,0,0,0,0,0,0
"2686","pettifogging",0,0,0,0,0,0,0
"2687","pettish",0,0,0,0,0,0,0
"2688","petulant",0,0,0,0,0,0,0
"2689","pharisaic",0,0,0,0,0,0,0
"2690","philadelphian",0,0,0,0,0,0,0
"2691","philharmonic",0,0,0,0,0,0,0
"2692","philhymnic",0,0,0,0,0,0,0
"2693","philobiblic",0,0,0,0,0,0,0
"2694","philocaly",0,0,0,0,0,0,0
"2695","philocubist",0,0,0,0,0,0,0
"2696","philodemic",0,0,0,0,0,0,0
"2697","philodespot",0,0,0,0,0,0,0
"2698","philodoxical",0,0,0,0,0,0,0
"2699","philogastric",0,0,0,0,0,0,0
"2700","philogeant",0,0,0,0,0,0,0
"2701","philogenitive",0,0,0,0,0,0,0
"2702","philogynous",0,0,0,0,0,0,0
"2703","philologist",0,0,0,0,0,0,0
"2704","philomath",0,0,0,0,0,0,0
"2705","philoneism",0,0,0,0,0,0,0
"2706","philonoist",0,0,0,0,0,0,0
"2707","philopolemic",0,0,0,0,0,0,0
"2708","philopornist",0,0,0,0,0,0,0
"2709","philoprogenitive",0,0,0,0,0,0,0
"2710","philosophical",0,0,0,0,0,0,0
"2711","philosophicide",0,0,0,0,0,0,0
"2712","philosophistical",0,0,0,0,0,0,0
"2713","philosophobia",0,0,0,0,0,0,0
"2714","philotechnic",0,0,0,0,0,0,0
"2715","philothaumaturgic",0,0,0,0,0,0,0
"2716","philotheistic",0,0,0,0,0,0,0
"2717","phlegmatic",0,0,0,0,0,0,0
"2718","phrasemongering",0,0,0,0,0,0,0
"2719","phrasy",0,0,0,0,0,0,0
"2720","physiolater",0,0,0,0,0,0,0
"2721","picksome",0,0,0,0,0,0,0
"2722","pickthank",0,0,0,0,0,0,0
"2723","pickwickian ",0,0,0,0,0,0,0
"2724","pie",0,0,0,0,0,0,0
"2725","pietic",0,0,0,0,0,0,0
"2726","pietistic",0,0,0,0,0,0,0
"2727","pious",0,0,0,0,0,0,0
"2728","pipy",0,0,0,0,0,0,0
"2729","piratic",0,0,0,0,0,0,0
"2730","plagiaristic",0,0,0,0,0,0,0
"2731","plagose",0,0,0,0,0,0,0
"2732","plain-dealing",0,0,0,0,0,0,0
"2733","plain-spoken",0,0,0,0,0,0,0
"2734","plaintless",0,0,0,0,0,0,0
"2735","planful",0,0,0,0,0,0,0
"2736","planless",0,0,0,0,0,0,0
"2737","platitudinous",0,0,0,0,0,0,0
"2738","platonic",0,0,0,0,0,0,0
"2739","plauditory",0,0,0,0,0,0,0
"2740","playless",0,0,0,0,0,0,0
"2741","playsome",0,0,0,0,0,0,0
"2742","pleasantish",0,0,0,0,0,0,0
"2743","pleasurable",0,0,0,0,0,0,0
"2744","pleasureful",0,0,0,0,0,0,0
"2745","pleasureless",0,0,0,0,0,0,0
"2746","pleasuremonger",0,0,0,0,0,0,0
"2747","pleasurist",0,0,0,0,0,0,0
"2748","plebicolar",0,0,0,0,0,0,0
"2749","pleniloquent",0,0,0,0,0,0,0
"2750","pleonast",0,0,0,0,0,0,0
"2751","pleonectic",0,0,0,0,0,0,0
"2752","pliable",0,0,0,0,0,0,0
"2753","pliant",0,0,0,0,0,0,0
"2754","pluckless",0,0,0,0,0,0,0
"2755","plucky",0,0,0,0,0,0,0
"2756","pluggy",0,0,0,0,0,0,0
"2757","plunderous",0,0,0,0,0,0,0
"2758","plutocratic",0,0,0,0,0,0,0
"2759","plutolatry",0,0,0,0,0,0,0
"2760","plutomania",0,0,0,0,0,0,0
"2761","pococurante",0,0,0,0,0,0,0
"2762","pococurantish",0,0,0,0,0,0,0
"2763","poetaster",0,0,0,0,0,0,0
"2764","poetic",0,0,0,0,0,0,0
"2765","point-device",0,0,0,0,0,0,0
"2766","poised",0,0,0,0,0,0,0
"2767","poker",0,0,0,0,0,0,0
"2768","polemic",0,0,0,0,0,0,0
"2769","politic",0,0,0,0,0,0,0
"2770","politico",0,0,0,0,0,0,0
"2771","polyloquent",0,0,0,0,0,0,0
"2772","polyphloesboean ",0,0,0,0,0,0,0
"2773","polypragmatic",0,0,0,0,0,0,0
"2774","pompless",0,0,0,0,0,0,0
"2775","pontifical",0,0,0,0,0,0,0
"2776","popinjay",0,0,0,0,0,0,0
"2777","poseur",0,0,0,0,0,0,0
"2778","possessive",0,0,0,0,0,0,0
"2779","pound-foolish",0,0,0,0,0,0,0
"2780","pouty",0,0,0,0,0,0,0
"2781","practicalist",0,0,0,0,0,0,0
"2782","pragmatic",0,0,0,0,0,0,0
"2783","praiseful",0,0,0,0,0,0,0
"2784","praiseless",0,0,0,0,0,0,0
"2785","pranceful",0,0,0,0,0,0,0
"2786","prankful",0,0,0,0,0,0,0
"2787","prankish",0,0,0,0,0,0,0
"2788","prateful",0,0,0,0,0,0,0
"2789","prayerful",0,0,0,0,0,0,0
"2790","preachy",0,0,0,0,0,0,0
"2791","precant",0,0,0,0,0,0,0
"2792","precautious",0,0,0,0,0,0,0
"2793","précieuse",0,0,0,0,0,0,0
"2794","precipitant",0,0,0,0,0,0,0
"2795","precipitous",0,0,0,0,0,0,0
"2796","precisianist",0,0,0,0,0,0,0
"2797","predatory",0,0,0,0,0,0,0
"2798","predicant",0,0,0,0,0,0,0
"2799","predictive",0,0,0,0,0,0,0
"2800","prejudiceless",0,0,0,0,0,0,0
"2801","premeditative ",0,0,0,0,0,0,0
"2802","presageful",0,0,0,0,0,0,0
"2803","prescient",0,0,0,0,0,0,0
"2804","pretenseful",0,0,0,0,0,0,0
"2805","pretenseless",0,0,0,0,0,0,0
"2806","prideful",0,0,0,0,0,0,0
"2807","prideless",0,0,0,0,0,0,0
"2808","priestly",0,0,0,0,0,0,0
"2809","priggish",0,0,0,0,0,0,0
"2810","prim",0,0,0,0,0,0,0
"2811","principled",0,0,0,0,0,0,0
"2812","princox",0,0,0,0,0,0,0
"2813","probity",0,0,0,0,0,0,0
"2814","procacious",0,0,0,0,0,0,0
"2815","procursive",0,0,0,0,0,0,0
"2816","proditorious",0,0,0,0,0,0,0
"2817","professionist",0,0,0,0,0,0,0
"2818","progressionist ",0,0,0,0,0,0,0
"2819","prolix",0,0,0,0,0,0,0
"2820","promiscuous",0,0,0,0,0,0,0
"2821","promiseful",0,0,0,0,0,0,0
"2822","proof-proof",0,0,0,0,0,0,0
"2823","propagandist",0,0,0,0,0,0,0
"2824","prophetic",0,0,0,0,0,0,0
"2825","propitiable",0,0,0,0,0,0,0
"2826","propolist",0,0,0,0,0,0,0
"2827","prossy",0,0,0,0,0,0,0
"2828","protective ",0,0,0,0,0,0,0
"2829","protervity",0,0,0,0,0,0,0
"2830","proudish",0,0,0,0,0,0,0
"2831","provident",0,0,0,0,0,0,0
"2832","provocable",0,0,0,0,0,0,0
"2833","prow",0,0,0,0,0,0,0
"2834","prurient",0,0,0,0,0,0,0
"2835","prussian",0,0,0,0,0,0,0
"2836","pseudologer",0,0,0,0,0,0,0
"2837","publican",0,0,0,0,0,0,0
"2838","public-minded",0,0,0,0,0,0,0
"2839","public-spirited",0,0,0,0,0,0,0
"2840","puckish",0,0,0,0,0,0,0
"2841","pudency",0,0,0,0,0,0,0
"2842","pudicity",0,0,0,0,0,0,0
"2843","puffy",0,0,0,0,0,0,0
"2844","pugilistic",0,0,0,0,0,0,0
"2845","pugnacious",0,0,0,0,0,0,0
"2846","puissant",0,0,0,0,0,0,0
"2847","punctilious",0,0,0,0,0,0,0
"2848","pundit",0,0,0,0,0,0,0
"2849","puritanical",0,0,0,0,0,0,0
"2850","purposeful",0,0,0,0,0,0,0
"2851","purposeless",0,0,0,0,0,0,0
"2852","purposive",0,0,0,0,0,0,0
"2853","purse-proud",0,0,0,0,0,0,0
"2854","pushful",0,0,0,0,0,0,0
"2855","pusillanimous",0,0,0,0,0,0,0
"2856","putter-on",0,0,0,0,0,0,0
"2857","puzzle-headed",0,0,0,0,0,0,0
"2858","pyromaniacal",0,0,0,0,0,0,0
"2859","quaesturary",0,0,0,0,0,0,0
"2860","quaker",0,0,0,0,0,0,0
"2861","quakerish",0,0,0,0,0,0,0
"2862","quaky",0,0,0,0,0,0,0
"2863","qualmish",0,0,0,0,0,0,0
"2864","quavery-mavery",0,0,0,0,0,0,0
"2865","queasy",0,0,0,0,0,0,0
"2866","queme",0,0,0,0,0,0,0
"2867","queromonious",0,0,0,0,0,0,0
"2868","querist",0,0,0,0,0,0,0
"2869","querulous",0,0,0,0,0,0,0
"2870","quick-fire",0,0,0,0,0,0,0
"2871","quidditative",0,0,0,0,0,0,0
"2872","quidnunc",0,0,0,0,0,0,0
"2873","quipsome",0,0,0,0,0,0,0
"2874","quirky",0,0,0,0,0,0,0
"2875","quitter",0,0,0,0,0,0,0
"2876","quiverish",0,0,0,0,0,0,0
"2877","quixotic",0,0,0,0,0,0,0
"2878","quizzical",0,0,0,0,0,0,0
"2879","quodlibertarian",0,0,0,0,0,0,0
"2880","quotationist",0,0,0,0,0,0,0
"2881","rabelaisian",0,0,0,0,0,0,0
"2882","rabid",0,0,0,0,0,0,0
"2883","rackety",0,0,0,0,0,0,0
"2884","rackle",0,0,0,0,0,0,0
"2885","raconteur",0,0,0,0,0,0,0
"2886","rad",0,0,0,0,0,0,0
"2887","radical",0,0,0,0,0,0,0
"2888","rageful",0,0,0,0,0,0,0
"2889","railleur",0,0,0,0,0,0,0
"2890","rambunctious",0,0,0,0,0,0,0
"2891","rumgunshoch",0,0,0,0,0,0,0
"2892","ramp ",0,0,0,0,0,0,0
"2893","rampageous",0,0,0,0,0,0,0
"2894","ram-stam",0,0,0,0,0,0,0
"2895","rancorous",0,0,0,0,0,0,0
"2896","randomish",0,0,0,0,0,0,0
"2897","rank-riding",0,0,0,0,0,0,0
"2898","rannigal",0,0,0,0,0,0,0
"2899","rantankerous",0,0,0,0,0,0,0
"2900","rantipole",0,0,0,0,0,0,0
"2901","rantum-scantum",0,0,0,0,0,0,0
"2902","ranty",0,0,0,0,0,0,0
"2903","rapeful",0,0,0,0,0,0,0
"2904","rapid-fire",0,0,0,0,0,0,0
"2905","rappist",0,0,0,0,0,0,0
"2906","raptorial",0,0,0,0,0,0,0
"2907","raptureless",0,0,0,0,0,0,0
"2908","rath",0,0,0,0,0,0,0
"2909","ratiocinative",0,0,0,0,0,0,0
"2910","rationalistic",0,0,0,0,0,0,0
"2911","rattle-brained",0,0,0,0,0,0,0
"2912","raucous",0,0,0,0,0,0,0
"2913","ravager",0,0,0,0,0,0,0
"2914","reactionary",0,0,0,0,0,0,0
"2915","ready-witted",0,0,0,0,0,0,0
"2916","realistic",0,0,0,0,0,0,0
"2917","reasonable ",0,0,0,0,0,0,0
"2918","reasonless",0,0,0,0,0,0,0
"2919","rebellious",0,0,0,0,0,0,0
"2920","recalcitrant",0,0,0,0,0,0,0
"2921","receptive",0,0,0,0,0,0,0
"2922","recidivistic",0,0,0,0,0,0,0
"2923","recipient",0,0,0,0,0,0,0
"2924","reciprocative",0,0,0,0,0,0,0
"2925","recitationist",0,0,0,0,0,0,0
"2926","reckless",0,0,0,0,0,0,0
"2927","reclusive",0,0,0,0,0,0,0
"2928","recollective",0,0,0,0,0,0,0
"2929","reconcilatory",0,0,0,0,0,0,0
"2930","recondite",0,0,0,0,0,0,0
"2931","recreant",0,0,0,0,0,0,0
"2932","rectitude",0,0,0,0,0,0,0
"2933","recusant",0,0,0,0,0,0,0
"2934","reesty",0,0,0,0,0,0,0
"2935","reflective",0,0,0,0,0,0,0
"2936","reformative",0,0,0,0,0,0,0
"2937","refractory",0,0,0,0,0,0,0
"2938","regal",0,0,0,0,0,0,0
"2939","regardful",0,0,0,0,0,0,0
"2940","regardless",0,0,0,0,0,0,0
"2941","regent",0,0,0,0,0,0,0
"2942","reginal",0,0,0,0,0,0,0
"2943","regnant",0,0,0,0,0,0,0
"2944","regretful",0,0,0,0,0,0,0
"2945","regretless",0,0,0,0,0,0,0
"2946","regulative",0,0,0,0,0,0,0
"2947","reiterative",0,0,0,0,0,0,0
"2948","relentless",0,0,0,0,0,0,0
"2949","reliant",0,0,0,0,0,0,0
"2950","religiose",0,0,0,0,0,0,0
"2951","remissful",0,0,0,0,0,0,0
"2952","remonstrant",0,0,0,0,0,0,0
"2953","remorseful",0,0,0,0,0,0,0
"2954","remorseless",0,0,0,0,0,0,0
"2955","renable",0,0,0,0,0,0,0
"2956","renitent",0,0,0,0,0,0,0
"2957","repetitious",0,0,0,0,0,0,0
"2958","reposeful",0,0,0,0,0,0,0
"2959","repressible",0,0,0,0,0,0,0
"2960","republican",0,0,0,0,0,0,0
"2961","repudiative",0,0,0,0,0,0,0
"2962","researchful",0,0,0,0,0,0,0
"2963","reserveless",0,0,0,0,0,0,0
"2964","resigned",0,0,0,0,0,0,0
"2965","resigner",0,0,0,0,0,0,0
"2966","resilient",0,0,0,0,0,0,0
"2967","resistive",0,0,0,0,0,0,0
"2968","resolutioner",0,0,0,0,0,0,0
"2969","resolved",0,0,0,0,0,0,0
"2970","resourceful",0,0,0,0,0,0,0
"2971","resourceless",0,0,0,0,0,0,0
"2972","respectless",0,0,0,0,0,0,0
"2973","responseless",0,0,0,0,0,0,0
"2974","responsive",0,0,0,0,0,0,0
"2975","restive",0,0,0,0,0,0,0
"2976","restraintful",0,0,0,0,0,0,0
"2977","resty",0,0,0,0,0,0,0
"2978","resurgent",0,0,0,0,0,0,0
"2979","retaliative",0,0,0,0,0,0,0
"2980","retiary",0,0,0,0,0,0,0
"2981","reticent",0,0,0,0,0,0,0
"2982","retiring",0,0,0,0,0,0,0
"2983","retractive",0,0,0,0,0,0,0
"2984","retributive",0,0,0,0,0,0,0
"2985","revelationist",0,0,0,0,0,0,0
"2986","revengeful",0,0,0,0,0,0,0
"2987","revengeless",0,0,0,0,0,0,0
"2988","reverent",0,0,0,0,0,0,0
"2989","reverist",0,0,0,0,0,0,0
"2990","revert",0,0,0,0,0,0,0
"2991","revialistic ",0,0,0,0,0,0,0
"2992","revolutionary",0,0,0,0,0,0,0
"2993","revolutive",0,0,0,0,0,0,0
"2994","rhapsodic",0,0,0,0,0,0,0
"2995","rhetorical",0,0,0,0,0,0,0
"2996","rhyparographic",0,0,0,0,0,0,0
"2997","rhythmic",0,0,0,0,0,0,0
"2998","rhythmless",0,0,0,0,0,0,0
"2999","ribald",0,0,0,0,0,0,0
"3000","ribaldish",0,0,0,0,0,0,0
"3001","riggite",0,0,0,0,0,0,0
"3002","righteous",0,0,0,0,0,0,0
"3003","righter",0,0,0,0,0,0,0
"3004","right-wing",0,0,0,0,0,0,0
"3005","rigidulous",0,0,0,0,0,0,0
"3006","rigoristic",0,0,0,0,0,0,0
"3007","rigorous",0,0,0,0,0,0,0
"3008","ringleader",0,0,0,0,0,0,0
"3009","risible",0,0,0,0,0,0,0
"3010","ritualistic",0,0,0,0,0,0,0
"3011","rivalrous",0,0,0,0,0,0,0
"3012","rixy",0,0,0,0,0,0,0
"3013","roadster",0,0,0,0,0,0,0
"3014","roaster",0,0,0,0,0,0,0
"3015","rodomont",0,0,0,0,0,0,0
"3016","rogatory",0,0,0,0,0,0,0
"3017","roguish",0,0,0,0,0,0,0
"3018","roid",0,0,0,0,0,0,0
"3019","roisterous",0,0,0,0,0,0,0
"3020","rollicky",0,0,0,0,0,0,0
"3021","romanish",0,0,0,0,0,0,0
"3022","romanticism",0,0,0,0,0,0,0
"3023","rompish",0,0,0,0,0,0,0
"3024","rough-and-ready",0,0,0,0,0,0,0
"3025","rough-and-tumble",0,0,0,0,0,0,0
"3026","roughish",0,0,0,0,0,0,0
"3027","roughriding",0,0,0,0,0,0,0
"3028","rousy",0,0,0,0,0,0,0
"3029","routinist",0,0,0,0,0,0,0
"3030","rowing",0,0,0,0,0,0,0
"3031","royalist",0,0,0,0,0,0,0
"3032","royet",0,0,0,0,0,0,0
"3033","rubberneck",0,0,0,0,0,0,0
"3034","rudas",0,0,0,0,0,0,0
"3035","rudish",0,0,0,0,0,0,0
"3036","rueful",0,0,0,0,0,0,0
"3037","ruffleless",0,0,0,0,0,0,0
"3038","ruffler",0,0,0,0,0,0,0
"3039","rufty-tufty",0,0,0,0,0,0,0
"3040","rulemonger",0,0,0,0,0,0,0
"3041","rumbumptious",0,0,0,0,0,0,0
"3042","rumumptious",0,0,0,0,0,0,0
"3043","ruminative",0,0,0,0,0,0,0
"3044","rumscuttle",0,0,0,0,0,0,0
"3045","runabout",0,0,0,0,0,0,0
"3046","runaway",0,0,0,0,0,0,0
"3047","russophile",0,0,0,0,0,0,0
"3048","russophobe",0,0,0,0,0,0,0
"3049","rustler",0,0,0,0,0,0,0
"3050","rusty",0,0,0,0,0,0,0
"3051","ruthful",0,0,0,0,0,0,0
"3052","ruthless",0,0,0,0,0,0,0
"3053","rye",0,0,0,0,0,0,0
"3054","sabbatarian ",0,0,0,0,0,0,0
"3055","sacerdotal",0,0,0,0,0,0,0
"3056","sacrificatory",0,0,0,0,0,0,0
"3057","sadducean",0,0,0,0,0,0,0
"3058","sagacious",0,0,0,0,0,0,0
"3059","sage",0,0,0,0,0,0,0
"3060","sailorly",0,0,0,0,0,0,0
"3061","saintish",0,0,0,0,0,0,0
"3062","saintlike",0,0,0,0,0,0,0
"3063","saintly",0,0,0,0,0,0,0
"3064","samaritan",0,0,0,0,0,0,0
"3065","samson",0,0,0,0,0,0,0
"3066","sanctified",0,0,0,0,0,0,0
"3067","sanctimonious",0,0,0,0,0,0,0
"3068","sang-froid",0,0,0,0,0,0,0
"3069","sanguinary",0,0,0,0,0,0,0
"3070","sannyasin",0,0,0,0,0,0,0
"3071","sapphic",0,0,0,0,0,0,0
"3072","sardonic",0,0,0,0,0,0,0
"3073","satiable",0,0,0,0,0,0,0
"3074","satisfiable",0,0,0,0,0,0,0
"3075","satrap",0,0,0,0,0,0,0
"3076","saturnalian",0,0,0,0,0,0,0
"3077","saturnine",0,0,0,0,0,0,0
"3078","satyric",0,0,0,0,0,0,0
"3079","sauceless",0,0,0,0,0,0,0
"3080","savoir-faire",0,0,0,0,0,0,0
"3081","savoir-vivre",0,0,0,0,0,0,0
"3082","scabrous",0,0,0,0,0,0,0
"3083","scaddle",0,0,0,0,0,0,0
