"care::heavy";"care::trim"
"briggs::polite";"johnson::polite"
"briggs::polite";"tozer::bristly"
"briggs::polite";"tozer::polite"
"johnson::bristly";"johnson::polite"
"johnson::bristly";"tozer::bristly"
"johnson::bristly";"tozer::polite"
"johnson::polite";"tozer::bristly"
"johnson::polite";"tozer::polite"
"tozer::bristly";"tozer::polite"
"bitherstone::grave";"toots::grave"
"dombey::sweet";"toots::sweet"
"dombey::sad";"toots::sad"
"toots::generous";"toots::social"
"feeder::certain";"toots::certain"
"cornelia::handsome";"cornelia::proud"
"blimber::quiet";"toots::quiet"
"billy_joper::negative";"dombey::negative"
"cousin_feenix::tight";"dombey::tight"
"cousin_feenix::tight";"jane_finchbury::tight"
"dombey::tight";"jane_finchbury::tight"
"cousin_feenix::cheerful";"dombey::cheerful"
"carker::daring";"rob::daring"
"dombey::second";"mr_dombey::second"
"carker::particular";"carker::vigilant"
"carker::mild";"robin::mild"
"carker::general";"mrs_dombey::general"
"carker::general";"mrs_skewton::general"
"mrs_dombey::general";"mrs_skewton::general"
"dombey::majestic";"mrs_dombey::majestic"
"dombey::certain";"dombey::domestic"
"carker::explicit";"mrs_dombey::explicit"
"carker::gentlemanly";"dombey::gentlemanly"
"carker::gentlemanly";"mrs_dombey::gentlemanly"
"dombey::gentlemanly";"mrs_dombey::gentlemanly"
"carker::brute";"carker::monkish"
"carker::brute";"carker::smooth"
"carker::brute";"dombey::brute"
"carker::brute";"dombey::monkish"
"carker::brute";"dombey::smooth"
"carker::monkish";"carker::smooth"
"carker::monkish";"dombey::brute"
"carker::monkish";"dombey::monkish"
"carker::monkish";"dombey::smooth"
"carker::smooth";"dombey::brute"
"carker::smooth";"dombey::monkish"
"carker::smooth";"dombey::smooth"
"dombey::brute";"dombey::monkish"
"dombey::brute";"dombey::smooth"
"dombey::monkish";"dombey::smooth"
"carker::close";"carker::expressive"
"carker::close";"dombey::close"
"carker::close";"dombey::expressive"
"carker::expressive";"dombey::close"
"carker::expressive";"dombey::expressive"
"dombey::close";"dombey::expressive"
"carker::quick";"carker::steady"
"carker::certain";"carker::quick"
"carker::certain";"dombey::certain"
"carker::certain";"dombey::quick"
"carker::quick";"dombey::certain"
"dombey::certain";"dombey::quick"
"carker::handsome";"edith::handsome"
"mrs_pipchin::bitter";"mrs_pipchin::general"
"mrs_pipchin::bitter";"mrs_pipchin::wordy"
"mrs_pipchin::general";"mrs_pipchin::wordy"
"edith::earnest";"edith::respectful"
"edith::fatherly";"edith::proud"
"edith::fatherly";"edith::stately"
"edith::proud";"edith::stately"
"edith::fast";"edith::loving"
"edith::fast";"edith::quiet"
"edith::fast";"edith::sure"
"edith::loving";"edith::quiet"
"edith::loving";"edith::sure"
"edith::quiet";"edith::sure"
"miss_floy::particular";"miss_floy::thankful"
"miss_floy::particular";"mrs_pipchinses::particular"
"miss_floy::particular";"mrs_pipchinses::thankful"
"miss_floy::thankful";"mrs_pipchinses::particular"
"miss_floy::thankful";"mrs_pipchinses::thankful"
"mrs_pipchinses::particular";"mrs_pipchinses::thankful"
"susan::domestic";"susan::heavy"
"edith::gentle";"edith::sad"
"nipper::expressive";"nipper::tight"
"nipper::expressive";"nipper::trim"
"nipper::tight";"nipper::trim"
"dombey::steadfast";"floy::steadfast"
"dombey::steadfast";"nipper::steadfast"
"dombey::steadfast";"susan_nipper::steadfast"
"floy::steadfast";"nipper::steadfast"
"floy::steadfast";"susan_nipper::steadfast"
"nipper::steadfast";"susan_nipper::steadfast"
"mrs_pipchin::inflexible";"nipper::inflexible"
"mrs_pipchin::voluble";"nipper::voluble"
"dombey::ireful";"mrs_pipchin::ireful"
"dombey::ireful";"nipper::ireful"
"dombey::ireful";"susan::ireful"
"mrs_pipchin::ireful";"nipper::ireful"
"mrs_pipchin::ireful";"susan::ireful"
"nipper::ireful";"susan::ireful"
"dombey::general";"dombey::lively"
"dombey::general";"nipper::general"
"dombey::general";"nipper::lively"
"dombey::lively";"nipper::general"
"dombey::lively";"nipper::lively"
"nipper::general";"nipper::lively"
"dombey::original";"mrs_pipchin::original"
"dombey::original";"susan_nipper::original"
"dombey::original";"susan::original"
"mrs_pipchin::original";"susan_nipper::original"
"mrs_pipchin::original";"susan::original"
"susan_nipper::original";"susan::original"
"floy::gracious";"susan::gracious"
"mrs_pipchin::melancholy";"susan::melancholy"
"edith::stern";"susan::stern"
"susan_nipper::trusty";"toots::trusty"
"carker::nimble";"carker::soft"
"dombey::dependent";"dombey::submissive"
"carker::sincere";"carker::strong"
"brown::honest";"brown::stable"
"brown::honest";"rob::honest"
"brown::honest";"rob::stable"
"brown::stable";"rob::honest"
"brown::stable";"rob::stable"
"rob::honest";"rob::stable"
"brown::penitent";"rob::penitent"
"brown::sudden";"rob::sudden"
"brown::malevolent";"rob::malevolent"
"mrs_brown::avaricious";"mrs_brown::eager"
"mrs_brown::earnest";"rob::earnest"
"cuttle::serene";"mrs_brown::serene"
"dombey::free";"dombey::servile"
"dombey::free";"dombey::timid"
"dombey::free";"dombey::willing"
"dombey::servile";"dombey::timid"
"dombey::servile";"dombey::willing"
"dombey::timid";"dombey::willing"
"paul::dreamy";"paul::vague"
"dombey::proud";"edith_carker::proud"
"edith_carker::proud";"edith::proud"
"edith::curious";"edith::silent"
"carker::observant";"dombey::observant"
"carker::observant";"mrs_dombey::observant"
"dombey::observant";"mrs_dombey::observant"
"dombey::general";"mrs_dombey::general"
"dombey::particular";"mrs_skewton::particular"
"edith::second";"mrs_skewton::second"
"edith::hasty";"mrs_skewton::hasty"
"dombey::pleasant";"mrs_dombey::pleasant"
"dombey::rebellious";"dombey::rough"
"dombey::forgetful";"edith::forgetful"
"dombey::forgetful";"mrs_dombey::forgetful"
"edith::forgetful";"mrs_dombey::forgetful"
"edith::affectionate";"edith::silent"
"carker::invincible";"carker::stealthy"
"cuttle::respectful";"cuttle::sweet"
"gills::free";"gills::particular"
"gills::free";"toots::free"
"gills::free";"toots::particular"
"gills::particular";"toots::free"
"gills::particular";"toots::particular"
"toots::free";"toots::particular"
"gills::nervous";"gills::particular"
"gills::nervous";"toots::nervous"
"gills::nervous";"toots::particular"
"gills::particular";"toots::nervous"
"toots::nervous";"toots::particular"
"diogenes::natural";"toots::natural"
"gills::sure";"toots::sure"
"gills::sweet";"toots::sweet"
"cuttle::sad";"gills::sad"
"cuttle::sad";"toots::sad"
"gills::sad";"toots::sad"
"paul::modest";"walter::modest"
"diogenes::grateful";"diogenes::loving"
"cuttle::unimaginative";"cuttle::worldly"
"cuttle::#-sanguine";"cuttle::heavy"
"cuttle::#-sanguine";"cuttle::uncertain"
"cuttle::#-sanguine";"cuttle::vague"
"cuttle::heavy";"cuttle::uncertain"
"cuttle::heavy";"cuttle::vague"
"cuttle::uncertain";"cuttle::vague"
"cuttle::#-sufficient";"cuttle::expressive"
"cuttle::tearful";"walter::tearful"
"dombey::#-bold";"walter::#-bold"
"walter::boyish";"walter::giddy"
"cuttle::familiar";"uncle_sol::familiar"
"cuttle::familiar";"walter::familiar"
"uncle_sol::familiar";"walter::familiar"
"cuttle::thoughtful";"uncle_sol::thoughtful"
"cuttle::thoughtful";"walter::thoughtful"
"uncle_sol::thoughtful";"walter::thoughtful"
"cuttle::taut";"jack_bunsby::taut"
"wal::heavy";"wal::watchful"
"cuttle::earnest";"cuttle::faithful"
"cuttle::earnest";"walter::earnest"
"cuttle::earnest";"walter::faithful"
"cuttle::faithful";"walter::earnest"
"cuttle::faithful";"walter::faithful"
"walter::earnest";"walter::faithful"
"cuttle::fresh";"dombey::fresh"
"cuttle::fresh";"walter::fresh"
"dombey::fresh";"walter::fresh"
"toots::melancholy";"walter::melancholy"
"toots::sure";"walter::sure"
"gills::certain";"toots::certain"
"towlinson::selfish";"walters::selfish"
"walter::#-slow";"walter::generous"
"diogenes::fearful";"diogenes::hostile"
"diogenes::fearful";"diogenes::particular"
"diogenes::fearful";"diogenes::undecided"
"diogenes::hostile";"diogenes::particular"
"diogenes::hostile";"diogenes::undecided"
"diogenes::particular";"diogenes::undecided"
"dombey::kind";"toots::kind"
"miss_dombey::exact";"toots::exact"
"dombey::hopeless";"toots::hopeless"
"gills::friendly";"walters::friendly"
"toots::honest";"toots::warm-hearted"
"cuttle::graceful";"toots::graceful"
"cuttle::graceful";"walter::graceful"
"toots::graceful";"walter::graceful"
"toots::delicate";"toots::weak"
"florence::quick";"florence::watchful"
"louisa::scathing";"mrs_chick::scathing"
"louisa::scathing";"paul::scathing"
"mrs_chick::scathing";"paul::scathing"
"bagstock::friendly";"cousin_feenix::friendly"
"dombey::cold";"j._b.::cold"
"cousin_feenix::particular";"joe::particular"
"bagstock::reasonable";"cousin_feenix::reasonable"
"mrs_pipchin::certain";"tox::certain"
"dombey::particular";"mrs_pipchin::particular"
"dombey::jovial";"dombey::social"
"dombey::intimate";"mrs_perch::intimate"
"dombey::intimate";"viscount::intimate"
"mrs_perch::intimate";"viscount::intimate"
"alice::silent";"brown::silent"
"dombey::true";"major_bagstock::true"
"dombey::silent";"mrs_brown::silent"
"mrs_brown::original";"robby::original"
"brown::jealous";"brown::sure"
"brown::sweet";"rob::sweet"
"rob::direct";"rob::inarticulate"
"mrs_brown::feminine";"mrs_brown::thankless"
"brown::fearful";"brown::impudent"
"brown::fearful";"rob::fearful"
"brown::fearful";"rob::impudent"
"brown::impudent";"rob::fearful"
"brown::impudent";"rob::impudent"
"rob::fearful";"rob::impudent"
"brown::sulky";"rob::sulky"
"brown::abject";"brown::sure"
"brown::natural";"mrs_brown::natural"
"brown::ungrateful";"mrs_brown::ungrateful"
"mrs_brown::expressive";"mrs_brown::tender"
"brown::sure";"rob::sure"
"dombey::keen";"dombey::reproachful"
"perch::humble";"perch::sure"
"dombey::affable";"john_carker::affable"
"dombey::affable";"mr_perch::affable"
"john_carker::affable";"mr_perch::affable"
"harriet::silent";"john_carker::silent"
"lucifer::irritable";"lucifer::susceptible"
"dombey::haughty";"dombey::rash"
"harriet::grave";"john_carker::grave"
"harriet::exact";"john_carker::exact"
"harriet::distempered";"john_carker::distempered"
"harriet::undecided";"harriet::violent"
"harriet::eager";"james::eager"
"harriet::lonely";"james::lonely"
"carker::bold";"carker::fierce"
"floy::sweet";"nipper::sweet"
"susan::gracious";"toots::gracious"
"floy::silent";"susan::silent"
"floy::silent";"walters::silent"
"susan::silent";"walters::silent"
"gills::spirited";"toots::spirited"
"walters::certain";"walters::particular"
"dombey::tolerant";"toots::tolerant"
"gills::inward";"walters::inward"
"mrs_richards::affectionate";"polly::affectionate"
"mrs_richards::affectionate";"susan_nipper::affectionate"
"mrs_richards::affectionate";"susan::affectionate"
"polly::affectionate";"susan_nipper::affectionate"
"polly::affectionate";"susan::affectionate"
"susan_nipper::affectionate";"susan::affectionate"
"floy::sure";"susan::sure"
"floy::sure";"walter::sure"
"susan::sure";"walter::sure"
"nipper::susceptible";"nipper::womanly"
"toots::sudden";"walter::sudden"
"nipper::melancholy";"nipper::polite"
"nipper::melancholy";"toots::melancholy"
"nipper::melancholy";"toots::polite"
"nipper::polite";"toots::melancholy"
"nipper::polite";"toots::polite"
"toots::melancholy";"toots::polite"
"toots::strong";"walters::strong"
"toots::sensible";"walter::sensible"
"toots::grateful";"walter::grateful"
"toots::grateful";"walters::grateful"
"walter::grateful";"walters::grateful"
"susan::steep";"susan::sure"
"floy::gentle";"walter::gentle"
"floy::suspicious";"susan::suspicious"
"hooroar::hopeless";"hooroar::violent"
"dombey::acute";"mrs_perch::acute"
"dombey::acute";"perch::acute"
"mrs_perch::acute";"perch::acute"
"dombey::bold";"dombey::unhappy"
"joe::grave";"josh::grave"
"dombey::violent";"joe::violent"
"dombey::friendly";"dombey::melancholy"
"harriet::frank";"harriet::quick"
"dombey::pleasant";"dombey::true"
"dombey::pleasant";"morfin::pleasant"
"dombey::pleasant";"morfin::true"
"dombey::true";"morfin::pleasant"
"dombey::true";"morfin::true"
"morfin::pleasant";"morfin::true"
"dombey::sure";"john_carker::sure"
"dombey::cordial";"john_carker::cordial"
"cuttle::serene";"cuttle::true"
"harriet::open";"harriet::quiet"
"mrs_wickam::serious";"mrs_wickam::thoughtful"
"alice::mild";"harriet::mild"
"mrs_wickam::certain";"mrs_wickam::serious"
"harriet::disorderly";"harriet::handsome"
"alice::uncertain";"harriet::uncertain"
"alice::proud";"alice::quiet"
"harriet::dainty";"harriet::sweet"
"cook::#-easy";"towlinson::#-easy"
"cook::solemn";"mrs_perch::solemn"
"cook::general";"cook::religious"
"cook::general";"mary_daws::general"
"cook::general";"mary_daws::religious"
"cook::general";"towlinson::general"
"cook::general";"towlinson::religious"
"cook::religious";"mary_daws::general"
"cook::religious";"mary_daws::religious"
"cook::religious";"towlinson::general"
"cook::religious";"towlinson::religious"
"mary_daws::general";"mary_daws::religious"
"mary_daws::general";"towlinson::general"
"mary_daws::general";"towlinson::religious"
"mary_daws::religious";"towlinson::general"
"mary_daws::religious";"towlinson::religious"
"towlinson::general";"towlinson::religious"
"cook::#-true";"towlinson::#-true"
"cook::generous";"mrs_perch::generous"
"mrs_chick::easy";"mrs_pipchin::easy"
"polly::lonely";"polly::loud"
"polly::heavy";"tox::heavy"
"miss_tox::certain";"polly::certain"
"dombey::certain";"dombey::sad"
"dombey::certain";"polly::certain"
"dombey::certain";"polly::sad"
"dombey::certain";"tox::certain"
"dombey::certain";"tox::sad"
"dombey::sad";"polly::certain"
"dombey::sad";"polly::sad"
"dombey::sad";"tox::certain"
"dombey::sad";"tox::sad"
"polly::certain";"polly::sad"
"polly::certain";"tox::certain"
"polly::certain";"tox::sad"
"polly::sad";"tox::certain"
"polly::sad";"tox::sad"
"tox::certain";"tox::sad"
"robin::domestic";"robin::urgent"
"rob::expressive";"tox::expressive"
"polly::hopeful";"rob::hopeful"
"polly::hopeful";"tox::hopeful"
"rob::hopeful";"tox::hopeful"
"mrs_blimber::genteel";"mrs_blimber::scholastic"
"barnet_skettles::diplomatic";"lady_skettles::diplomatic"
"barnet_skettles::diplomatic";"skettles::diplomatic"
"lady_skettles::diplomatic";"skettles::diplomatic"
"briggs::lofty";"tozer::lofty"
"alfred_feeder::bristly";"alfred_feeder::loud"
"alfred_feeder::bristly";"cornelia::bristly"
"alfred_feeder::bristly";"cornelia::loud"
"alfred_feeder::bristly";"toots::bristly"
"alfred_feeder::bristly";"toots::loud"
"alfred_feeder::loud";"cornelia::bristly"
"alfred_feeder::loud";"cornelia::loud"
"alfred_feeder::loud";"toots::bristly"
"alfred_feeder::loud";"toots::loud"
"cornelia::bristly";"cornelia::loud"
"cornelia::bristly";"toots::bristly"
"cornelia::bristly";"toots::loud"
"cornelia::loud";"toots::bristly"
"cornelia::loud";"toots::loud"
"toots::bristly";"toots::loud"
"mrs_blimber::condescending";"toots::condescending"
"mrs_toots::second";"toots::second"
"blimber::crisp";"cornelia::crisp"
"cornelia::cool";"cornelia::discreet"
"cornelia::cool";"mrs_blimber::cool"
"cornelia::cool";"mrs_blimber::discreet"
"cornelia::cool";"mrs_toots::cool"
"cornelia::cool";"mrs_toots::discreet"
"cornelia::discreet";"mrs_blimber::cool"
"cornelia::discreet";"mrs_blimber::discreet"
"cornelia::discreet";"mrs_toots::cool"
"cornelia::discreet";"mrs_toots::discreet"
"mrs_blimber::cool";"mrs_blimber::discreet"
"mrs_blimber::cool";"mrs_toots::cool"
"mrs_blimber::cool";"mrs_toots::discreet"
"mrs_blimber::discreet";"mrs_toots::cool"
"mrs_blimber::discreet";"mrs_toots::discreet"
"mrs_toots::cool";"mrs_toots::discreet"
"dombey::rapturous";"mrs_toots::rapturous"
"dombey::rapturous";"toots::rapturous"
"dombey::rapturous";"walters::rapturous"
"mrs_toots::rapturous";"toots::rapturous"
"mrs_toots::rapturous";"walters::rapturous"
"toots::rapturous";"walters::rapturous"
"dombey::lively";"walter::lively"
"dombey::rapid";"walter::rapid"
"dombey::peaceful";"walter::peaceful"
"cap::intrepid";"mrs_macstinger::intrepid"
"melchisedech_howler::neat";"melchisedech_howler::urgent"
"bunsby::free";"jack_bunsby::free"
"bunsby::free";"melchisedech::free"
"jack_bunsby::free";"melchisedech::free"
"dombey::sensible";"gay::sensible"
"martinets::tight";"pitt::tight"
"gay::vociferous";"pitt::vociferous"
"cousin_feenix::close";"cousin_feenix::sure"
"dombey::careless";"dombey::lively"
"cousin_feenix::resolute";"dombey::resolute"
"dombey::accessible";"dombey::strong"
"dombey::frank";"dombey::handsome"
"edith::close";"edith::silent"
"cousin_feenix::sensitive";"dombey::sensitive"
"cousin_feenix::sensitive";"gay::sensitive"
"dombey::sensitive";"gay::sensitive"
"tox::certain";"tox::earnest"
"toots::contemplative";"toots::observant"
"mrs_toots::oratorical";"mrs_toots::prophetic"
"mrs_toots::oratorical";"toots::oratorical"
"mrs_toots::oratorical";"toots::prophetic"
"mrs_toots::prophetic";"toots::oratorical"
"mrs_toots::prophetic";"toots::prophetic"
"toots::oratorical";"toots::prophetic"
