"abrupt" "active" "affectionate" "bitter" "boastful" "bold" "brave" "brisk" "busy" "calm" "careful" "careless" "casual" "cautious" "certain" "cheerful" "christian" "clean" "close" "clumsy" "cold" "compassionate" "confident" "confidential" "congenial" "cool" "courageous" "cruel" "curious" "dainty" "decided" "delicate" "determined" "direct" "doleful" "domestic" "dutiful" "eager" "earnest" "easy" "energetic" "expressive" "faithful" "familiar" "fast" "fearful" "fervent" "fierce" "firm" "fitful" "forcible" "formal" "free" "fresh" "friendly" "general" "generous" "gentle" "gloomy" "gracious" "grave" "gruff" "handsome" "heavy" "helpless" "honest" "hopeless" "hurried" "impatient" "indifferent" "inquisitive" "intimate" "just" "kind" "lofty" "lonely" "loud" "loving" "loyal" "mechanical" "merciful" "methodical" "military" "moderate" "murderous" "natural" "neat" "nervous" "nimble" "observant" "open" "original" "particular" "passionate" "patient" "patriotic" "peaceful" "persistent" "pleasant" "polite" "practical" "prophetic" "proud" "quick" "quiet" "rapid" "reasonable" "religious" "reproachful" "reserved" "responsible" "restless" "retributive" "revengeful" "rough" "rusty" "sad" "scientific" "second" "sensible" "shrewd" "silent" "simple" "slow" "sober" "social" "soft" "solemn" "sorrowful" "stable" "steady" "steep" "stern" "stiff" "straight" "strict" "strong" "studious" "submissive" "sudden" "sufficient" "sullen" "sunny" "sure" "sweet" "swift" "tender" "thankful" "thorough" "thoughtful" "tight" "timid" "tremulous" "true" "ugly" "uncertain" "unhappy" "vague" "vain" "violent" "virtuous" "watchful" "weak" "wary" "willing" "wise" "worldly"
"retributive" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"revengeful" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0
"rough" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 1 0 2 2 3 0 1 0 0 0 0 2 2 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 2 0 0 0 1 2 0 1 4 0 1 1 3 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 3 0 0 0 1 2 1 1 0 0 0 0 0 0 2 0 1 0 1 3 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 4 1 0 1 0 1 1 2 0 1 0 0 0 0 1 1 0 3 0 0 2 0 2 0 1 0 0 0 0 0 0
"rusty" 0 0 0 0 0 0 0 1 0 1 2 0 1 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"sad" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 2 0 1 0 0 2 2 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0
"scientific" 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"second" 0 1 2 1 1 0 2 1 3 0 1 2 1 1 4 1 3 1 4 0 2 0 1 1 1 2 0 2 1 1 1 4 0 2 2 2 1 0 1 0 1 2 2 2 0 0 1 1 0 0 1 0 5 2 1 5 1 3 3 0 0 1 4 6 0 2 2 2 0 0 0 1 0 2 0 4 2 1 0 2 0 1 1 1 0 4 0 0 2 2 8 3 6 1 1 1 1 1 4 1 0 1 1 5 2 1 0 1 0 1 1 2 1 0 0 1 1 1 0 0 1 6 1 1 1 1 1 0 0 1 2 2 1 2 1 1 8 1 2 1 1 1 1 2 1 0 2 2 0 0 0 1 0 4 2 0 1 0 0 3 0 0 2 0 0 0 0
"sensible" 0 0 1 0 1 1 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0
"shrewd" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 2 0 1 2 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"silent" 0 0 0 0 0 1 2 0 3 1 0 2 0 0 4 0 0 0 2 0 2 1 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 0 1 2 0 0 0 1 1 0 0 0 0 3 2 0 1 0 0 3 0 0 0 2 3 1 0 3 1 0 0 0 0 1 2 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 4 2 0 0 1 2 0 0 2 0 0 0 1 3 4 0 1 0 1 0 0 2 0 1 0 0 1 0 6 0 0 0 0 0 0 0 1 1 1 0 3 1 0 0 1 0 4 0 2 1 0 0 0 2 2 1 1 1 0 0 1 1 0 2 0 0 2 0 0 0 0 0 3 0 0 1 0
"simple" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 1 2 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"slow" 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 4 1 2 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 3 0 0 1 0 2 0 1 0 0 0 2 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 0 0 1 2 0 0 0 0 0 0 0 1 0 2 0 1 0 1 1 0 3 1 2 1 0 0 0 2 1 0 1 0 0 0 1 0 1 4 1 0 1 0 1 0 0 0 0 1 0 0 0
"sober" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"social" 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0
"soft" 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 2 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 2 0 0 0 0
"solemn" 0 0 0 0 0 1 0 0 1 2 2 0 0 0 5 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 1 2 0 2 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 4 0 2 0 1 0 0 1 0 0 0 1 0 0 0 2 0 1 0 0 0 1 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0 0 0 1 0 0 0 2 0 1 0 1 0 0 0 0 1 1 1 1 1 1 1 0 2 0 1 0 0 0 0 4 0 1 0 1 1 0 0 2 0 3 0 0 1 0 1 0 0 0 1 0 0 0 0
"sorrowful" 0 1 0 1 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"stable" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0
"steady" 0 0 0 3 0 1 0 0 0 1 0 0 1 1 1 0 1 0 3 1 1 1 1 1 1 0 1 3 2 0 1 1 1 1 0 0 0 2 2 2 0 0 0 2 1 0 1 0 1 0 1 0 3 0 0 2 0 2 3 0 0 0 0 4 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 0 2 0 4 0 0 0 0 0 0 1 1 0 1 0 0 3 2 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 1 3 1 0 0 0 1 1 1 0 0 2 1 0 1 0 5 0 0 2 0 0 0 1 0 2 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0
"steep" 0 0 0 1 0 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 1 3 1 0 0 0 3 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 1 0 1 0 0 0 1 0 1 2 0 1 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0
"stern" 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 1 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"stiff" 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 1 0 1 0 0 0 1 3 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 2 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 3 0 0 2 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"straight" 0 0 0 0 1 0 0 0 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 1 1 2 0 1 0 1 1 1 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 3 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 3 1 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0
"strict" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
"strong" 2 2 2 2 1 1 4 0 5 3 0 4 0 0 5 1 1 1 4 1 8 2 4 2 1 1 2 3 6 1 0 3 2 1 1 0 0 4 3 5 1 0 2 2 1 1 3 4 1 0 1 2 7 5 4 9 2 3 2 3 3 0 5 12 1 3 1 1 1 2 1 1 1 4 1 1 4 1 0 2 2 2 3 0 3 7 1 0 1 0 14 3 4 2 2 1 2 2 3 3 2 1 2 5 9 3 2 0 0 0 1 3 2 0 4 0 1 1 8 0 2 4 0 3 1 2 3 2 2 0 5 0 1 3 3 0 0 4 1 5 1 1 2 11 5 2 3 2 0 1 2 2 0 12 3 2 3 1 1 2 2 3 5 0 3 0 2
"studious" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 2 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0
"submissive" 0 0 0 0 0 2 2 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 3 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 2 0 0 2 0 0 0 0 1 1 0 0 1 0 0 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 0 2 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"sudden" 0 0 1 0 0 0 1 0 0 0 0 0 0 1 2 1 0 0 4 0 3 1 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 3 1 0 0 1 0 0 1 0 0 1 0 1 2 1 1 0 0 2 2 1 1 0 0 3 1 2 1 1 0 0 0 1 1 1 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 5 1 0 0 1 0 0 0 2 0 0 0 0 0 3 1 1 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 1 1 1 0 1 0 0 0 2 1 0 2 0 1 5 0 0 0 0 0 0 2 2 0 1 0 0 0 1 0 0 2 1 2 1 0 0 0 0 1 1 0 0 0 0
"sufficient" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"sullen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"sunny" 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 1 2 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 1 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"sure" 0 1 1 0 0 2 2 1 2 1 1 2 1 0 7 1 0 1 4 0 6 0 2 2 0 1 0 1 0 0 1 5 2 1 0 0 1 2 4 3 1 3 0 1 1 1 2 1 1 0 1 0 1 2 0 3 1 3 3 4 2 1 0 5 1 3 2 2 0 0 1 0 0 1 1 0 4 0 1 1 1 0 0 0 0 6 1 2 0 0 4 3 6 1 0 0 0 1 2 0 1 0 0 5 6 2 1 0 1 0 0 1 0 0 2 2 3 1 2 2 1 2 1 2 0 0 1 4 0 2 1 1 1 1 0 0 11 1 2 2 0 0 0 0 4 0 0 3 1 0 0 1 2 5 0 0 2 0 1 2 1 2 3 1 0 1 1
"sweet" 0 1 0 0 0 0 2 1 0 1 0 0 0 1 2 1 0 2 0 0 3 2 0 0 0 2 0 0 1 0 0 0 1 0 0 1 0 0 2 1 1 0 2 0 0 0 1 0 0 2 0 1 3 0 0 2 2 4 1 1 0 0 0 3 1 1 0 1 1 0 0 1 2 0 1 1 2 0 0 0 0 0 0 0 1 1 0 1 0 0 2 0 2 1 2 0 1 0 2 0 0 1 0 1 5 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 2 1 1 1 0 2 0 0 0 0 0 0 0 0 0 5 0 0 2 0 0 0 4 0 1 0 1 0 0 0 0 0 3 0 0 0 1 0 0 0 0 2 0 0 1 0
"swift" 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 4 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 3 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 2 1 0 0 1 0 2 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"tender" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0
"thankful" 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 3 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 2 2 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 2 1 0 0 0 0 0 3 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0
"thorough" 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0
"thoughtful" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0
