"abrupt" "active" "affectionate" "benevolent" "bitter" "boisterous" "bold" "busy" "calm" "careful" "careless" "certain" "chaste" "cheerful" "civil" "clean" "close" "cold" "communicative" "constant" "cool" "critical" "cruel" "curious" "delicate" "dependent" "determined" "dignified" "direct" "dogged" "domestic" "dutiful" "eager" "earnest" "easy" "exact" "excitable" "expressive" "faithful" "familiar" "fast" "fearful" "ferocious" "fierce" "firm" "free" "fresh" "friendly" "gallant" "gay" "general" "generous" "genteel" "gentle" "gloomy" "gracious" "grateful" "grave" "handsome" "handy" "hasty" "haughty" "headlong" "hearty" "heavy" "helpless" "honest" "hopeless" "humane" "humble" "hurried" "impatient" "impetuous" "incredulous" "independent" "inflexible" "intense" "ironical" "irrepressible" "irritable" "kind" "lazy" "lively" "lonely" "loud" "malicious" "melancholy" "merry" "mild" "modest" "musical" "mute" "natural" "neat" "nervous" "noiseless" "noisy" "observant" "open" "original" "particular" "passionate" "peaceful" "philosophical" "pleasant" "polite" "political" "precise" "prompt" "proud" "prudent" "quick" "quiet" "rapid" "reasonable" "respectful" "rigid" "rough" "rude" "rueful" "rusty" "sad" "sanguine" "second" "selfish" "serious" "silent" "simple" "slow" "sober" "soft" "solemn" "sorrowful" "stately" "steady" "steep" "stern" "stiff" "straight" "strict" "strong" "sudden" "sunny" "sure" "surly" "suspicious" "sweet" "thankful" "thoughtful" "tight" "tremulous" "true" "ugly" "ungrateful" "vicious" "violent" "virtuous" "weak" "unhappy" "willing" "zealous" "wary" "wise" "windy" "unkind" "vague"
"reasonable" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"respectful" 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 3 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 1 1 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 2 0 0 0 0 0 1 2 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 2 0 0 0 1 1 0 0 0 0 0 0 1 0 0 3 0 0 2 1 1 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0
"rigid" 0 0 0 0 0 0 0 0 2 0 0 1 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 2 1 0 0 0 0 0 0 1 1 0 2 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"rough" 0 1 0 0 1 1 0 0 1 1 1 2 0 3 0 0 3 3 0 0 0 1 1 2 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 2 0 0 1 1 0 0 1 1 1 1 0 0 1 3 1 2 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 2 0 0 0 0 0 0 2 3 1 0 1 0 0 0 0 0 0 0 2 0 2 3 1 1 1 0 0 0 1 0 0 0 0 0 0 5 1 0 4 2 0 0 0 0 0 1 3 1 0 0 0 0 0 0 0 0 1 1 0 0 0
"rude" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"rueful" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 1 2 0 3 0 1 0 0 1 0 0 1 0 0 0 3 0 0 0 0 0 0 1 0 0 0
"rusty" 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 2 4 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"sad" 1 0 0 0 1 0 0 1 0 1 0 1 0 1 0 2 0 4 1 2 0 0 0 1 2 0 0 0 1 0 0 1 2 2 0 0 0 0 0 0 0 2 0 1 1 1 0 0 1 2 1 0 0 4 2 0 4 0 2 0 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 3 0 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 2 0 0 0 0 1 0 1 4 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 2 1 0 0 0 0 0 0 0 1 4 1 1 3 0 0 2 1 2 0 0 2 1 1 1 2 0 1 0 0 1 1 0 0 0 0
"sanguine" 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 2 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0
"second" 0 0 1 0 0 1 3 0 3 2 0 6 1 1 2 1 5 7 0 0 0 2 0 0 0 0 1 1 0 1 0 0 3 0 2 0 0 1 0 2 1 1 0 2 0 1 4 0 0 0 2 0 0 2 2 0 0 1 1 0 1 0 0 0 6 0 2 1 1 1 0 1 1 2 1 0 0 0 0 0 1 0 3 3 3 0 1 1 0 1 1 0 1 2 1 0 1 0 4 0 5 1 2 1 1 1 0 2 1 0 0 3 3 2 1 0 2 2 1 1 1 1 1 0 0 0 3 1 0 1 2 1 0 0 0 1 0 1 0 1 3 3 1 3 1 1 1 0 0 3 3 1 3 0 0 4 0 3 0 0 0 0 1 1 0 1
"selfish" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
"serious" 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 2 0 1 0 2 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 2 0 0 0 1 2 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 2 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0
"silent" 0 2 2 0 2 1 0 1 2 1 1 3 0 4 0 1 5 7 1 1 0 0 2 1 2 1 1 0 0 1 0 0 2 4 1 1 0 1 2 4 0 4 2 2 0 3 3 0 0 0 2 2 0 4 1 1 1 1 1 0 1 0 2 1 11 4 3 0 0 0 4 2 0 1 0 0 1 1 1 0 3 1 1 2 5 1 2 1 0 0 0 2 0 2 2 0 3 1 8 0 3 1 0 1 2 0 0 0 1 1 0 6 4 4 1 1 0 3 0 0 0 0 0 3 1 1 0 1 2 1 4 2 0 0 0 2 1 1 1 0 9 7 0 4 0 0 2 0 0 0 3 6 1 1 1 3 1 0 0 2 0 0 0 0 0 1
"simple" 0 0 1 0 0 0 0 0 2 1 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 2 0 1 0 0 1 0 0 0 1 0 3 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 1 0 0 1 1 0 1 0 0 0 0 1 3 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 2 3 0 0 0 0 0 0 0 1 3 1 0 2 1 0 0 1 0 0 1 2 0 0 0 1 2 1 0 0 0 0 2 1 0 0
"slow" 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 4 0 1 1 0 0 1 0 0 1 1 0 0 0 0 2 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 3 0 0 2 0 1 0 2 0 1 1 2 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 2 0 0 1 3 0 1 0 1 0 0 0 1 1 0 0 1 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0 1 0 0 0 1 0 0 0 0 2 1 0 0 0 2 1 1 0 0 0 0 1 0 3 2 0 3 0 0 3 0 1 0 0 3 2 1 0 4 0 1 1 0 0 0 3 0 0 0
"sober" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"soft" 0 0 2 0 2 1 1 0 2 0 0 2 2 4 0 2 2 3 0 0 0 0 1 0 1 1 0 0 1 1 2 0 0 0 3 0 0 0 2 2 0 0 2 0 0 2 3 0 1 0 1 1 0 8 0 0 1 0 1 0 0 0 1 0 5 1 2 0 1 1 0 0 1 0 0 0 0 0 1 0 3 0 2 1 0 0 0 0 1 0 1 1 0 1 1 1 1 0 4 0 2 2 2 0 3 1 0 0 0 2 1 2 3 1 1 0 1 0 1 1 0 2 0 2 1 0 4 2 0 0 0 6 1 0 1 0 1 1 0 0 3 2 1 6 0 0 6 0 1 1 0 1 0 2 0 0 1 3 1 1 0 0 0 0 0 1
"solemn" 0 0 2 0 1 0 0 0 3 0 2 1 0 2 0 1 4 0 0 0 1 0 0 0 0 1 1 0 1 0 2 0 2 0 1 0 0 1 0 0 0 1 0 0 0 2 1 0 0 0 2 0 0 4 0 0 0 0 1 1 0 1 0 0 3 0 1 0 1 1 0 2 1 0 0 0 0 0 0 0 1 0 1 2 1 0 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 0 2 0 2 0 0 0 1 0 0 1 4 0 1 0 0 0 1 0 0 1 0 1 0 0 2 3 2 1 6 0 1 0 1 0 0 0 0 0 3 1 1 5 0 0 4 0 0 1 0 2 0 0 0 2 0 3 1 0 0 0 1 0 0 2
"sorrowful" 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0
"stately" 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"steady" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
"steep" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"stern" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0
"stiff" 0 1 0 1 1 0 0 0 1 0 0 1 0 1 0 2 2 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 2 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 3 0 0 1 0 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0
"straight" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"strict" 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"strong" 1 2 2 1 1 0 1 2 3 1 0 10 0 4 1 2 5 12 0 1 0 0 2 4 5 2 1 1 1 0 1 1 2 5 2 3 0 2 0 3 0 1 1 4 2 3 5 0 0 0 3 2 2 6 4 2 2 0 3 2 5 1 0 3 7 4 3 1 1 0 3 2 1 1 1 1 4 1 1 2 4 0 2 3 5 3 0 1 2 1 0 1 2 2 1 0 0 0 9 1 8 0 1 1 4 1 1 2 1 0 0 4 10 1 1 1 0 5 0 1 0 4 2 3 1 1 9 3 3 2 3 3 1 0 0 0 0 0 0 2 0 6 0 12 1 1 5 1 3 1 3 8 4 1 2 7 1 3 1 1 0 1 2 1 1 0
"sudden" 1 3 1 0 0 2 0 1 2 2 0 4 0 2 0 3 2 5 0 1 1 0 0 4 4 1 1 2 1 1 0 1 1 4 1 1 0 0 2 2 1 1 1 1 0 4 1 1 0 1 1 1 1 3 0 1 2 1 0 0 2 0 0 1 4 1 2 0 0 1 0 1 0 1 1 2 1 0 1 0 0 1 1 2 3 1 0 0 0 0 0 2 2 2 0 1 0 1 7 0 5 0 0 1 3 2 1 2 0 2 1 2 2 6 0 0 1 1 0 2 0 1 0 3 0 1 7 1 2 0 2 1 0 1 1 0 2 0 1 0 6 0 1 3 1 0 1 0 0 1 1 3 2 0 1 4 1 0 1 0 1 0 1 0 0 0
"sunny" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"sure" 0 3 2 3 4 0 1 1 2 2 1 6 0 8 0 4 4 11 0 1 0 0 3 4 1 1 0 1 0 0 1 0 1 4 2 0 0 1 1 1 2 0 0 1 1 4 6 1 1 0 0 0 0 6 0 1 2 1 3 3 3 1 0 2 7 0 3 1 3 1 3 2 0 0 0 0 2 1 2 1 3 0 1 0 5 2 0 1 2 1 0 2 1 1 1 0 0 0 8 1 4 0 1 1 3 1 0 0 1 0 1 4 7 0 0 3 1 4 0 3 1 3 1 3 0 2 4 2 3 2 6 5 1 1 0 1 1 3 0 0 12 3 0 0 2 1 7 0 2 1 1 6 2 2 1 7 0 2 1 1 0 1 2 0 0 0
"surly" 0 2 0 0 0 0 0 1 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 1 0 0 0
"suspicious" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0
"sweet" 0 0 0 0 2 0 0 1 1 1 0 4 0 2 0 2 4 7 0 0 1 0 2 0 1 0 0 0 2 0 2 0 1 3 1 3 2 0 0 0 0 1 0 0 0 0 2 0 1 0 0 1 1 9 0 1 2 0 1 0 1 1 0 2 1 0 0 0 0 2 1 1 1 0 0 0 0 1 0 1 5 0 1 1 1 2 0 0 0 0 1 1 3 2 0 0 1 0 1 1 1 0 1 0 2 1 0 1 1 3 1 1 3 1 1 2 1 0 1 0 1 2 0 1 1 1 2 0 3 0 6 4 1 1 0 0 0 1 0 1 5 1 1 7 1 0 0 0 1 1 0 2 1 2 0 3 1 2 2 1 0 0 1 0 1 1
"thankful" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thoughtful" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 2 0 0 1 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 3 1 0 1 0 0 0 0 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 3 0 0 2 0 0 1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
"tight" 0 0 0 0 1 0 1 0 1 1 0 0 0 0 1 0 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0 1 1 0 0 0 0 1 0 0
"tremulous" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 2 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 2 0 0 0 0 1 1 1 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 3 0 0 3 1 0 1 0 0 0 0 0 1 0 0 0 0 3 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"true" 0 1 1 0 1 0 1 1 1 1 0 3 0 2 0 1 1 5 1 0 1 0 0 0 2 0 1 0 1 0 1 0 0 5 1 0 0 0 1 1 1 1 0 1 0 2 4 0 0 1 4 1 0 3 2 1 1 1 2 1 3 0 1 2 7 4 0 0 0 2 3 0 1 1 1 0 3 2 1 0 2 0 0 2 2 1 2 0 1 0 0 0 1 1 0 0 1 0 6 0 5 0 1 1 3 0 1 0 1 2 0 2 7 1 2 2 0 3 1 1 1 2 0 1 0 0 6 2 3 0 1 2 0 1 0 0 0 1 0 0 8 3 0 6 0 0 2 0 0 1 2 0 2 0 1 2 1 1 1 1 0 2 0 1 1 0
"ugly" 0 0 1 1 0 0 2 0 0 1 0 1 0 1 0 1 3 4 0 0 0 1 0 1 0 0 0 1 0 0 0 0 2 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 2 3 1 1 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 1 0 3 0 0 1 0 2 0 0 0 0 0 1 0 0 0 1 0 4 2 0 2 0 1 1 0 1 2 0 2 0 1 0 3 0 0 0 1 0 0 1 1 0 0
