"nell::#-found";"nell::back"
"mrs_quilp::#-search";"tom::#-search"
"barbara::first";"kit::first"
"barbara::first";"kit::mother"
"barbara::first";"kit::safe"
"barbara::mother";"kit::first"
"barbara::safe";"kit::first"
"kit::first";"kit::safe"
"abel::busy";"garland::busy"
"abel::busy";"mrs_garland::busy"
"garland::busy";"mrs_garland::busy"
"abel::present";"abel::rest"
"abel::present";"abel::store"
"abel::present";"garland::present"
"abel::present";"garland::rest"
"abel::present";"garland::store"
"abel::present";"mrs_garland::present"
"abel::present";"mrs_garland::rest"
"abel::present";"mrs_garland::store"
"abel::rest";"abel::store"
"abel::rest";"garland::present"
"abel::rest";"garland::rest"
"abel::rest";"garland::store"
"abel::rest";"mrs_garland::present"
"abel::rest";"mrs_garland::rest"
"abel::rest";"mrs_garland::store"
"abel::store";"garland::present"
"abel::store";"garland::rest"
"abel::store";"garland::store"
"abel::store";"mrs_garland::present"
"abel::store";"mrs_garland::rest"
"abel::store";"mrs_garland::store"
"garland::present";"garland::rest"
"garland::present";"garland::store"
"garland::present";"mrs_garland::present"
"garland::present";"mrs_garland::rest"
"garland::present";"mrs_garland::store"
"garland::rest";"garland::store"
"garland::rest";"mrs_garland::present"
"garland::rest";"mrs_garland::rest"
"garland::rest";"mrs_garland::store"
"garland::store";"mrs_garland::present"
"garland::store";"mrs_garland::rest"
"garland::store";"mrs_garland::store"
"mrs_garland::present";"mrs_garland::rest"
"mrs_garland::present";"mrs_garland::store"
"mrs_garland::rest";"mrs_garland::store"
"kit::neck";"kit::round"
"barbara::natural";"kit::natural"
"barbara::mother";"barbara::red"
"barbara::mother";"kit::red"
"barbara::red";"kit::mother"
"barbara::red";"kit::red"
"kit::mother";"kit::red"
"barbara::first";"barbara::room"
"barbara::first";"garland::room"
"barbara::first";"jacob::mother"
"barbara::first";"jacob::room"
"barbara::first";"kit::little"
"barbara::first";"kit::room"
"barbara::little";"barbara::room"
"barbara::little";"garland::room"
"barbara::little";"jacob::room"
"barbara::little";"kit::first"
"barbara::little";"kit::room"
"barbara::mother";"barbara::room"
"barbara::mother";"garland::room"
"barbara::mother";"jacob::first"
"barbara::mother";"jacob::room"
"barbara::mother";"kit::room"
"barbara::room";"garland::first"
"barbara::room";"garland::little"
"barbara::room";"garland::mother"
"barbara::room";"garland::room"
"barbara::room";"jacob::first"
"barbara::room";"jacob::little"
"barbara::room";"jacob::mother"
"barbara::room";"jacob::room"
"barbara::room";"kit::first"
"barbara::room";"kit::little"
"barbara::room";"kit::mother"
"barbara::room";"kit::room"
"garland::first";"garland::room"
"garland::first";"jacob::first"
"garland::first";"jacob::little"
"garland::first";"jacob::mother"
"garland::first";"jacob::room"
"garland::first";"kit::first"
"garland::first";"kit::little"
"garland::first";"kit::mother"
"garland::first";"kit::room"
"garland::little";"garland::room"
"garland::little";"jacob::first"
"garland::little";"jacob::little"
"garland::little";"jacob::mother"
"garland::little";"jacob::room"
"garland::little";"kit::first"
"garland::little";"kit::little"
"garland::little";"kit::mother"
"garland::little";"kit::room"
"garland::mother";"garland::room"
"garland::mother";"jacob::first"
"garland::mother";"jacob::little"
"garland::mother";"jacob::mother"
"garland::mother";"jacob::room"
"garland::mother";"kit::first"
"garland::mother";"kit::little"
"garland::mother";"kit::mother"
"garland::mother";"kit::room"
"garland::room";"jacob::first"
"garland::room";"jacob::little"
"garland::room";"jacob::mother"
"garland::room";"jacob::room"
"garland::room";"kit::first"
"garland::room";"kit::little"
"garland::room";"kit::mother"
"garland::room";"kit::room"
"jacob::first";"jacob::mother"
"jacob::first";"jacob::room"
"jacob::first";"kit::first"
"jacob::first";"kit::little"
"jacob::first";"kit::mother"
"jacob::first";"kit::room"
"jacob::little";"jacob::room"
"jacob::little";"kit::first"
"jacob::little";"kit::room"
"jacob::mother";"jacob::room"
"jacob::mother";"kit::first"
"jacob::mother";"kit::room"
"jacob::room";"kit::first"
"jacob::room";"kit::little"
"jacob::room";"kit::mother"
"jacob::room";"kit::room"
"kit::first";"kit::little"
"barbara::ready";"garland::ready"
"barbara::ready";"jacob::ready"
"barbara::ready";"kit::ready"
"garland::ready";"jacob::ready"
"garland::ready";"kit::ready"
"jacob::ready";"kit::ready"
"garland::full";"garland::hope"
"nell::end";"nell::painful"
"barbara::little";"barbara::overjoyed"
"barbara::little";"barbara::point"
"barbara::#-school";"kit::#-school"
"barbara::little";"nell::little"
"barbara::hand";"barbara::meeting"
"barbara::back";"barbara::can"
"barbara::back";"barbara::known"
"barbara::can";"barbara::known"
"barbara::first";"barbara::wrong"
"mr_abel::full";"mr_abel::search"
"nell::lie";"nell::red"
"nell::lie";"nell::waiting"
"nell::red";"nell::waiting"
"nell::finger";"nell::little"
"nell::finger";"nell::mute"
"nell::little";"nell::mute"
"sampson::time";"sampson::yard"
"sampson::substantial";"sampson::temper"
"sampson::substantial";"sampson::two"
"sampson::temper";"sampson::two"
"sampson::name";"sampson::names"
"sally_brass::female";"sally_brass::private"
"st_giles::search";"st_giles::two"
"sally::known";"sampson::known"
"quilp::bitter";"quilp::thought"
"quilp::first";"quilp::married"
"quilp::married";"quilp::time"
"swiveller::name";"swiveller::time"
"swiveller::#-time";"swiveller::comfortable"
"swiveller::#-time";"swiveller::first"
"swiveller::comfortable";"swiveller::first"
"sophronia::reflective";"swiveller::reflective"
"dick::sense";"sophronia::sense"
"dick::dinner";"dick::first"
"dick::dinner";"dick::found"
"dick::dinner";"dick::room"
"dick::dinner";"sophronia::dinner"
"dick::dinner";"sophronia::first"
"dick::dinner";"sophronia::found"
"dick::dinner";"sophronia::room"
"dick::first";"dick::found"
"dick::first";"dick::room"
"dick::first";"sophronia::dinner"
"dick::first";"sophronia::first"
"dick::first";"sophronia::found"
"dick::first";"sophronia::room"
"dick::found";"dick::room"
"dick::found";"sophronia::dinner"
"dick::found";"sophronia::first"
"dick::found";"sophronia::found"
"dick::found";"sophronia::room"
"dick::room";"sophronia::dinner"
"dick::room";"sophronia::first"
"dick::room";"sophronia::found"
"dick::room";"sophronia::room"
"sophronia::dinner";"sophronia::first"
"sophronia::dinner";"sophronia::found"
"sophronia::dinner";"sophronia::room"
"sophronia::first";"sophronia::found"
"sophronia::first";"sophronia::room"
"sophronia::found";"sophronia::room"
"frederick_trent::chief";"frederick_trent::rejoice"
"frederick_trent::chief";"frederick_trent::time"
"frederick_trent::rejoice";"frederick_trent::time"
"frederick_trent::#-escape";"frederick_trent::search"
"codlin::found";"mrs_jarley::found"
"barbara::mother";"barbara::time"
"jacob::copy";"jacob::little"
"abel::name";"dick::name"
"abel::name";"garland::name"
"abel::name";"swiveller::name"
"dick::name";"garland::name"
"dick::name";"swiveller::name"
"garland::name";"swiveller::name"
"kit::laugh";"kit::laughs"
