"maria_ward::large";"thomas_bertram::large"
"chapman::room";"lady_bertram::room"
"fanny::room";"lady_bertram::room"
"maria_rushworth::married";"maria_rushworth::present"
"norris::actually";"norris::first"
"norris::actually";"norris::fresh"
"norris::actually";"norris::safe"
"norris::first";"norris::fresh"
"norris::fresh";"norris::safe"
"edmund::delightful";"fanny::delightful"
"edmund::back";"fanny::back"
"edmund::back";"mary_crawford::back"
"fanny::back";"mary_crawford::back"
"edmund::#-end";"fanny::#-end"
"edmund::#-end";"mary_crawford::#-end"
"fanny::#-end";"mary_crawford::#-end"
"grant::near";"grant::rest"
"grant::near";"grant::room"
"grant::near";"grant::two"
"grant::rest";"grant::room"
"grant::rest";"grant::two"
"grant::room";"grant::two"
"crawford::back";"crawford::present"
"fanny::first";"fanny::time"
"crawford::thought";"henry::thought"
"fanny::thought";"henry::thought"
"fanny::little";"henry::little"
"edmund::account";"edmund::hand"
"edmund::account";"edmund::two"
"edmund::account";"william::account"
"edmund::account";"william::hand"
"edmund::account";"william::two"
"edmund::hand";"edmund::two"
"edmund::hand";"william::account"
"edmund::hand";"william::hand"
"edmund::hand";"william::two"
"edmund::two";"william::account"
"edmund::two";"william::hand"
"william::account";"william::hand"
"william::account";"william::two"
"william::hand";"william::two"
"crawford::join";"thomas::join"
"crawford::rest";"harrison::rest"
"crawford::rest";"prescott::rest"
"crawford::rest";"thomas::rest"
"harrison::rest";"prescott::rest"
"harrison::rest";"thomas::rest"
"harrison::rest";"william::rest"
"prescott::rest";"thomas::rest"
"prescott::rest";"william::rest"
"thomas::rest";"william::rest"
"fanny::hand";"fanny::room"
"fanny::hand";"fanny::two"
"fanny::hand";"thomas::hand"
"fanny::hand";"thomas::room"
"fanny::hand";"thomas::two"
"fanny::room";"fanny::two"
"fanny::room";"thomas::hand"
"fanny::room";"thomas::room"
"fanny::room";"thomas::two"
"fanny::two";"thomas::hand"
"fanny::two";"thomas::room"
"fanny::two";"thomas::two"
"thomas::hand";"thomas::room"
"thomas::hand";"thomas::two"
"thomas::room";"thomas::two"
"grant::present";"grant::week"
"grant::present";"miss_crawford::present"
"grant::present";"miss_crawford::week"
"grant::present";"william::present"
"grant::present";"william::week"
"grant::week";"miss_crawford::present"
"grant::week";"miss_crawford::week"
"grant::week";"william::present"
"grant::week";"william::week"
"miss_crawford::present";"miss_crawford::week"
"miss_crawford::present";"william::present"
"miss_crawford::present";"william::week"
"miss_crawford::week";"william::present"
"miss_crawford::week";"william::week"
"william::present";"william::week"
"grant::known";"grant::meeting"
"grant::known";"miss_crawford::known"
"grant::known";"miss_crawford::meeting"
"grant::known";"william::known"
"grant::known";"william::meeting"
"grant::meeting";"miss_crawford::known"
"grant::meeting";"miss_crawford::meeting"
"grant::meeting";"william::known"
"grant::meeting";"william::meeting"
"miss_crawford::known";"miss_crawford::meeting"
"miss_crawford::known";"william::known"
"miss_crawford::known";"william::meeting"
"miss_crawford::meeting";"william::known"
"miss_crawford::meeting";"william::meeting"
"william::known";"william::meeting"
"thomas::mother";"thomas::use"
"bertram::calm";"bertram::end"
"bertram::calm";"fanny::calm"
"bertram::calm";"fanny::end"
"bertram::calm";"thomas::calm"
"bertram::calm";"thomas::end"
"bertram::end";"fanny::calm"
"bertram::end";"fanny::end"
"bertram::end";"thomas::calm"
"bertram::end";"thomas::end"
"fanny::calm";"fanny::end"
"fanny::calm";"thomas::calm"
"fanny::calm";"thomas::end"
"fanny::end";"thomas::calm"
"thomas::calm";"thomas::end"
"william_price::animated";"william_price::time"
"henry::end";"mansfield::end"
"bertram::room";"crawford::room"
"crawford::room";"edmund::room"
"bertram::little";"bertram::rejoice"
"bertram::little";"mary::little"
"bertram::little";"mary::rejoice"
"bertram::rejoice";"mary::little"
"bertram::rejoice";"mary::rejoice"
"mary::little";"mary::rejoice"
"fanny::known";"henry::known"
"fanny::#-admit";"grant::#-admit"
"crawford::loved";"crawford::name"
"crawford::loved";"crawford::prevent"
"crawford::name";"crawford::prevent"
"edmund::can";"henry_crawford::can"
"edmund::can";"thomas::can"
"henry_crawford::can";"thomas::can"
"crawford::comfortable";"crawford::found"
"crawford::comfortable";"crawford::talk"
"crawford::comfortable";"thomas::comfortable"
"crawford::comfortable";"thomas::found"
"crawford::comfortable";"thomas::talk"
"crawford::comfortable";"william::comfortable"
"crawford::comfortable";"william::found"
"crawford::comfortable";"william::talk"
"crawford::found";"crawford::talk"
"crawford::found";"thomas::comfortable"
"crawford::found";"thomas::talk"
"crawford::found";"william::comfortable"
"crawford::found";"william::talk"
"crawford::talk";"thomas::comfortable"
"crawford::talk";"thomas::found"
"crawford::talk";"thomas::talk"
"crawford::talk";"william::comfortable"
"crawford::talk";"william::found"
"crawford::talk";"william::talk"
"thomas::comfortable";"thomas::found"
"thomas::comfortable";"thomas::talk"
"thomas::comfortable";"william::comfortable"
"thomas::comfortable";"william::found"
"thomas::comfortable";"william::talk"
"thomas::found";"thomas::talk"
"thomas::found";"william::comfortable"
"thomas::found";"william::found"
"thomas::found";"william::talk"
"thomas::talk";"william::comfortable"
"thomas::talk";"william::found"
"thomas::talk";"william::talk"
"william::comfortable";"william::found"
"william::comfortable";"william::talk"
"william::found";"william::talk"
"william::first";"william::painful"
"william::hand";"william::join"
"bertram::thought";"william::thought"
"crawford::rest";"crawford::thought"
"norris::room";"thomas::room"
"fanny::talk";"mary::talk"
"crawford::time";"william::time"
"norris::actually";"norris::little"
"crawford::account";"fanny::account"
"crawford::fresh";"fanny::fresh"
"crawford::time";"thomas::time"
"crawford::can";"thomas::can"
"crawford::room";"fanny::room"
"crawford::found";"julia::found"
"julia::found";"maria::found"
"thomas::#-use";"thomas::cold"
"thomas::#-use";"thomas::talk"
"thomas::cold";"thomas::talk"
"thomas::anger";"thomas::dry"
"thomas::anger";"thomas::love"
"thomas::dry";"thomas::love"
"norris::#-excite";"norris::object"
"norris::first";"norris::room"
"norris::dinner";"norris::private"
"norris::dinner";"thomas::dinner"
"norris::dinner";"thomas::private"
"norris::private";"thomas::dinner"
"norris::private";"thomas::private"
"thomas::dinner";"thomas::private"
"norris::hope";"norris::wicked"
"norris::hope";"thomas::hope"
"norris::hope";"thomas::wicked"
"norris::wicked";"thomas::hope"
"norris::wicked";"thomas::wicked"
"thomas::hope";"thomas::wicked"
"crawford::love";"crawford::present"
"crawford::love";"crawford::thought"
"crawford::present";"crawford::thought"
"crawford::future";"crawford::present"
"crawford::stamp";"thomas::stamp"
"crawford::continue";"fanny::continue"
"crawford::continue";"thomas::continue"
"fanny::continue";"thomas::continue"
"fanny::line";"fanny::wonder"
"rushworth::daughter";"rushworth::married"
"crawford::#-idea";"thomas::#-idea"
"fanny::account";"norris::account"
"fanny::account";"thomas::account"
"norris::account";"thomas::account"
"norris::time";"thomas::time"
"crawford::full";"crawford::glow"
"crawford::full";"crawford::hand"
"crawford::glow";"crawford::hand"
"william::found";"william::secret"
"edmund::hand";"edmund::thought"
"thomas::match";"thomas::present"
"crawford::end";"crawford::wrong"
"crawford::dinner";"edmund::dinner"
"crawford::dinner";"thomas::dinner"
"edmund::dinner";"thomas::dinner"
"bertram::first";"bertram::stage"
"crawford::amused";"crawford::book"
"crawford::amused";"crawford::hand"
"crawford::amused";"edmund::amused"
"crawford::amused";"edmund::book"
"crawford::amused";"edmund::hand"
"crawford::book";"crawford::hand"
"crawford::book";"edmund::amused"
"crawford::book";"edmund::book"
"crawford::book";"edmund::hand"
"crawford::hand";"edmund::amused"
"crawford::hand";"edmund::book"
"edmund::amused";"edmund::book"
"edmund::amused";"edmund::hand"
"edmund::book";"edmund::hand"
"edmund::secret";"fanny::secret"
"crawford::hand";"shakespeare::hand"
"edmund::familiar";"shakespeare::familiar"
"crawford::attack";"crawford::back"
"crawford::attack";"crawford::bury"
"crawford::attack";"crawford::little"
"crawford::attack";"edmund::attack"
"crawford::attack";"edmund::back"
"crawford::attack";"edmund::bury"
"crawford::attack";"edmund::little"
"crawford::back";"crawford::bury"
"crawford::back";"crawford::little"
"crawford::back";"edmund::attack"
"crawford::back";"edmund::back"
"crawford::back";"edmund::bury"
"crawford::back";"edmund::little"
"crawford::bury";"crawford::little"
"crawford::bury";"edmund::attack"
"crawford::bury";"edmund::back"
"crawford::bury";"edmund::bury"
"crawford::bury";"edmund::little"
"crawford::little";"edmund::attack"
"crawford::little";"edmund::back"
"crawford::little";"edmund::bury"
"edmund::attack";"edmund::back"
"edmund::attack";"edmund::bury"
"edmund::attack";"edmund::little"
"edmund::back";"edmund::bury"
"edmund::back";"edmund::little"
"edmund::bury";"edmund::little"
"crawford::gentle";"edmund::gentle"
"crawford::gentle";"fanny::gentle"
"edmund::gentle";"fanny::gentle"
"bertram::first";"edmund::first"
"crawford::point";"thomas::point"
"fanny::thought";"fanny::wrong"
"fanny::warm";"shakespeare::warm"
"crawford::#-thought";"crawford::time"
"maria::time";"rushworth::time"
"crawford::wrong";"maria::wrong"
"edmund::anger";"edmund::idea"
"grant::little";"henry::little"
"crawford::end";"crawford::hope"
"crawford::end";"crawford::time"
"crawford::hope";"crawford::time"
"crawford::bitter";"crawford::open"
"crawford::bitter";"crawford::wrong"
"crawford::open";"crawford::wrong"
"crawford::name";"edmund::name"
"crawford::little";"crawford::object"
"crawford::little";"crawford::painful"
"crawford::little";"edmund::object"
"crawford::little";"edmund::painful"
"crawford::object";"crawford::painful"
"crawford::object";"edmund::little"
"crawford::object";"edmund::painful"
"crawford::painful";"edmund::little"
"crawford::painful";"edmund::object"
"crawford::painful";"edmund::painful"
"edmund::little";"edmund::object"
"edmund::little";"edmund::painful"
"edmund::object";"edmund::painful"
"lady_bertram::attack";"lady_bertram::little"
"lady_bertram::attack";"lady_bertram::room"
"lady_bertram::little";"lady_bertram::room"
"crawford::ready";"crawford::room"
"fanny::week";"thomas::week"
"fanny::gentle";"fanny::love"
"fanny::gentle";"fanny::time"
"fanny::love";"fanny::time"
"edmund::can";"lady_bertram::can"
"edmund::can";"norris::can"
"edmund::can";"tom::can"
"fanny::can";"lady_bertram::can"
"fanny::can";"norris::can"
"fanny::can";"thomas::can"
"fanny::can";"tom::can"
"lady_bertram::can";"norris::can"
"lady_bertram::can";"thomas::can"
"lady_bertram::can";"tom::can"
"norris::can";"tom::can"
"thomas::can";"tom::can"
"fraser::married";"janet::married"
"fraser::married";"margaret::married"
"janet::married";"margaret::married"
"janet::match";"janet::time"
"flora::sense";"rushworth::sense"
"flora::sense";"stornaway::sense"
"rushworth::sense";"stornaway::sense"
"flora::time";"flora::wrong"
"flora::time";"rushworth::time"
"flora::time";"rushworth::wrong"
"flora::time";"stornaway::time"
"flora::time";"stornaway::wrong"
"flora::wrong";"rushworth::time"
"flora::wrong";"rushworth::wrong"
"flora::wrong";"stornaway::time"
"flora::wrong";"stornaway::wrong"
"rushworth::time";"rushworth::wrong"
"rushworth::time";"stornaway::time"
"rushworth::time";"stornaway::wrong"
"rushworth::wrong";"stornaway::time"
"rushworth::wrong";"stornaway::wrong"
"stornaway::time";"stornaway::wrong"
"fanny::#-first";"fanny::time"
"crawford::deeply";"crawford::first"
"crawford::deeply";"mary::deeply"
"crawford::deeply";"mary::first"
"crawford::deeply";"william::deeply"
"crawford::deeply";"william::first"
"crawford::first";"mary::deeply"
"crawford::first";"mary::first"
"crawford::first";"william::deeply"
"crawford::first";"william::first"
"mary::deeply";"mary::first"
"mary::deeply";"william::deeply"
"mary::deeply";"william::first"
"mary::first";"william::deeply"
"mary::first";"william::first"
"william::deeply";"william::first"
"julia::meeting";"rushworths::meeting"
"julia::meeting";"thomas::meeting"
"rushworths::meeting";"thomas::meeting"
"crawford::secret";"crawford::thought"
"crawford::hope";"thomas::hope"
"crawford::idea";"thomas::idea"
"crawford::gentle";"thomas::gentle"
"crawford::deeply";"crawford::determined"
"crawford::deeply";"crawford::future"
"crawford::deeply";"crawford::train"
"crawford::deeply";"edmund::deeply"
"crawford::deeply";"edmund::determined"
"crawford::deeply";"edmund::future"
"crawford::deeply";"edmund::train"
"crawford::deeply";"mansfield::deeply"
"crawford::deeply";"mansfield::determined"
"crawford::deeply";"mansfield::future"
"crawford::deeply";"mansfield::train"
"crawford::deeply";"mary::determined"
"crawford::deeply";"mary::future"
"crawford::deeply";"mary::train"
"crawford::determined";"crawford::train"
"crawford::determined";"edmund::deeply"
"crawford::determined";"edmund::determined"
"crawford::determined";"edmund::future"
"crawford::determined";"edmund::train"
"crawford::determined";"mansfield::deeply"
"crawford::determined";"mansfield::determined"
"crawford::determined";"mansfield::future"
"crawford::determined";"mansfield::train"
"crawford::determined";"mary::deeply"
"crawford::determined";"mary::determined"
"crawford::determined";"mary::future"
"crawford::determined";"mary::train"
"crawford::future";"crawford::train"
"crawford::future";"edmund::deeply"
"crawford::future";"edmund::determined"
"crawford::future";"edmund::train"
"crawford::future";"mansfield::deeply"
"crawford::future";"mansfield::determined"
"crawford::future";"mansfield::future"
"crawford::future";"mansfield::train"
"crawford::future";"mary::deeply"
"crawford::future";"mary::determined"
"crawford::future";"mary::future"
"crawford::future";"mary::train"
"crawford::train";"edmund::deeply"
"crawford::train";"edmund::determined"
"crawford::train";"edmund::future"
"crawford::train";"mansfield::deeply"
"crawford::train";"mansfield::determined"
"crawford::train";"mansfield::future"
"crawford::train";"mansfield::train"
"crawford::train";"mary::deeply"
"crawford::train";"mary::determined"
"crawford::train";"mary::future"
"crawford::train";"mary::train"
"edmund::deeply";"edmund::determined"
"edmund::deeply";"edmund::future"
"edmund::deeply";"edmund::train"
"edmund::deeply";"mansfield::deeply"
"edmund::deeply";"mansfield::determined"
"edmund::deeply";"mansfield::future"
"edmund::deeply";"mansfield::train"
"edmund::deeply";"mary::deeply"
"edmund::deeply";"mary::determined"
"edmund::deeply";"mary::future"
"edmund::deeply";"mary::train"
"edmund::determined";"edmund::future"
"edmund::determined";"edmund::train"
"edmund::determined";"mansfield::deeply"
"edmund::determined";"mansfield::determined"
"edmund::determined";"mansfield::future"
"edmund::determined";"mansfield::train"
"edmund::determined";"mary::deeply"
"edmund::determined";"mary::determined"
"edmund::determined";"mary::future"
"edmund::determined";"mary::train"
"edmund::future";"edmund::train"
"edmund::future";"mansfield::deeply"
"edmund::future";"mansfield::determined"
"edmund::future";"mansfield::future"
"edmund::future";"mansfield::train"
"edmund::future";"mary::deeply"
"edmund::future";"mary::determined"
"edmund::future";"mary::future"
"edmund::future";"mary::train"
"edmund::train";"mansfield::deeply"
"edmund::train";"mansfield::determined"
"edmund::train";"mansfield::future"
"edmund::train";"mansfield::train"
"edmund::train";"mary::deeply"
"edmund::train";"mary::determined"
"edmund::train";"mary::future"
"edmund::train";"mary::train"
"mansfield::deeply";"mansfield::determined"
"mansfield::deeply";"mansfield::future"
"mansfield::deeply";"mansfield::train"
"mansfield::deeply";"mary::deeply"
"mansfield::deeply";"mary::determined"
"mansfield::deeply";"mary::future"
"mansfield::deeply";"mary::train"
"mansfield::determined";"mansfield::future"
"mansfield::determined";"mansfield::train"
"mansfield::determined";"mary::deeply"
"mansfield::determined";"mary::determined"
"mansfield::determined";"mary::future"
"mansfield::determined";"mary::train"
"mansfield::future";"mansfield::train"
"mansfield::future";"mary::deeply"
"mansfield::future";"mary::determined"
"mansfield::future";"mary::future"
"mansfield::future";"mary::train"
"mansfield::train";"mary::deeply"
"mansfield::train";"mary::determined"
"mansfield::train";"mary::future"
"mansfield::train";"mary::train"
"mary::deeply";"mary::determined"
"mary::deeply";"mary::future"
"mary::deeply";"mary::train"
"mary::determined";"mary::future"
"mary::determined";"mary::train"
"mary::future";"mary::train"
"edmund::heal";"william::heal"
"henry::account";"henry::fear"
"henry::account";"henry::safe"
"henry::account";"mary::account"
"henry::account";"mary::fear"
"henry::account";"mary::safe"
"henry::fear";"henry::safe"
"henry::fear";"mary::account"
"henry::fear";"mary::fear"
"henry::fear";"mary::safe"
"henry::safe";"mary::account"
"henry::safe";"mary::fear"
"henry::safe";"mary::safe"
"mary::account";"mary::fear"
"mary::account";"mary::safe"
"mary::fear";"mary::safe"
"fanny::love";"fanny::temper"
"betsey::love";"betsey::mother"
"betsey::love";"susan::love"
"betsey::love";"susan::mother"
"betsey::mother";"susan::love"
"betsey::mother";"susan::mother"
"susan::love";"susan::mother"
"fanny::idea";"william::idea"
"lady_bertram::back";"norris::back"
"norris::back";"thomas::back"
"edmund::hope";"edmund::mother"
"edmund::hope";"edmund::time"
"edmund::hope";"edmund::two"
"edmund::hope";"edmund::week"
"edmund::mother";"edmund::time"
"edmund::mother";"edmund::two"
"edmund::mother";"edmund::week"
"edmund::time";"edmund::two"
"edmund::time";"edmund::week"
"edmund::two";"edmund::week"
"bertram::glow";"edmund::glow"
"bertram::glow";"fanny::glow"
"edmund::glow";"fanny::glow"
"fanny::stage";"william::stage"
"crawford::#-rest";"crawford::chief"
"crawford::#-rest";"edmund::#-rest"
"crawford::#-rest";"edmund::chief"
"crawford::chief";"edmund::#-rest"
"crawford::chief";"edmund::chief"
"edmund::#-rest";"edmund::chief"
"fanny::love";"mansfield::love"
"fanny::present";"mansfield::present"
"campbell::time";"thrush::time"
"bertram::two";"betsey::two"
"bertram::two";"fanny::two"
"bertram::two";"susan::two"
"betsey::two";"fanny::two"
"betsey::two";"susan::two"
"fanny::two";"susan::two"
"fanny::mother";"fanny::suspect"
"sam::#-ready";"sam::thought"
"sam::#-ready";"sam::time"
"sam::thought";"sam::time"
"betsey::can";"rebecca::can"
"fanny::room";"rebecca::room"
"rebecca::first";"rebecca::room"
"rebecca::first";"sammy::first"
"rebecca::first";"sammy::room"
"rebecca::room";"sammy::first"
"rebecca::room";"sammy::room"
"sammy::first";"sammy::room"
"rebecca::hand";"sammy::hand"
"thrush::back";"william::back"
"charlie::dirty";"charlie::room"
"charlie::dirty";"charlie::school"
"charlie::dirty";"charlie::two"
"charlie::dirty";"thrush::dirty"
"charlie::dirty";"thrush::room"
"charlie::dirty";"thrush::school"
"charlie::dirty";"thrush::two"
"charlie::dirty";"tommy::dirty"
"charlie::dirty";"tommy::room"
"charlie::dirty";"tommy::school"
"charlie::dirty";"tommy::two"
"charlie::room";"charlie::school"
"charlie::room";"charlie::two"
"charlie::room";"thrush::dirty"
"charlie::room";"thrush::room"
"charlie::room";"thrush::school"
"charlie::room";"thrush::two"
"charlie::room";"tommy::dirty"
"charlie::room";"tommy::room"
"charlie::room";"tommy::school"
"charlie::room";"tommy::two"
"charlie::school";"charlie::two"
"charlie::school";"thrush::dirty"
"charlie::school";"thrush::room"
"charlie::school";"thrush::school"
"charlie::school";"thrush::two"
"charlie::school";"tommy::dirty"
"charlie::school";"tommy::room"
"charlie::school";"tommy::school"
"charlie::school";"tommy::two"
"charlie::two";"thrush::dirty"
"charlie::two";"thrush::room"
"charlie::two";"thrush::school"
"charlie::two";"thrush::two"
"charlie::two";"tommy::dirty"
"charlie::two";"tommy::room"
"charlie::two";"tommy::school"
"charlie::two";"tommy::two"
"thrush::dirty";"thrush::room"
"thrush::dirty";"thrush::school"
"thrush::dirty";"thrush::two"
"thrush::dirty";"tommy::dirty"
"thrush::dirty";"tommy::room"
"thrush::dirty";"tommy::school"
"thrush::dirty";"tommy::two"
"thrush::room";"thrush::school"
"thrush::room";"thrush::two"
"thrush::room";"tommy::dirty"
"thrush::room";"tommy::room"
"thrush::room";"tommy::school"
"thrush::room";"tommy::two"
"thrush::school";"thrush::two"
"thrush::school";"tommy::dirty"
"thrush::school";"tommy::room"
"thrush::school";"tommy::school"
"thrush::school";"tommy::two"
"thrush::two";"tommy::dirty"
"thrush::two";"tommy::room"
"thrush::two";"tommy::school"
"thrush::two";"tommy::two"
"tommy::dirty";"tommy::room"
"tommy::dirty";"tommy::school"
"tommy::dirty";"tommy::two"
"tommy::room";"tommy::school"
"tommy::room";"tommy::two"
"tommy::school";"tommy::two"
"susan::public";"susan::two"
"betsey::open";"charlie::open"
"betsey::open";"rebecca::open"
"betsey::open";"sammy::open"
"betsey::open";"tommy::open"
"betsey::open";"william::open"
"charlie::open";"rebecca::open"
"charlie::open";"sammy::open"
"charlie::open";"tommy::open"
"charlie::open";"william::open"
"rebecca::open";"sammy::open"
"rebecca::open";"tommy::open"
"rebecca::open";"william::open"
"sammy::open";"tommy::open"
"sammy::open";"william::open"
"tommy::open";"william::open"
"susan::room";"susan::tranquil"
"susan::little";"susan::order"
"fanny::open";"susan::open"
"fanny::open";"william::open"
"susan::open";"william::open"
"betsey::mother";"william::mother"
"betsey::daughter";"betsey::mother"
"betsey::daughter";"betsey::ready"
"betsey::daughter";"betsey::room"
"betsey::daughter";"betsey::time"
"betsey::daughter";"rebecca::daughter"
"betsey::daughter";"rebecca::mother"
"betsey::daughter";"rebecca::ready"
"betsey::daughter";"rebecca::room"
"betsey::daughter";"rebecca::time"
"betsey::daughter";"sammy::daughter"
"betsey::daughter";"sammy::mother"
"betsey::daughter";"sammy::ready"
"betsey::daughter";"sammy::room"
"betsey::daughter";"sammy::time"
"betsey::mother";"betsey::ready"
"betsey::mother";"betsey::room"
"betsey::mother";"betsey::time"
"betsey::mother";"rebecca::daughter"
"betsey::mother";"rebecca::mother"
"betsey::mother";"rebecca::ready"
"betsey::mother";"rebecca::room"
"betsey::mother";"rebecca::time"
"betsey::mother";"sammy::daughter"
"betsey::mother";"sammy::mother"
"betsey::mother";"sammy::ready"
"betsey::mother";"sammy::room"
"betsey::mother";"sammy::time"
"betsey::ready";"betsey::room"
"betsey::ready";"betsey::time"
"betsey::ready";"rebecca::daughter"
"betsey::ready";"rebecca::mother"
"betsey::ready";"rebecca::ready"
"betsey::ready";"rebecca::room"
"betsey::ready";"rebecca::time"
"betsey::ready";"sammy::daughter"
"betsey::ready";"sammy::mother"
"betsey::ready";"sammy::ready"
"betsey::ready";"sammy::room"
"betsey::ready";"sammy::time"
"betsey::room";"betsey::time"
"betsey::room";"rebecca::daughter"
"betsey::room";"rebecca::mother"
"betsey::room";"rebecca::ready"
"betsey::room";"rebecca::room"
"betsey::room";"rebecca::time"
"betsey::room";"sammy::daughter"
"betsey::room";"sammy::mother"
"betsey::room";"sammy::ready"
"betsey::room";"sammy::room"
"betsey::room";"sammy::time"
"betsey::time";"rebecca::daughter"
"betsey::time";"rebecca::mother"
"betsey::time";"rebecca::ready"
"betsey::time";"rebecca::room"
"betsey::time";"rebecca::time"
"betsey::time";"sammy::daughter"
"betsey::time";"sammy::mother"
"betsey::time";"sammy::ready"
"betsey::time";"sammy::room"
"betsey::time";"sammy::time"
"rebecca::daughter";"rebecca::mother"
"rebecca::daughter";"rebecca::ready"
"rebecca::daughter";"rebecca::room"
"rebecca::daughter";"rebecca::time"
"rebecca::daughter";"sammy::daughter"
"rebecca::daughter";"sammy::mother"
"rebecca::daughter";"sammy::ready"
"rebecca::daughter";"sammy::room"
"rebecca::daughter";"sammy::time"
"rebecca::mother";"rebecca::ready"
"rebecca::mother";"rebecca::room"
"rebecca::mother";"rebecca::time"
"rebecca::mother";"sammy::daughter"
"rebecca::mother";"sammy::mother"
"rebecca::mother";"sammy::ready"
"rebecca::mother";"sammy::room"
"rebecca::mother";"sammy::time"
"rebecca::ready";"rebecca::room"
"rebecca::ready";"rebecca::time"
"rebecca::ready";"sammy::daughter"
"rebecca::ready";"sammy::mother"
"rebecca::ready";"sammy::ready"
"rebecca::ready";"sammy::room"
"rebecca::ready";"sammy::time"
"rebecca::room";"rebecca::time"
"rebecca::room";"sammy::daughter"
"rebecca::room";"sammy::mother"
"rebecca::room";"sammy::ready"
"rebecca::room";"sammy::time"
"rebecca::time";"sammy::daughter"
"rebecca::time";"sammy::mother"
"rebecca::time";"sammy::ready"
"rebecca::time";"sammy::room"
"rebecca::time";"sammy::time"
"sammy::daughter";"sammy::mother"
"sammy::daughter";"sammy::ready"
"sammy::daughter";"sammy::room"
"sammy::daughter";"sammy::time"
"sammy::mother";"sammy::ready"
"sammy::mother";"sammy::room"
"sammy::mother";"sammy::time"
"sammy::ready";"sammy::room"
"sammy::ready";"sammy::time"
"sammy::room";"sammy::time"
"betsey::hope";"fanny::hope"
"betsey::hope";"julia::hope"
"betsey::hope";"lady_bertram::hope"
"betsey::hope";"maria::hope"
"betsey::hope";"norris::hope"
"betsey::hope";"rebecca::hope"
"betsey::hope";"susan::hope"
"betsey::hope";"thomas::hope"
"betsey::hope";"tom::hope"
"fanny::hope";"julia::hope"
"fanny::hope";"lady_bertram::hope"
"fanny::hope";"maria::hope"
"fanny::hope";"norris::hope"
"fanny::hope";"rebecca::hope"
"fanny::hope";"susan::hope"
"fanny::hope";"thomas::hope"
"fanny::hope";"tom::hope"
"julia::hope";"lady_bertram::hope"
"julia::hope";"norris::hope"
"julia::hope";"rebecca::hope"
"julia::hope";"susan::hope"
"julia::hope";"thomas::hope"
"julia::hope";"tom::hope"
"lady_bertram::hope";"maria::hope"
"lady_bertram::hope";"norris::hope"
"lady_bertram::hope";"rebecca::hope"
"lady_bertram::hope";"susan::hope"
"lady_bertram::hope";"thomas::hope"
"lady_bertram::hope";"tom::hope"
"maria::hope";"norris::hope"
"maria::hope";"rebecca::hope"
"maria::hope";"susan::hope"
"maria::hope";"thomas::hope"
"maria::hope";"tom::hope"
"norris::hope";"rebecca::hope"
"norris::hope";"susan::hope"
"norris::hope";"tom::hope"
"rebecca::hope";"susan::hope"
"rebecca::hope";"thomas::hope"
"rebecca::hope";"tom::hope"
"susan::hope";"thomas::hope"
"susan::hope";"tom::hope"
"thomas::hope";"tom::hope"
"betsey::little";"susan::little"
"mary::little";"mary::thought"
"mary::little";"mary::two"
"fanny::book";"norris::book"
"betsey::first";"rebecca::first"
"william::back";"william::mother"
"betsey::first";"william::first"
"betsey::rest";"charlie::rest"
"betsey::rest";"johnny::rest"
"betsey::rest";"richardd::rest"
"betsey::rest";"sammy::rest"
"betsey::rest";"tommy::rest"
"betsey::rest";"william::rest"
"charlie::rest";"johnny::rest"
"charlie::rest";"richardd::rest"
"charlie::rest";"sammy::rest"
"charlie::rest";"tommy::rest"
"charlie::rest";"william::rest"
"johnny::rest";"richardd::rest"
"johnny::rest";"sammy::rest"
"johnny::rest";"tommy::rest"
"johnny::rest";"william::rest"
"richardd::rest";"sammy::rest"
"richardd::rest";"tommy::rest"
"richardd::rest";"william::rest"
"sammy::rest";"tommy::rest"
"sammy::rest";"william::rest"
"tommy::rest";"william::rest"
"betsey::time";"charlie::time"
"betsey::time";"johnny::time"
"betsey::time";"richardd::time"
"betsey::time";"tommy::time"
"betsey::time";"william::time"
"charlie::time";"johnny::time"
"charlie::time";"richardd::time"
"charlie::time";"sammy::time"
"charlie::time";"tommy::time"
"charlie::time";"william::time"
"johnny::time";"richardd::time"
"johnny::time";"sammy::time"
"johnny::time";"tommy::time"
"johnny::time";"william::time"
"richardd::time";"sammy::time"
"richardd::time";"tommy::time"
"richardd::time";"william::time"
"sammy::time";"tommy::time"
"sammy::time";"william::time"
"tommy::time";"william::time"
"betsey::busy";"charlie::busy"
"betsey::busy";"johnny::busy"
"betsey::busy";"richardd::busy"
"betsey::busy";"sammy::busy"
"betsey::busy";"tommy::busy"
"betsey::busy";"william::busy"
"charlie::busy";"johnny::busy"
"charlie::busy";"richardd::busy"
"charlie::busy";"sammy::busy"
"charlie::busy";"tommy::busy"
"charlie::busy";"william::busy"
"johnny::busy";"richardd::busy"
"johnny::busy";"sammy::busy"
"johnny::busy";"tommy::busy"
"johnny::busy";"william::busy"
"richardd::busy";"sammy::busy"
"richardd::busy";"tommy::busy"
"richardd::busy";"william::busy"
"sammy::busy";"tommy::busy"
"sammy::busy";"william::busy"
"tommy::busy";"william::busy"
"charlie::found";"charlie::gentle"
"charlie::found";"charlie::suggest"
"charlie::found";"fanny::found"
"charlie::found";"fanny::gentle"
"charlie::found";"fanny::suggest"
"charlie::found";"sammy::found"
"charlie::found";"sammy::gentle"
