"henry_dashwood::cheerfulness";"henry_dashwood::constant"
"marianne::#-agreeable";"marianne::punctuality"
"dashwood::determined";"dashwood::just"
"dashwood::determined";"robert_ferrars::determined"
"dashwood::determined";"robert_ferrars::just"
"dashwood::just";"robert_ferrars::determined"
"dashwood::just";"robert_ferrars::just"
"robert_ferrars::determined";"robert_ferrars::just"
"edward::critical";"robert::critical"
"pratt::consider";"westminster::consider"
"elinor::live";"elinor::living"
"john_dashwood::#-pleasure";"john_dashwood::communicated"
"dennison::consideration";"jennings::consideration"
"anne_steele::just";"lucy_steele::just"
"anne_steele::slyly";"brandon::slyly"
"anne_steele::slyly";"elinor::slyly"
"anne_steele::slyly";"lucy_steele::slyly"
"anne_steele::slyly";"marianne::slyly"
"brandon::slyly";"elinor::slyly"
"brandon::slyly";"lucy_steele::slyly"
"brandon::slyly";"marianne::slyly"
"elinor::slyly";"lucy_steele::slyly"
"elinor::slyly";"marianne::slyly"
"lucy_steele::slyly";"marianne::slyly"
"fanny::proud";"lady_middleton::proud"
"fanny::proud";"lucy::proud"
"lady_middleton::proud";"lucy::proud"
"edward::material";"edward::opportunity"
"edward::just";"lucy::just"
"edward::violent";"lucy::violent"
"lucy::just";"nancy::just"
"elinor::naturally";"jennings::naturally"
"edward::impartiality";"jennings::impartiality"
"edward::impartiality";"marianne::impartiality"
"jennings::impartiality";"marianne::impartiality"
"edward::determine";"edward::earnestly"
"edward::determine";"lucy::earnestly"
"edward::earnestly";"lucy::determine"
"edward::earnestly";"lucy::earnestly"
"lucy::determine";"lucy::earnestly"
"edward::anxious";"ferrars::anxious"
"edward::consolation--to";"edward::particulars"
"edward::consolation--to";"marianne::consolation--to"
"edward::consolation--to";"marianne::particulars"
"edward::particulars";"marianne::consolation--to"
"edward::particulars";"marianne::particulars"
"marianne::consolation--to";"marianne::particulars"
"edward::knowledge";"edward::practicable"
"edward::knowledge";"marianne::knowledge"
"edward::knowledge";"marianne::practicable"
"edward::practicable";"marianne::knowledge"
"edward::practicable";"marianne::practicable"
"marianne::knowledge";"marianne::practicable"
"edward::earnest";"edward::imprudence"
"edward::earnest";"elinor::earnest"
"edward::earnest";"elinor::imprudence"
"edward::imprudence";"elinor::earnest"
"edward::imprudence";"elinor::imprudence"
"elinor::earnest";"elinor::imprudence"
"edward::sincerely";"elinor::sincerely"
"edward::sincerely";"willoughby::sincerely"
"elinor::sincerely";"willoughby::sincerely"
"edward::affection";"edward::considered"
"edward::affection";"edward::unamiable"
"edward::affection";"lucy_steele::affection"
"edward::affection";"lucy_steele::considered"
"edward::affection";"lucy_steele::unamiable"
"edward::considered";"edward::unamiable"
"edward::considered";"lucy_steele::affection"
"edward::considered";"lucy_steele::considered"
"edward::considered";"lucy_steele::unamiable"
"edward::unamiable";"lucy_steele::affection"
"edward::unamiable";"lucy_steele::considered"
"edward::unamiable";"lucy_steele::unamiable"
"lucy_steele::affection";"lucy_steele::considered"
"lucy_steele::affection";"lucy_steele::unamiable"
"lucy_steele::considered";"lucy_steele::unamiable"
"elinor::particulars";"elinor::question"
"marianne::constant";"marianne::particular"
"edward::understanding";"lucy::understanding"
"edward::understanding";"marianne::understanding"
"lucy::understanding";"marianne::understanding"
"edward::bitterness--to";"edward::cordiality--"
"edward::bitterness--to";"elinor::bitterness--to"
"edward::bitterness--to";"elinor::cordiality--"
"edward::bitterness--to";"lucy::bitterness--to"
"edward::bitterness--to";"lucy::cordiality--"
"edward::bitterness--to";"marianne::bitterness--to"
"edward::bitterness--to";"marianne::cordiality--"
"edward::cordiality--";"elinor::bitterness--to"
"edward::cordiality--";"elinor::cordiality--"
"edward::cordiality--";"lucy::bitterness--to"
"edward::cordiality--";"lucy::cordiality--"
"edward::cordiality--";"marianne::bitterness--to"
"edward::cordiality--";"marianne::cordiality--"
"elinor::bitterness--to";"elinor::cordiality--"
"elinor::bitterness--to";"lucy::bitterness--to"
"elinor::bitterness--to";"lucy::cordiality--"
"elinor::bitterness--to";"marianne::bitterness--to"
"elinor::bitterness--to";"marianne::cordiality--"
"elinor::cordiality--";"lucy::bitterness--to"
"elinor::cordiality--";"lucy::cordiality--"
"elinor::cordiality--";"marianne::bitterness--to"
"elinor::cordiality--";"marianne::cordiality--"
"lucy::bitterness--to";"lucy::cordiality--"
"lucy::bitterness--to";"marianne::bitterness--to"
"lucy::bitterness--to";"marianne::cordiality--"
"lucy::cordiality--";"marianne::bitterness--to"
"lucy::cordiality--";"marianne::cordiality--"
"marianne::bitterness--to";"marianne::cordiality--"
"edward::affection";"jennings::affection"
"edward::affection";"lucy::affection"
"jennings::affection";"lucy::affection"
"marianne::benevolence";"marianne::companions"
"marianne::benevolence";"marianne::kind"
"marianne::benevolence";"marianne::pleasant"
"marianne::companions";"marianne::kind"
"marianne::companions";"marianne::pleasant"
"marianne::kind";"marianne::pleasant"
"fanny::arguments";"ferrars::arguments"
"morton::certain";"morton::persisted"
"jennings::blunt";"jennings::honest"
"jennings::blunt";"jennings::silent"
"jennings::honest";"jennings::silent"
"lucy_steele::business";"lucy_steele::kind"
"edward::kindness";"elinor::kindness"
"edward::business\"";"robert::business\""
"edward::kind";"edward::material"
"edward::kind";"edward::sentiments"
"edward::kind";"elinor::material"
"edward::kind";"elinor::sentiments"
"edward::kind";"ferrars::kind"
"edward::kind";"ferrars::material"
"edward::kind";"ferrars::sentiments"
"edward::kind";"marianne::kind"
"edward::kind";"marianne::material"
"edward::kind";"marianne::sentiments"
"edward::material";"edward::sentiments"
"edward::material";"elinor::kind"
"edward::material";"elinor::material"
"edward::material";"elinor::sentiments"
"edward::material";"ferrars::kind"
"edward::material";"ferrars::material"
"edward::material";"ferrars::sentiments"
"edward::material";"marianne::kind"
"edward::material";"marianne::material"
"edward::material";"marianne::sentiments"
"edward::sentiments";"elinor::kind"
"edward::sentiments";"elinor::material"
"edward::sentiments";"elinor::sentiments"
"edward::sentiments";"ferrars::kind"
"edward::sentiments";"ferrars::material"
"edward::sentiments";"ferrars::sentiments"
"edward::sentiments";"marianne::kind"
"edward::sentiments";"marianne::material"
"edward::sentiments";"marianne::sentiments"
"elinor::kind";"elinor::material"
"elinor::kind";"elinor::sentiments"
"elinor::kind";"ferrars::kind"
"elinor::kind";"ferrars::material"
"elinor::kind";"ferrars::sentiments"
"elinor::kind";"marianne::material"
"elinor::kind";"marianne::sentiments"
"elinor::material";"elinor::sentiments"
"elinor::material";"ferrars::kind"
"elinor::material";"ferrars::material"
"elinor::material";"ferrars::sentiments"
"elinor::material";"marianne::kind"
"elinor::material";"marianne::material"
"elinor::material";"marianne::sentiments"
"elinor::sentiments";"ferrars::kind"
"elinor::sentiments";"ferrars::material"
"elinor::sentiments";"ferrars::sentiments"
"elinor::sentiments";"marianne::kind"
"elinor::sentiments";"marianne::material"
"elinor::sentiments";"marianne::sentiments"
"ferrars::kind";"ferrars::material"
"ferrars::kind";"ferrars::sentiments"
"ferrars::kind";"marianne::kind"
"ferrars::kind";"marianne::material"
"ferrars::kind";"marianne::sentiments"
"ferrars::material";"ferrars::sentiments"
"ferrars::material";"marianne::kind"
"ferrars::material";"marianne::material"
"ferrars::material";"marianne::sentiments"
"ferrars::sentiments";"marianne::kind"
"ferrars::sentiments";"marianne::material"
"ferrars::sentiments";"marianne::sentiments"
"marianne::kind";"marianne::material"
"marianne::kind";"marianne::sentiments"
"marianne::material";"marianne::sentiments"
"jennings::spirited";"marianne::spirited"
"edward::warm";"elinor::warm"
"edward::warm";"jennings::warm"
"edward::warm";"marianne::warm"
"elinor::warm";"jennings::warm"
"elinor::warm";"marianne::warm"
"jennings::warm";"marianne::warm"
"edward::consolation";"jennings::consolation"
"elinor::consolation";"jennings::consolation"
"jennings::consolation";"marianne::consolation"
"edward::affection";"edward::dissatisfied"
"edward::affection";"edward::principle"
"edward::affection";"edward::warm"
"edward::affection";"elinor::affection"
"edward::affection";"elinor::dissatisfied"
"edward::affection";"elinor::principle"
"edward::affection";"elinor::warm"
"edward::affection";"marianne::dissatisfied"
"edward::affection";"marianne::principle"
"edward::affection";"marianne::warm"
"edward::dissatisfied";"edward::principle"
"edward::dissatisfied";"edward::warm"
"edward::dissatisfied";"elinor::affection"
"edward::dissatisfied";"elinor::dissatisfied"
"edward::dissatisfied";"elinor::principle"
"edward::dissatisfied";"elinor::warm"
"edward::dissatisfied";"marianne::affection"
"edward::dissatisfied";"marianne::dissatisfied"
"edward::dissatisfied";"marianne::principle"
"edward::dissatisfied";"marianne::warm"
"edward::principle";"edward::warm"
"edward::principle";"elinor::affection"
"edward::principle";"elinor::dissatisfied"
"edward::principle";"elinor::principle"
"edward::principle";"elinor::warm"
"edward::principle";"marianne::affection"
"edward::principle";"marianne::dissatisfied"
"edward::principle";"marianne::principle"
"edward::principle";"marianne::warm"
"edward::warm";"elinor::affection"
"edward::warm";"elinor::dissatisfied"
"edward::warm";"elinor::principle"
"edward::warm";"marianne::affection"
"edward::warm";"marianne::dissatisfied"
"edward::warm";"marianne::principle"
"elinor::affection";"elinor::dissatisfied"
"elinor::affection";"elinor::principle"
"elinor::affection";"elinor::warm"
"elinor::affection";"marianne::affection"
"elinor::affection";"marianne::dissatisfied"
"elinor::affection";"marianne::principle"
"elinor::affection";"marianne::warm"
"elinor::dissatisfied";"elinor::principle"
"elinor::dissatisfied";"elinor::warm"
"elinor::dissatisfied";"marianne::affection"
"elinor::dissatisfied";"marianne::dissatisfied"
"elinor::dissatisfied";"marianne::principle"
"elinor::dissatisfied";"marianne::warm"
"elinor::principle";"elinor::warm"
"elinor::principle";"marianne::affection"
"elinor::principle";"marianne::dissatisfied"
"elinor::principle";"marianne::principle"
"elinor::principle";"marianne::warm"
"elinor::warm";"marianne::affection"
"elinor::warm";"marianne::dissatisfied"
"elinor::warm";"marianne::principle"
"marianne::affection";"marianne::dissatisfied"
"marianne::affection";"marianne::principle"
"marianne::affection";"marianne::warm"
"marianne::dissatisfied";"marianne::principle"
"marianne::dissatisfied";"marianne::warm"
"marianne::principle";"marianne::warm"
"edward::bitterly";"elinor::bitterly"
"edward::bitterly";"marianne::bitterly"
"elinor::bitterly";"marianne::bitterly"
"elinor::constant";"jennings::constant"
"elinor::constant";"marianne::constant"
"jennings::constant";"marianne::constant"
"lucy::#-business";"lucy::certain\""
"edward::just";"richardson::just"
"lucy::just";"richardson::just"
"lucy::just";"martha_sharpe::just"
"edward::determined";"edward::exactly"
"edward::determined";"edward::firmly"
"edward::determined";"lucy::determined"
"edward::determined";"lucy::exactly"
"edward::determined";"lucy::firmly"
"edward::exactly";"edward::firmly"
"edward::exactly";"lucy::determined"
"edward::exactly";"lucy::exactly"
"edward::exactly";"lucy::firmly"
"edward::firmly";"lucy::determined"
"edward::firmly";"lucy::exactly"
"edward::firmly";"lucy::firmly"
"lucy::determined";"lucy::exactly"
"lucy::determined";"lucy::firmly"
"lucy::exactly";"lucy::firmly"
"jennings::communication";"jennings::natural"
"elinor::impatience";"marianne::impatience"
"elinor::accomplishment";"elinor::kind"
"elinor::accomplishment";"elinor::seriously"
"elinor::kind";"elinor::seriously"
"jennings::warm";"palmer::warm"
"elinor::particular";"elinor::vigorous"
"elinor::particular";"jennings::vigorous"
"elinor::vigorous";"jennings::particular"
"elinor::vigorous";"jennings::vigorous"
"jennings::particular";"jennings::vigorous"
"elinor::companion";"jennings::companion"
"ferrars::persevering";"ferrars::understand"
"elinor::#-understand";"elinor::inquiring"
"elinor::#-understand";"jennings::#-understand"
"elinor::#-understand";"jennings::inquiring"
"elinor::inquiring";"jennings::#-understand"
"elinor::inquiring";"jennings::inquiring"
"jennings::#-understand";"jennings::inquiring"
"edward::deliberating";"edward::particular"
"elinor::giving";"elinor::information"
"elinor::giving";"elinor::just"
"elinor::giving";"elinor::properly"
"elinor::information";"elinor::just"
"elinor::information";"elinor::properly"
"elinor::just";"elinor::properly"
"jennings::certainly";"jennings::pleasure"
"brandon::just";"brandon::pleasure"
"brandon::just";"brandon::understanding"
"brandon::pleasure";"brandon::understanding"
"brandon::deep";"elinor::deep"
"brandon::gentleman\"";"elinor::gentleman\""
"elinor::particularly";"elinor::understand"
"edward::earnest";"edward::serious"
"edward::earnest";"edward::uncheerful"
"edward::serious";"edward::uncheerful"
"elinor::possession";"jennings::possession"
"jennings::considerable";"jennings::material"
"jennings::knowledge";"jennings::live"
"edward::capable";"edward::warmth"
"edward::capable";"elinor::capable"
"edward::capable";"elinor::warmth"
"edward::capable";"mizz_dashwood::capable"
"edward::capable";"mizz_dashwood::warmth"
"edward::warmth";"elinor::capable"
"edward::warmth";"elinor::warmth"
"edward::warmth";"mizz_dashwood::capable"
"edward::warmth";"mizz_dashwood::warmth"
"elinor::capable";"elinor::warmth"
"elinor::capable";"mizz_dashwood::capable"
"elinor::capable";"mizz_dashwood::warmth"
"elinor::warmth";"mizz_dashwood::capable"
"elinor::warmth";"mizz_dashwood::warmth"
"mizz_dashwood::capable";"mizz_dashwood::warmth"
"brandon::anxious";"brandon::worldly"
"elinor::verbal";"john_dashwood::verbal"
"elinor::companions";"john_dashwood::companions"
"edward::#-contented";"elinor::#-contented"
"edward::#-contented";"jennings::#-contented"
"edward::#-contented";"john_dashwood::#-contented"
"edward::#-contented";"marianne::#-contented"
"elinor::#-contented";"jennings::#-contented"
"elinor::#-contented";"john_dashwood::#-contented"
"elinor::#-contented";"marianne::#-contented"
"jennings::#-contented";"john_dashwood::#-contented"
"jennings::#-contented";"marianne::#-contented"
"john_dashwood::#-contented";"marianne::#-contented"
"elinor::just";"elinor::pleasure"
"elinor::just";"fanny::just"
"elinor::just";"fanny::pleasure"
"elinor::pleasure";"fanny::just"
"elinor::pleasure";"fanny::pleasure"
"fanny::just";"fanny::pleasure"
"brandon::authority";"brandon::understand"
"brandon::authority";"edward::authority"
"brandon::authority";"edward::understand"
"brandon::authority";"elinor::authority"
"brandon::authority";"elinor::understand"
"brandon::understand";"edward::authority"
"brandon::understand";"edward::understand"
"brandon::understand";"elinor::authority"
"brandon::understand";"elinor::understand"
"edward::authority";"edward::understand"
"edward::authority";"elinor::authority"
"edward::authority";"elinor::understand"
"edward::understand";"elinor::authority"
"edward::understand";"elinor::understand"
"elinor::authority";"elinor::understand"
"ferrars::live";"ferrars::question"
"robert::agreeable";"robert::considered"
"elinor::silent--his";"john_dashwood::silent--his"
"ferrars::certain";"ferrars::precisely"
"ferrars::certain";"ferrars::understand"
"ferrars::precisely";"ferrars::understand"
"elinor::prejudice";"elinor::unfair"
"elinor::prejudice";"elinor::uninformed"
"elinor::prejudice";"fanny::prejudice"
"elinor::prejudice";"fanny::unfair"
"elinor::prejudice";"fanny::uninformed"
"elinor::prejudice";"john_dashwood::prejudice"
"elinor::prejudice";"john_dashwood::unfair"
"elinor::prejudice";"john_dashwood::uninformed"
"elinor::prejudice";"robert::prejudice"
"elinor::prejudice";"robert::unfair"
"elinor::prejudice";"robert::uninformed"
"elinor::unfair";"elinor::uninformed"
"elinor::unfair";"fanny::prejudice"
"elinor::unfair";"fanny::unfair"
"elinor::unfair";"fanny::uninformed"
"elinor::unfair";"john_dashwood::prejudice"
"elinor::unfair";"john_dashwood::unfair"
"elinor::unfair";"john_dashwood::uninformed"
"elinor::unfair";"robert::prejudice"
"elinor::unfair";"robert::unfair"
"elinor::unfair";"robert::uninformed"
"elinor::uninformed";"fanny::prejudice"
"elinor::uninformed";"fanny::unfair"
"elinor::uninformed";"fanny::uninformed"
"elinor::uninformed";"john_dashwood::prejudice"
"elinor::uninformed";"john_dashwood::unfair"
"elinor::uninformed";"john_dashwood::uninformed"
"elinor::uninformed";"robert::prejudice"
"elinor::uninformed";"robert::unfair"
"elinor::uninformed";"robert::uninformed"
"fanny::prejudice";"fanny::unfair"
"fanny::prejudice";"fanny::uninformed"
"fanny::prejudice";"john_dashwood::prejudice"
"fanny::prejudice";"john_dashwood::unfair"
"fanny::prejudice";"john_dashwood::uninformed"
"fanny::prejudice";"robert::prejudice"
"fanny::prejudice";"robert::unfair"
"fanny::prejudice";"robert::uninformed"
"fanny::unfair";"fanny::uninformed"
"fanny::unfair";"john_dashwood::prejudice"
"fanny::unfair";"john_dashwood::unfair"
"fanny::unfair";"john_dashwood::uninformed"
"fanny::unfair";"robert::prejudice"
"fanny::unfair";"robert::unfair"
"fanny::unfair";"robert::uninformed"
"fanny::uninformed";"john_dashwood::prejudice"
"fanny::uninformed";"john_dashwood::unfair"
"fanny::uninformed";"john_dashwood::uninformed"
"fanny::uninformed";"robert::prejudice"
"fanny::uninformed";"robert::unfair"
"fanny::uninformed";"robert::uninformed"
"john_dashwood::prejudice";"john_dashwood::unfair"
"john_dashwood::prejudice";"john_dashwood::uninformed"
"john_dashwood::prejudice";"robert::prejudice"
"john_dashwood::prejudice";"robert::unfair"
"john_dashwood::prejudice";"robert::uninformed"
"john_dashwood::unfair";"john_dashwood::uninformed"
"john_dashwood::unfair";"robert::prejudice"
"john_dashwood::unfair";"robert::unfair"
"john_dashwood::unfair";"robert::uninformed"
"john_dashwood::uninformed";"robert::prejudice"
"john_dashwood::uninformed";"robert::unfair"
"john_dashwood::uninformed";"robert::uninformed"
"robert::prejudice";"robert::unfair"
"robert::prejudice";"robert::uninformed"
"robert::unfair";"robert::uninformed"
"elinor::particulars";"john_dashwood::particulars"
"elinor::particulars";"robert::particulars"
"john_dashwood::particulars";"robert::particulars"
"elinor::immoderately";"john_dashwood::immoderately"
"elinor::immoderately";"robert::immoderately"
"john_dashwood::immoderately";"robert::immoderately"
"edward::fanciful";"john_smith::fanciful"
"edward::fanciful";"mary_brown::fanciful"
"john_smith::fanciful";"mary_brown::fanciful"
"elinor::#-restrain";"elinor::immovable"
"jennings::considered";"jennings::determined"
"jennings::considered";"lucy::considered"
"jennings::considered";"lucy::determined"
"jennings::determined";"lucy::considered"
"jennings::determined";"lucy::determined"
"lucy::considered";"lucy::determined"
"marianne::distant";"marianne::just"
"marianne::cold";"marianne::pleasant"
"palmer::constant";"palmer::friendly"
"edward::complacency";"edward::generous"
"edward::complacency";"edward::selfishness"
"edward::complacency";"edward::simple"
"edward::generous";"edward::selfishness"
"edward::generous";"edward::simple"
"edward::selfishness";"edward::simple"
"brandon::intelligence";"brandon::kind"
"brandon::intelligence";"edward::intelligence"
"brandon::intelligence";"edward::kind"
"brandon::intelligence";"ferrars::intelligence"
"brandon::intelligence";"ferrars::kind"
"brandon::kind";"edward::intelligence"
"brandon::kind";"edward::kind"
"brandon::kind";"ferrars::intelligence"
"brandon::kind";"ferrars::kind"
"edward::intelligence";"edward::kind"
"edward::intelligence";"ferrars::intelligence"
"edward::intelligence";"ferrars::kind"
"edward::kind";"ferrars::intelligence"
"ferrars::intelligence";"ferrars::kind"
"elinor::restless";"jennings::restless"
"elinor::restless";"marianne::restless"
"elinor::restless";"palmer::restless"
"jennings::restless";"marianne::restless"
"jennings::restless";"palmer::restless"
"marianne::restless";"palmer::restless"
"elinor::complaint";"elinor::serious"
"elinor::complaint";"harris::complaint"
"elinor::complaint";"harris::serious"
"elinor::complaint";"jennings::complaint"
"elinor::complaint";"jennings::serious"
"elinor::complaint";"marianne::serious"
"elinor::complaint";"palmer::complaint"
"elinor::complaint";"palmer::serious"
"elinor::serious";"harris::complaint"
"elinor::serious";"harris::serious"
"elinor::serious";"jennings::complaint"
"elinor::serious";"jennings::serious"
"elinor::serious";"marianne::complaint"
"elinor::serious";"marianne::serious"
"elinor::serious";"palmer::complaint"
"elinor::serious";"palmer::serious"
"harris::complaint";"harris::serious"
"harris::complaint";"jennings::complaint"
"harris::complaint";"jennings::serious"
"harris::complaint";"marianne::complaint"
"harris::complaint";"marianne::serious"
"harris::complaint";"palmer::complaint"
"harris::complaint";"palmer::serious"
"harris::serious";"jennings::complaint"
"harris::serious";"jennings::serious"
"harris::serious";"marianne::complaint"
"harris::serious";"marianne::serious"
"harris::serious";"palmer::complaint"
"harris::serious";"palmer::serious"
"jennings::complaint";"jennings::serious"
"jennings::complaint";"marianne::complaint"
"jennings::complaint";"marianne::serious"
"jennings::complaint";"palmer::complaint"
"jennings::complaint";"palmer::serious"
"jennings::serious";"marianne::complaint"
"jennings::serious";"marianne::serious"
"jennings::serious";"palmer::complaint"
"jennings::serious";"palmer::serious"
"marianne::complaint";"marianne::serious"
"marianne::complaint";"palmer::complaint"
"marianne::complaint";"palmer::serious"
"marianne::serious";"palmer::complaint"
"marianne::serious";"palmer::serious"
"palmer::complaint";"palmer::serious"
"harris::earnest";"harris::lived"
"harris::earnest";"palmer::earnest"
"harris::earnest";"palmer::lived"
"harris::lived";"palmer::earnest"
"harris::lived";"palmer::lived"
"palmer::earnest";"palmer::lived"
"jennings::languid";"jennings::severe"
"jennings::languid";"marianne::languid"
"jennings::languid";"marianne::severe"
"jennings::severe";"marianne::languid"
"jennings::severe";"marianne::severe"
"marianne::languid";"marianne::severe"
"brandon::frightened";"colonel_brandon::frightened"
"brandon::frightened";"palmer::frightened"
"colonel_brandon::frightened";"palmer::frightened"
"dashwood::kindness";"jennings::kindness"
"dashwood::compliance";"dashwood::warmly"
"dashwood::compliance";"jennings::compliance"
"dashwood::compliance";"jennings::warmly"
"dashwood::compliance";"palmer::compliance"
"dashwood::compliance";"palmer::warmly"
"dashwood::warmly";"jennings::compliance"
"dashwood::warmly";"jennings::warmly"
"dashwood::warmly";"palmer::compliance"
"dashwood::warmly";"palmer::warmly"
"jennings::compliance";"jennings::warmly"
"jennings::compliance";"palmer::compliance"
"jennings::compliance";"palmer::warmly"
"jennings::warmly";"palmer::compliance"
"jennings::warmly";"palmer::warmly"
"palmer::compliance";"palmer::warmly"
"brandon::determined";"jennings::determined"
"brandon::determined";"marianne::determined"
"jennings::determined";"marianne::determined"
"marianne::melancholy";"marianne::persuasion"
"harris::anticipations";"harris::gloomy"
"harris::anticipations";"harris::materially"
"harris::anticipations";"harris::patient"
"harris::gloomy";"harris::materially"
"harris::gloomy";"harris::patient"
"harris::materially";"harris::patient"
"elinor::cheerfulness";"elinor::pleasant"
"elinor::cheerfulness";"marianne::cheerfulness"
"elinor::cheerfulness";"marianne::pleasant"
"elinor::pleasant";"marianne::cheerfulness"
"elinor::pleasant";"marianne::pleasant"
"marianne::cheerfulness";"marianne::pleasant"
"elinor::patient";"jennings::patient"
"elinor::patient";"marianne::patient"
"jennings::patient";"marianne::patient"
"marianne::complaint";"marianne::inarticulate"
"marianne::complaint";"marianne::wildness"
"marianne::inarticulate";"marianne::wildness"
"harris::directly";"harris::fervent"
"elinor::cruel";"harris::cruel"
"elinor::cruel";"marianne::cruel"
"harris::cruel";"marianne::cruel"
"elinor::communicated";"elinor::confidence"
"elinor::communicated";"elinor::material"
"elinor::communicated";"elinor::patient"
"elinor::communicated";"elinor::unpleasant"
"elinor::confidence";"elinor::material"
"elinor::confidence";"elinor::patient"
"elinor::confidence";"elinor::unpleasant"
"elinor::material";"elinor::patient"
"elinor::material";"elinor::unpleasant"
"elinor::patient";"elinor::unpleasant"
"charlotte::considered";"charlotte::particularly"
"charlotte::considered";"charlotte::sincere"
"charlotte::considered";"jennings::considered"
"charlotte::considered";"jennings::particularly"
"charlotte::considered";"jennings::sincere"
"charlotte::considered";"marianne::considered"
"charlotte::considered";"marianne::particularly"
"charlotte::considered";"marianne::sincere"
"charlotte::particularly";"charlotte::sincere"
"charlotte::particularly";"jennings::considered"
"charlotte::particularly";"jennings::particularly"
"charlotte::particularly";"jennings::sincere"
"charlotte::particularly";"marianne::considered"
"charlotte::particularly";"marianne::particularly"
"charlotte::particularly";"marianne::sincere"
"charlotte::sincere";"jennings::considered"
"charlotte::sincere";"jennings::particularly"
"charlotte::sincere";"jennings::sincere"
"charlotte::sincere";"marianne::considered"
"charlotte::sincere";"marianne::particularly"
"charlotte::sincere";"marianne::sincere"
"jennings::considered";"jennings::particularly"
"jennings::considered";"jennings::sincere"
"jennings::considered";"marianne::considered"
"jennings::considered";"marianne::particularly"
"jennings::considered";"marianne::sincere"
"jennings::particularly";"jennings::sincere"
"jennings::particularly";"marianne::considered"
"jennings::particularly";"marianne::particularly"
"jennings::particularly";"marianne::sincere"
"jennings::sincere";"marianne::considered"
"jennings::sincere";"marianne::particularly"
"jennings::sincere";"marianne::sincere"
"marianne::considered";"marianne::particularly"
"marianne::considered";"marianne::sincere"
"marianne::particularly";"marianne::sincere"
"elinor::reasonableness";"elinor::reflections"
"elinor::distrust";"jennings::distrust"
"marianne::#-demonstrations";"marianne::fervent"
"dashwood::firmness";"elinor::firmness"
"brandon::acquiescence";"brandon::silently"
"elinor::impatiently--\"i";"elinor::quick"
"willoughby::sincere";"willoughby::warmth"
"elinor::sincerely";"elinor::strictly"
"elinor::reproachfully";"willoughby::reproachfully"
"elinor::impatiently";"elinor::justified"
"elinor::companion";"elinor::conversation"
"jennings::certain";"john::certain"
"--_marianne::jealous";"sophia::jealous"
"--_marianne::jealous";"willoughby::jealous"
"sophia::jealous";"willoughby::jealous"
"sophia::directly";"sophia::playfulness"
"elinor::ingratiating";"willoughby::ingratiating"
"jennings::bluntly";"marianne_dashwood::bluntly"
"john::undiscerning";"palmer::undiscerning"
"elinor::assured";"elinor::gentle"
"marianne::affectionate";"marianne::lively"
"marianne::fearful";"willoughby::fearful"
"dashwood::warmth";"elinor::warmth"
"dashwood::warmth";"marianne::warmth"
"elinor::warmth";"marianne::warmth"
"dashwood::compliance";"elinor::compliance"
"dashwood::cheerfulness";"marianne::cheerfulness"
"dashwood::temperate";"elinor::temperate"
"elinor::source";"marianne::source"
"brandon::silent";"marianne::silent"
"elinor::consideration";"elinor::imagination"
"elinor::consideration";"elinor::impartial"
"elinor::imagination";"elinor::impartial"
"brandon::affection";"brandon::seriously"
"brandon::affection";"elinor::affection"
"brandon::affection";"elinor::seriously"
"brandon::seriously";"elinor::affection"
"brandon::seriously";"elinor::seriously"
"elinor::affection";"elinor::seriously"
"jennings::considerable";"jennings::intimately"
"jennings::considerable";"jennings::knowledge"
"jennings::considerable";"john::considerable"
"jennings::considerable";"john::intimately"
"jennings::considerable";"john::knowledge"
"jennings::considerable";"lady_middleton::considerable"
"jennings::considerable";"lady_middleton::intimately"
"jennings::considerable";"lady_middleton::knowledge"
"jennings::considerable";"marianne::intimately"
"jennings::considerable";"marianne::knowledge"
"jennings::intimately";"jennings::knowledge"
"jennings::intimately";"john::considerable"
"jennings::intimately";"john::intimately"
"jennings::intimately";"john::knowledge"
"jennings::intimately";"lady_middleton::considerable"
"jennings::intimately";"lady_middleton::intimately"
"jennings::intimately";"lady_middleton::knowledge"
"jennings::intimately";"marianne::considerable"
"jennings::intimately";"marianne::intimately"
"jennings::intimately";"marianne::knowledge"
"jennings::knowledge";"john::considerable"
"jennings::knowledge";"john::intimately"
"jennings::knowledge";"john::knowledge"
"jennings::knowledge";"lady_middleton::considerable"
"jennings::knowledge";"lady_middleton::intimately"
"jennings::knowledge";"lady_middleton::knowledge"
"jennings::knowledge";"marianne::considerable"
"jennings::knowledge";"marianne::intimately"
"jennings::knowledge";"marianne::knowledge"
"john::considerable";"john::intimately"
"john::considerable";"john::knowledge"
"john::considerable";"lady_middleton::considerable"
"john::considerable";"lady_middleton::intimately"
"john::considerable";"lady_middleton::knowledge"
"john::considerable";"marianne::considerable"
"john::considerable";"marianne::intimately"
"john::considerable";"marianne::knowledge"
"john::intimately";"john::knowledge"
"john::intimately";"lady_middleton::considerable"
"john::intimately";"lady_middleton::intimately"
"john::intimately";"lady_middleton::knowledge"
"john::intimately";"marianne::considerable"
"john::intimately";"marianne::intimately"
"john::intimately";"marianne::knowledge"
"john::knowledge";"lady_middleton::considerable"
"john::knowledge";"lady_middleton::intimately"
"john::knowledge";"lady_middleton::knowledge"
"john::knowledge";"marianne::considerable"
"john::knowledge";"marianne::intimately"
"john::knowledge";"marianne::knowledge"
"lady_middleton::considerable";"lady_middleton::intimately"
